File,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,target
591,1,1,0,1,19,0,1.9,0,0,1,1,1,1,3.0,3,1.0,1,1,0.0,0,0.0,0,2,0,0,False
592,55,1,0,6,403,0,2.69,0,0,1,3,6,1,1.0,1,0.0181818181818182,0,1,0.0,0,0.666666666666667,0,3,2,3,True
593,0,1,0,4,64,0,0.84,0,50,2,0,14,3,1.75,0,4.5,0,1,2.16666666666667,0,0.5,0,2,3,2,True
594,0,1,0,3,59,0,1.37,0,75,1,0,0,2,44.375,1,1.5,1,1,0.25,0,0.0,0,2,0,0,False
595,0,0,0,0,267,0,267.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,2,0,1,False
596,0,1,0,1,21,0,1.5,0,0,1,2,2,1,17.6666666666667,4,1.0,1,1,0.0,0,0.0,0,3,0,0,False
597,59,1,0,11,700,0,3.48,0,0,1,1,22,1,0.88135593220339,0,0.423728813559322,0,1,0.0,0,0.333333333333333,0,5,5,5,True
598,1,1,0,5,23,0,3.83,0,0,1,1,1,1,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,0,False
599,1,1,0,5,23,0,2.88,0,0,1,1,1,1,1.0,1,0.0,0,1,0.0,0,1.0,0,1,1,0,False
600,0,1,0,1,19,0,1.9,0,0,1,1,1,1,0.0,0,1.0,1,1,0.0,0,0.0,0,2,0,0,False
601,2,1,0,10,49,0,3.06,0,0,1,1,4,1,1.0,1,0.5,0,1,0.0,0,0.0,0,3,0,0,False
602,0,1,1,0,20,0,0.8,0,25,1,0,0,2,5.0,5,6.5,6,1,0.75,0,0.0,0,1,0,1,False
603,1,1,0,5,85,0,0.9,0,66,2,0,7,1,3.8,1,5.9,1,1,0.428571428571429,0,0.75,0,1,2,1,False
604,0,1,1,1,47,0,0.82,0,72,1,0,1,3,7.66666666666667,1,1.66666666666667,1,1,0.454545454545455,0,0.75,0,2,2,0,False
605,0,1,0,6,29,0,4.14,0,0,0,3,1,0,2.0,2,0.0,0,1,0.0,0,1.0,0,1,1,0,False
606,0,1,0,6,52,0,5.2,0,0,0,3,1,0,1.0,0,0.666666666666667,0,1,0.0,0,1.0,0,1,1,0,False
607,0,1,0,1,27,0,0.87,0,60,2,0,0,1,2.4,1,1.8,1,1,0.0,0,0.5,0,1,2,1,False
608,0,1,1,4,50,0,0.72,0,43,1,0,5,2,8.0,2,3.66666666666667,1,1,0.777777777777778,0,1.0,0,1,1,0,False
609,0,1,2,4,114,0,1.36,0,84,1,17,3,3,4.71428571428571,1,2.35714285714286,0,1,0.470588235294118,0,0.25,0,3,6,4,False
610,6,1,3,2,103,3,0.47,0,65,2,0,6,1,5.81818181818182,2,4.18181818181818,1,1,0.678571428571429,0,0.5,0,2,2,3,False
611,1,1,1,6,126,0,0.58,0,79,2,2,3,2,4.625,1,4.125,0,1,1.36363636363636,0,0.5,0,3,2,4,False
612,0,1,0,3,97,0,0.83,0,54,1,1,2,2,4.125,1,2.5625,1,1,0.65,0,1.0,0,1,1,1,False
613,0,1,1,1,26,1,0.41,0,42,3,0,5,1,8.66666666666667,5,8.0,4,1,2.2,0,0.5,0,1,2,1,False
614,0,2,2,1,33,0,0.38,0,100,1,0,2,1,5.0,0,4.0,1,0,1.0,0,0.666666666666667,0,1,2,1,False
615,3,2,0,1,30,0,0.58,0,16,1,0,1,1,2.66666666666667,2,1.66666666666667,1,1,0.75,0,0.5,0,2,2,0,False
616,0,1,0,7,63,0,4.5,0,0,0,2,0,0,1.4,0,0.2,0,1,0.0,0,1.0,0,1,1,0,False
617,0,1,0,6,34,0,4.86,0,0,0,1,1,0,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,0,False
618,0,1,0,2,28,0,1.22,0,33,2,0,0,1,1.33333333333333,1,2.0,2,1,0.6,0,0.0,0,1,0,0,False
619,0,1,0,1,27,0,0.87,0,19,2,0,0,1,2.4,2,1.4,1,1,0.428571428571429,0,0.0,0,1,0,0,False
620,0,1,0,0,25,0,0.61,0,0,2,0,0,1,3.16666666666667,2,1.33333333333333,1,1,0.375,0,0.0,0,1,0,1,False
621,0,1,2,2,163,2,0.62,0,76,2,2,1,3,3.35483870967742,0,2.80645161290323,0,1,0.882352941176471,0,0.5,0,1,3,1,True
622,0,2,0,2,80,1,0.37,1,68,2,0,5,2,3.86363636363636,0,4.04545454545455,1,1,1.24,0,0.333333333333333,0,3,3,4,True
623,1,1,0,1,87,5,0.41,0,92,2,1,13,2,2.5,0,2.46875,1,1,0.189189189189189,0,0.25,0,2,4,5,False
624,0,1,0,3,85,6,0.59,0,85,1,1,12,2,5.72727272727273,1,3.72727272727273,0,1,0.769230769230769,0,0.4,0,1,4,7,False
625,0,1,0,5,91,0,4.33,0,0,0,7,3,0,2.76923076923077,0,0.769230769230769,0,1,0.0,0,0.5,0,4,2,0,False
626,0,1,0,3,101,0,0.81,0,62,1,0,0,3,3.05,1,2.2,1,1,0.363636363636364,0,0.0,0,1,0,1,False
627,0,1,0,1,36,0,0.67,0,41,1,0,4,3,7.25,2,2.25,1,1,0.3,0,1.0,0,2,1,2,False
628,0,1,0,0,25,0,1.67,0,33,1,0,1,1,2.66666666666667,2,1.66666666666667,1,1,0.0,0,0.0,0,1,0,0,False
629,0,1,0,1,41,0,0.45,0,61,2,0,0,1,2.7,0,2.7,1,1,0.583333333333333,0,0.0,0,1,0,0,False
630,5,1,5,0,81,0,0.2,0,79,1,0,5,1,4.22641509433962,1,2.9811320754717,1,1,0.694915254237288,0,1.0,0,1,1,0,False
631,1,1,1,0,21,0,2.33,0,100,2,0,0,1,5.0,5,1.0,1,1,0.0,0,1.0,0,1,1,0,False
632,6,1,13,1,201,2,0.23,0,100,2,1,22,3,4.7258064516129,0,5.24193548387097,1,0,0.9,0,1.0,0,1,1,0,False
633,0,1,1,0,21,0,0.68,0,43,2,0,1,1,3.5,3,2.25,1,1,0.0,0,1.0,0,1,1,0,False
634,0,1,0,5,53,0,1.51,0,50,1,0,1,2,2.0,0,2.33333333333333,0,1,0.0,0,1.0,0,1,1,0,False
635,0,1,0,4,54,0,0.98,0,40,1,0,1,2,2.33333333333333,1,3.83333333333333,1,1,1.0,0,1.0,0,1,1,0,False
636,1,1,1,0,22,0,0.85,0,50,2,0,0,1,1.75,1,2.0,1,1,0.0,0,1.0,0,1,1,0,False
637,0,1,1,3,44,0,0.79,0,41,1,0,0,2,2.83333333333333,0,2.33333333333333,1,1,0.875,0,1.0,0,1,1,0,False
638,5,1,0,4,45,0,3.75,0,0,0,2,0,0,1.8,1,0.2,0,1,0.0,0,1.0,0,1,1,0,False
639,2,1,1,0,24,0,0.92,0,50,1,0,0,2,4.0,3,4.5,4,1,0.6,0,1.0,0,1,1,0,False
640,0,1,0,4,44,0,4.0,0,0,1,5,2,1,2.0,1,0.75,0,1,0.0,0,0.5,0,2,2,1,False
641,0,1,0,6,39,0,3.9,0,0,1,2,0,2,1.0,1,1.0,1,1,0.0,0,1.0,0,2,1,0,False
642,0,1,2,5,33,0,1.57,0,25,1,0,2,1,3.0,3,2.5,2,1,0.0,0,1.0,0,1,1,0,False
643,1,1,26,4,150,0,0.64,0,89,1,0,10,1,11.3333333333333,2,4.0,1,1,0.5,0,0.5,0,2,2,5,False
644,0,1,1,0,43,0,0.61,0,100,1,1,5,3,3.90909090909091,0,2.09090909090909,1,0,0.428571428571429,0,1.0,0,2,1,2,False
645,0,1,0,4,55,0,1.25,0,40,1,0,1,2,4.0,1,3.4,1,1,1.42857142857143,0,0.0,0,2,0,1,False
646,0,1,1,0,48,0,0.36,0,92,1,2,0,1,5.10714285714286,0,2.67857142857143,1,1,0.2,0,1.0,0,3,1,0,False
647,5,2,2,12,101,0,0.88,1,75,1,0,4,1,6.33333333333333,2,5.16666666666667,1,1,1.5,0,1.0,0,1,1,1,False
648,1,1,0,0,27,0,0.18,0,42,2,0,8,3,2.34615384615385,0,2.73076923076923,1,1,0.137931034482759,0,1.0,0,1,1,0,False
649,0,1,1,0,39,0,0.36,0,46,1,0,5,3,3.13333333333333,1,3.4,1,1,0.411764705882353,0,1.0,0,2,1,2,False
650,10,1,6,1,150,0,0.35,0,88,1,0,10,1,5.04081632653061,1,3.73469387755102,0,1,0.490196078431373,0,0.5,0,3,3,3,False
651,37,1,29,1,278,1,0.58,0,96,2,2,22,2,5.23863636363636,0,2.18181818181818,0,1,0.189473684210526,0,0.25,0,3,6,10,True
652,26,1,13,5,645,4,0.65,0,100,2,1,14,2,6.97701149425287,0,3.89655172413793,0,0,0.49,0,0.333333333333333,0,2,6,8,False
653,7,1,6,7,562,0,0.81,1,83,1,0,9,2,5.85185185185185,0,3.94444444444444,0,1,0.830508474576271,0,0.5,0,1,3,5,False
654,0,1,0,6,76,0,2.62,0,100,0,2,8,0,1.88888888888889,1,0.777777777777778,0,1,0.0,0,1.0,0,2,1,2,False
655,0,2,0,2,67,0,0.35,0,64,1,0,14,2,5.375,2,4.1875,1,1,0.888888888888889,0,0.666666666666667,0,1,2,4,False
656,1,2,2,1,44,0,0.12,1,66,1,0,17,1,6.84615384615385,2,9.61538461538461,1,1,1.64705882352941,0,0.5,0,3,2,3,False
657,0,2,5,4,263,8,0.35,1,91,3,2,25,1,5.70588235294118,0,6.74509803921569,1,1,1.10714285714286,0,0.333333333333333,0,3,4,4,False
658,0,1,0,6,121,0,5.26,0,0,0,2,2,0,9.0,1,1.0,1,1,0.0,0,0.0,0,2,0,0,False
659,1,1,4,4,126,0,0.42,1,85,2,0,21,2,6.9,1,7.15,1,1,0.875,0,0.4,0,4,4,4,False
660,5,1,0,6,53,0,4.42,0,0,0,2,1,0,1.0,1,0.6,0,1,0.0,0,1.0,0,2,1,0,False
661,6,1,12,2,235,2,0.44,0,92,2,0,18,3,5.11111111111111,1,4.07407407407407,1,1,0.677966101694915,0,0.166666666666667,0,2,6,9,True
662,0,1,1,0,20,0,0.28,0,100,1,0,9,2,1.0,0,1.72727272727273,0,1,0.307692307692308,0,1.0,0,1,1,3,False
663,1,1,0,0,34,0,0.4,0,77,2,0,4,2,1.5625,0,1.5625,0,1,0.210526315789474,0,1.0,0,5,1,1,False
664,0,1,2,1,79,0,0.34,0,76,1,0,9,3,4.04761904761905,0,4.95238095238095,1,1,0.615384615384615,0,1.0,0,2,1,3,False
665,7,1,1,0,34,0,0.44,0,66,1,0,2,2,3.77777777777778,1,3.66666666666667,1,1,0.727272727272727,0,0.0,0,2,0,0,False
666,3,1,4,2,113,0,0.44,0,85,2,0,7,4,3.48275862068966,0,3.24137931034483,1,1,0.757575757575758,0,1.0,0,3,1,2,False
667,2,1,0,6,33,0,4.12,0,0,0,1,2,0,1.0,1,0.0,0,1,0.0,0,0.0,0,2,0,0,False
668,0,1,4,7,181,0,1.16,0,90,2,0,7,1,5.33333333333333,1,4.27777777777778,1,1,0.45,0,0.7,0,2,4,2,False
669,0,1,0,5,41,0,1.86,0,0,2,0,2,1,5.33333333333333,2,2.33333333333333,2,1,0.0,0,1.0,0,1,1,0,False
670,4,1,0,3,95,0,0.91,0,100,1,0,8,1,4.0625,0,3.75,1,0,0.368421052631579,0,1.0,0,2,1,2,False
671,0,1,0,8,29,0,4.83,0,0,0,1,0,0,0.0,0,1.0,1,1,0.0,0,0.0,0,2,0,0,False
672,0,1,0,5,53,0,4.82,0,0,0,1,0,0,0.666666666666667,0,0.333333333333333,0,1,0.0,0,1.0,0,2,1,0,False
673,0,1,0,5,26,0,4.33,0,0,0,1,0,0,3.0,3,1.0,1,1,0.0,0,0.0,0,2,0,1,False
674,11,2,17,3,423,13,0.24,0,95,2,2,24,2,5.45454545454545,0,6.72727272727273,1,1,1.36697247706422,0,0.428571428571429,0,2,5,7,False
675,2,1,3,1,52,0,0.87,0,66,1,0,4,1,7.25,0,3.25,1,1,0.5,0,0.5,0,2,2,0,False
676,8,1,0,0,18,0,0.49,0,0,1,0,4,1,3.9,3,1.3,1,1,0.0,0,0.5,0,1,2,1,False
677,1,1,0,0,18,0,0.43,0,0,1,0,1,2,2.0,2,2.0,2,1,0.875,0,1.0,0,1,1,0,False
678,2,1,4,4,62,1,0.28,0,74,2,0,16,2,6.88888888888889,0,8.22222222222222,1,1,0.916666666666667,0,0.6,0,2,2,2,False
679,0,1,1,1,48,1,0.64,0,63,1,0,1,2,2.75,0,2.58333333333333,1,1,0.333333333333333,0,1.0,0,2,1,0,False
680,4,1,2,0,22,0,1.05,0,50,1,0,0,1,1.4,0,1.0,1,1,0.0,0,0.0,0,1,0,0,False
681,1,1,0,5,22,0,4.4,0,0,1,1,1,1,1.0,1,0.0,0,1,0.0,0,1.0,0,2,1,0,True
682,10,1,0,1,32,0,1.19,0,0,0,1,5,0,2.09090909090909,0,0.272727272727273,0,1,0.0,0,0.666666666666667,0,3,2,1,True
683,1,1,0,1,20,0,2.0,0,0,0,1,1,0,1.0,1,1.0,1,1,0.0,0,0.5,0,3,2,0,False
684,0,1,0,0,20,0,1.67,0,91,1,0,0,1,0.333333333333333,0,1.33333333333333,1,0,0.0,0,0.0,0,1,0,0,False
685,0,1,4,3,150,0,0.55,0,86,1,0,13,2,4.63333333333333,0,4.1,1,1,0.823529411764706,0,1.0,0,2,1,6,False
686,0,1,0,4,26,0,2.17,0,0,1,0,1,1,4.0,4,3.0,3,1,1.0,0,0.0,0,2,0,0,False
687,0,2,1,7,63,2,0.8,0,60,2,0,5,2,3.8,2,5.0,2,1,2.28571428571429,0,1.0,0,1,1,2,False
688,0,3,0,2,31,0,0.6,0,0,1,0,8,2,6.5,6,7.5,6,4,1.66666666666667,0,0.0,0,1,0,1,False
689,0,1,0,6,40,0,1.43,0,0,2,0,3,2,2.66666666666667,0,1.0,1,1,0.0,0,0.0,0,1,0,1,False
690,0,1,1,8,29,0,1.12,1,100,2,0,1,2,3.0,3,3.0,3,2,1.0,1,0.0,0,1,0,1,False
691,0,0,0,0,106,0,106.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,2,0,0,False
692,1,1,1,2,43,0,0.62,0,100,2,0,5,2,1.33333333333333,0,2.44444444444444,0,0,0.538461538461538,0,0.0,0,1,0,1,False
693,0,1,1,1,27,0,0.57,1,25,2,0,3,2,4.0,3,7.5,5,4,1.0,1,0.0,0,1,0,1,False
694,0,1,0,6,93,5,1.11,0,65,1,1,6,2,2.71428571428571,1,3.0,1,1,0.444444444444444,0,0.0,0,1,0,1,False
695,0,0,0,0,25,0,2.5,0,0,2,4,0,1,0.0,0,0.0,0,0,0.0,0,1.0,0,1,1,2,False
696,0,1,0,8,123,0,0.92,0,0,1,0,11,1,4.75,2,4.83333333333333,1,1,0.857142857142857,0,0.75,0,3,2,1,False
697,0,1,1,1,32,0,0.53,0,25,2,0,3,2,2.2,1,2.6,1,1,0.5,0,0.0,0,1,0,1,False
698,0,1,0,3,67,0,1.31,0,0,1,0,5,2,2.53846153846154,1,1.46153846153846,1,1,0.0,0,0.0,0,1,0,0,False
699,1,1,1,3,70,0,0.45,0,83,1,0,11,1,3.28571428571429,0,3.57142857142857,1,1,0.875,0,1.0,0,2,1,3,False
700,0,0,0,0,24,0,2.18,0,0,2,1,0,1,0.0,0,0.0,0,0,0.0,0,1.0,0,1,1,2,False
701,0,1,0,1,34,0,0.45,0,53,1,0,2,3,2.30769230769231,0,2.23076923076923,1,1,0.2,0,1.0,0,2,1,0,False
702,0,1,2,3,73,0,0.43,0,100,3,0,15,1,3.25,0,6.875,1,0,1.07142857142857,0,0.0,0,2,0,0,False
703,0,5,9,4,44,0,0.24,2,52,1,0,7,1,6.25,1,10.75,2,2,2.33333333333333,1,0.0,0,3,0,2,False
704,0,1,0,4,26,0,0.9,0,0,1,0,8,1,11.0,11,3.0,3,1,0.0,0,0.0,0,4,0,0,False
705,0,1,4,4,48,0,0.39,0,70,1,0,13,1,6.0,2,8.8,2,1,1.28571428571429,0,0.5,0,2,2,2,False
706,0,2,1,8,80,2,0.94,0,66,3,0,6,2,3.5,1,4.5,1,1,2.0,0,1.0,0,1,1,2,False
707,0,2,0,2,31,0,0.24,0,0,1,0,0,1,5.2,3,10.2,5,2,3.5,1,1.0,0,1,1,0,False
708,4,1,4,6,124,0,0.39,2,82,2,0,17,2,5.86666666666667,2,8.73333333333333,2,1,1.15789473684211,0,0.444444444444444,0,4,5,3,False
709,0,1,3,0,41,0,0.21,0,66,2,0,8,2,2.57894736842105,0,3.63157894736842,1,1,0.956521739130435,0,1.0,0,1,1,2,False
710,0,2,0,10,63,0,0.97,0,33,2,0,8,2,5.0,1,5.66666666666667,1,1,1.42857142857143,0,0.0,0,2,0,0,False
711,0,1,0,9,40,0,1.74,0,0,3,0,4,1,4.5,3,1.0,1,1,0.0,0,0.0,0,1,0,0,False
712,0,1,1,14,54,0,2.35,0,100,3,0,1,1,3.0,3,1.0,1,2,1.0,1,1.0,0,1,1,1,False
713,0,2,7,5,122,0,0.38,0,77,3,0,13,1,5.4,1,7.26666666666667,2,1,2.0,0,0.4,0,4,4,1,True
714,1,2,15,1,73,0,0.23,1,100,2,0,17,2,6.38095238095238,1,5.38095238095238,1,1,0.884615384615385,0,0.6,0,3,3,2,False
715,0,1,0,0,18,0,0.34,0,0,1,0,3,2,1.0,0,1.22222222222222,1,1,0.0,0,1.0,0,1,1,0,False
716,0,1,0,0,25,1,0.89,0,0,2,0,2,1,5.0,5,5.0,5,9,2.0,2,1.0,0,1,1,0,False
717,3,2,4,4,142,4,0.25,2,88,2,4,31,2,5.91666666666667,1,9.83333333333333,1,1,1.4,0,0.4,0,3,4,8,True
718,0,1,1,7,60,0,1.58,0,25,3,0,2,2,3.0,1,3.0,1,1,1.5,0,1.0,0,1,1,0,False
719,0,2,0,10,84,4,0.72,1,66,2,1,8,1,2.33333333333333,1,5.66666666666667,1,1,2.0,0,0.5,0,2,2,0,False
720,1,1,4,3,67,0,0.76,0,77,2,0,6,1,2.28571428571429,0,4.0,0,1,0.5,0,1.0,0,2,1,1,False
721,1,1,3,1,59,0,0.28,0,73,3,0,4,2,2.4,0,3.05,0,1,0.375,0,1.0,0,2,1,2,False
722,0,1,0,0,17,0,0.26,0,0,1,0,5,2,1.11111111111111,0,1.44444444444444,1,1,0.230769230769231,0,0.5,0,2,2,0,False
723,0,0,0,0,147,0,147.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,2,0,0,False
724,0,1,1,10,33,1,0.97,2,0,2,0,3,1,5.0,5,12.0,12,6,1.5,0,0.5,0,1,2,1,True
725,0,1,0,4,30,1,0.55,1,0,2,0,6,1,4.0,4,15.0,15,25,4.0,4,1.0,0,3,1,1,True
726,0,2,7,2,58,1,0.23,0,100,3,0,10,2,2.92857142857143,0,5.5,0,0,1.0,0,0.0,0,2,0,1,False
727,0,1,0,0,17,0,0.31,0,0,1,0,4,2,0.888888888888889,0,1.44444444444444,1,1,0.0,0,0.5,0,1,2,1,False
728,0,2,1,4,63,0,0.55,0,100,3,0,9,1,2.28571428571429,0,5.71428571428571,1,0,0.909090909090909,0,0.0,0,4,0,2,False
729,2,1,5,0,35,0,0.37,0,78,2,0,3,2,4.75,1,4.0,1,1,0.727272727272727,0,0.0,0,2,0,0,False
730,0,1,12,8,78,0,0.73,2,78,3,0,5,2,6.0,1,6.0,1,1,1.71428571428571,0,0.0,0,3,0,1,False
731,0,1,0,8,123,4,0.78,0,74,2,1,10,1,3.0,1,5.44444444444444,1,1,1.09090909090909,0,0.5,0,3,2,3,False
732,0,0,0,0,26,0,2.36,0,0,2,15,0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,False
733,2,1,1,13,294,0,0.99,0,85,1,0,24,1,7.52380952380952,2,5.42857142857143,1,1,0.826086956521739,0,0.416666666666667,0,6,5,2,True
734,0,1,0,0,21,0,0.7,0,0,2,0,0,1,0.0,0,0.166666666666667,0,1,0.0,0,0.0,0,1,0,0,False
735,0,1,5,5,89,0,0.88,0,75,2,0,6,2,2.375,0,3.0,0,1,0.615384615384615,0,0.5,0,3,2,3,False
736,0,1,0,6,84,0,1.58,0,0,2,0,5,1,2.22222222222222,1,1.44444444444444,1,1,0.0,0,0.0,0,1,0,1,False
737,0,1,3,6,93,0,0.52,0,80,1,0,12,1,5.36363636363636,1,5.72727272727273,1,1,1.30769230769231,0,1.0,0,3,1,3,False
738,0,0,0,0,35,0,3.5,0,0,2,1,0,1,0.0,0,0.0,0,0,0.0,0,1.0,0,1,1,1,False
739,3,1,3,4,119,0,0.79,0,85,2,0,5,3,3.0952380952381,0,2.42857142857143,1,0,0.208333333333333,0,1.0,0,3,1,0,False
740,0,2,0,2,43,2,0.38,1,62,2,1,9,1,4.14285714285714,1,6.28571428571429,1,1,1.22222222222222,0,0.0,0,2,0,0,False
741,1,2,5,3,71,0,0.32,0,80,2,0,11,2,4.4,1,7.5,1,1,2.35714285714286,0,1.0,0,1,1,2,False
742,3,2,1,8,95,0,0.61,0,59,2,0,11,1,5.375,1,6.625,1,1,1.9,0,1.0,0,2,1,2,True
743,0,1,0,0,24,0,1.33,0,0,1,0,2,2,2.5,2,2.5,2,1,0.0,0,1.0,0,1,1,1,False
744,13,2,2,8,869,4,0.43,1,91,3,2,52,2,8.18279569892473,0,7.67741935483871,1,1,1.57692307692308,0,0.434782608695652,3,4,4,11,True
745,0,1,1,0,21,1,0.81,0,25,3,0,2,1,2.5,2,4.5,2,1,1.4,0,1.0,0,2,1,0,False
746,0,1,2,7,95,1,0.7,0,77,1,3,5,2,3.0,1,4.88888888888889,0,1,1.27272727272727,0,0.0,0,1,0,0,True
747,8,1,0,0,21,0,0.4,0,73,1,0,2,1,2.11111111111111,1,2.88888888888889,1,1,0.545454545454545,0,0.0,0,1,0,0,False
748,0,1,0,0,20,1,0.95,0,0,3,0,3,1,2.5,2,5.0,2,1,0.0,0,0.0,0,1,0,0,False
749,3,6,2,20,163,0,0.65,3,50,2,2,8,1,3.16666666666667,2,9.16666666666667,1,1,1.11111111111111,0,0.5,0,1,2,2,True
750,0,1,0,6,26,0,1.73,2,0,1,0,4,1,8.0,8,3.0,3,1,0.0,0,0.0,0,1,0,1,False
751,0,3,0,0,23,0,1.92,0,0,1,0,1,2,2.0,2,2.0,2,3,1.0,1,0.0,0,1,0,0,False
752,0,1,1,3,55,4,0.49,0,79,1,0,9,2,2.8,1,3.6,1,1,1.0,0,0.5,0,1,2,1,False
753,3,1,1,0,20,0,0.61,0,60,1,0,1,3,4.8,1,2.0,1,1,0.428571428571429,0,0.0,0,1,0,0,False
754,5,2,14,8,227,1,0.55,3,100,2,1,10,1,5.35,0,7.45,1,0,1.78260869565217,0,0.333333333333333,0,1,3,2,True
755,0,1,0,2,51,6,0.88,0,55,1,4,2,2,2.4,1,3.2,0,1,0.461538461538462,0,0.0,0,2,0,0,False
756,0,1,1,2,36,3,0.64,0,66,2,0,4,2,1.83333333333333,0,3.33333333333333,1,1,0.0,0,0.0,0,2,0,2,False
757,8,2,1,6,139,2,0.48,0,69,3,0,20,2,4.82352941176471,1,8.11764705882353,2,1,1.33333333333333,0,0.4,0,3,4,3,False
758,0,1,0,0,32,0,2.0,0,0,2,6,0,2,1.5,1,1.0,1,1,0.8,0,0.0,0,1,0,1,False
759,0,1,0,3,39,0,2.6,0,0,2,3,0,2,1.0,1,1.5,1,1,0.0,0,0.0,0,3,0,0,False
760,0,2,1,7,81,2,0.53,1,55,3,3,4,2,6.75,1,5.5,1,1,2.18181818181818,0,0.5,0,3,3,1,False
761,0,1,0,5,27,0,3.0,0,0,2,3,0,2,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,1,False
762,0,1,1,3,31,1,1.15,0,66,4,0,4,1,5.0,1,2.66666666666667,1,1,0.6,0,1.0,0,2,1,1,False
763,0,4,1,2,30,0,0.6,2,0,3,0,3,1,2.5,2,8.0,5,2,1.75,1,1.0,0,1,1,0,False
764,0,1,1,3,29,1,1.26,0,100,4,0,3,1,4.5,1,2.5,2,1,0.0,0,0.0,0,1,0,1,False
765,0,3,3,1,26,0,0.43,0,46,3,0,1,1,4.33333333333333,3,6.0,3,1,1.4,0,0.5,0,1,2,3,False
766,0,2,1,0,22,0,0.47,0,58,3,0,0,1,1.5,0,3.5,1,1,0.5,0,0.0,0,4,0,0,False
767,0,1,6,1,61,5,0.35,1,72,3,3,11,2,3.07142857142857,0,4.71428571428571,0,1,0.631578947368421,0,1.0,0,1,1,0,True
768,0,1,1,2,59,0,0.63,0,60,1,0,3,2,4.25,2,3.83333333333333,1,1,0.866666666666667,0,0.666666666666667,0,3,2,2,False
769,2,1,1,1,36,5,0.2,0,57,2,0,9,2,4.0,0,7.2,1,1,1.21428571428571,0,0.666666666666667,0,1,2,1,False
770,1,1,1,0,29,0,0.43,0,83,2,0,10,2,2.11111111111111,0,3.33333333333333,1,0,0.846153846153846,0,0.5,0,1,2,4,False
771,0,1,1,5,65,2,0.38,1,58,2,2,21,1,7.0,2,8.625,2,1,1.7,0,0.4,0,4,6,4,True
772,0,2,1,1,27,3,0.25,1,60,3,0,17,1,3.4,0,8.6,1,1,1.57142857142857,0,0.333333333333333,0,5,7,4,False
773,1,2,1,1,38,2,0.21,0,50,2,0,17,2,5.5,1,6.5,1,1,1.71428571428571,0,0.25,0,2,4,6,True
774,0,5,1,4,33,0,0.27,2,7,2,0,14,1,8.5,8,18.0,10,1,3.0,0,1.0,0,1,1,0,False
775,1,1,1,1,46,2,0.19,0,50,2,0,21,2,6.08333333333333,1,7.58333333333333,1,1,1.75,0,0.333333333333333,0,5,3,2,True
776,0,1,1,0,26,0,0.32,0,45,2,0,9,2,4.75,1,6.5,1,1,1.16666666666667,0,1.0,0,1,1,0,False
777,0,2,1,3,40,0,0.38,0,40,3,0,11,1,5.0,1,8.0,2,1,2.0,0,0.5,0,2,3,1,True
778,0,1,0,0,21,2,0.44,0,50,3,0,8,1,3.0,0,4.0,2,1,0.666666666666667,0,0.5,0,3,2,3,False
779,1,1,1,0,25,0,0.22,0,83,2,0,11,2,3.27272727272727,0,4.27272727272727,1,0,0.714285714285714,0,0.333333333333333,0,2,3,5,False
780,2,3,1,11,101,0,0.5,0,65,2,1,19,1,5.71428571428571,1,12.5714285714286,1,1,2.44444444444444,0,0.214285714285714,0,4,7,5,True
781,0,1,2,1,29,0,0.35,0,50,2,0,9,2,5.0,1,6.5,1,1,1.16666666666667,0,0.5,0,3,2,2,False
782,0,1,0,0,22,2,0.39,0,0,3,0,10,1,3.5,1,5.25,3,1,0.833333333333333,0,0.333333333333333,0,3,3,3,True
783,0,1,0,0,24,2,0.43,0,0,3,0,10,1,3.75,1,5.0,3,1,0.666666666666667,0,0.333333333333333,0,4,3,2,False
784,1,2,1,1,40,3,0.23,0,65,2,6,17,1,6.5,1,6.4,0,1,1.58333333333333,0,0.333333333333333,0,3,4,3,True
785,0,1,0,0,22,2,0.42,0,0,3,0,9,1,3.5,1,4.75,3,1,0.666666666666667,0,0.333333333333333,0,3,3,2,False
786,0,1,0,3,26,0,3.25,0,0,0,4,1,0,2.0,2,1.0,1,1,0.0,0,0.0,0,2,0,0,False
787,10,1,2,3,518,3,0.27,0,100,2,6,213,6,5.85606060606061,0,6.59848484848485,1,0,0.863309352517986,0,0.269230769230769,5,5,7,17,True
788,1,2,2,0,28,1,0.15,1,71,3,0,14,1,2.7,1,6.6,1,1,1.46153846153846,0,0.25,0,2,4,6,True
