File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,target
1480,1,0,1,7,17,7,186,1,0,0,16,1.17,0,78,1,1,1,1,128.117647058824,1,1,1.89473684210526,0,6,0.984375,0,1,False
1481,0,0,2,0,0,2,23,1,0,7,3,0.26,2,38,1,0,0,2,6.33333333333333,6,5,3.5,1,6,0.954198473282443,0,1,False
1482,0,0,1,0,0,0,16,1,0,4,3,0.28,1,33,1,0,0,2,4.66666666666667,4,2,1.6,0,6,0.931818181818182,0,0,False
1483,0,0,1,0,2,5,29,1,0,0,2,0.49,0,0,1,0,1,1,2.0,0,0,3.0,0,32,0.680412371134021,0,0,False
1484,0,0,1,0,0,0,24,1,0,0,8,0.34,0,0,2,0,0,1,4.25,0,1,0.7,0,6,0.944954128440367,0,0,False
1485,1,0,1,0,1,0,21,1,0,0,1,1.4,0,0,1,0,0,1,2.0,0,1,0.0,0,6,0.869565217391304,0,0,False
1486,0,4,2,3,6,3,47,1,0,2,2,0.16,3,80,1,0,1,1,5.16666666666667,0,1,2.75,0,6,0.984210526315789,0,1,False
1487,5,0,2,0,0,4,68,1,0,15,5,0.19,2,78,1,0,6,1,6.6,1,1,2.58333333333333,0,22,0.848812095032397,0,1,False
1488,0,10,1,22,11,2,47,1,0,0,1,0.17,1,83,1,0,3,1,6.45454545454545,1,2,1.76923076923077,0,6,0.97752808988764,0,1,False
1489,0,1,5,0,0,1,21,1,0,0,1,0.95,0,0,1,0,0,2,1.0,0,1,1.5,0,6,0.888888888888889,0,0,False
1490,0,0,1,0,3,1,24,1,0,0,3,0.35,2,0,1,0,0,1,4.33333333333333,0,0,1.8,0,6,0.785714285714286,0,0,False
1491,0,0,1,0,0,0,24,1,0,0,8,0.39,0,0,2,0,0,1,4.25,0,1,0.7,0,6,0.938775510204082,0,0,False
1492,0,0,1,0,0,0,24,1,0,0,8,0.39,0,0,2,0,0,1,4.25,0,1,0.7,0,6,1.0,0,0,False
1493,0,0,1,0,0,0,32,1,1,0,8,0.37,0,0,2,0,0,1,3.77777777777778,0,1,0.727272727272727,0,6,0.955882352941177,0,1,False
1494,0,0,1,0,0,0,32,1,1,0,8,0.36,0,0,2,0,0,1,3.77777777777778,0,1,0.727272727272727,0,6,1.0,0,0,False
1495,0,0,1,0,0,1,34,1,1,0,8,0.39,0,0,2,0,0,1,3.77777777777778,0,1,0.727272727272727,0,6,0.955882352941177,0,1,True
1496,0,0,1,0,0,2,33,1,0,4,6,0.37,0,58,1,0,0,1,4.66666666666667,4,1,1.25,0,6,0.843971631205674,0,1,True
1497,0,0,1,0,0,0,15,1,0,0,8,0.25,0,0,2,0,0,1,4.25,0,1,0.7,0,6,0.933333333333333,0,0,False
1498,1,1,1,2,6,1,122,1,2,21,29,0.51,0,93,1,11,3,1,5.03030303030303,0,1,0.457142857142857,0,31,0.912408759124088,0,4,True
1499,0,0,1,1,2,0,24,1,0,0,2,0.96,0,0,1,0,0,1,2.0,2,6,1.0,1,6,0.901639344262295,0,0,False
1500,4,0,2,6,8,6,103,1,0,0,5,0.36,3,77,1,0,9,1,4.33333333333333,0,1,1.54545454545455,0,22,0.926008968609865,0,2,True
1501,0,0,2,10,8,2,84,1,0,18,13,0.26,2,85,1,0,4,1,6.46153846153846,3,1,1.33333333333333,0,12,0.856512141280353,0,1,True
1502,0,0,1,0,0,1,18,1,0,6,3,0.26,1,50,1,0,0,2,3.66666666666667,3,4,1.6,0,6,0.941747572815534,0,0,False
1503,0,0,2,0,0,15,93,1,0,9,4,0.83,3,58,1,0,0,2,7.25,5,2,1.5,0,92,0.521367521367521,0,0,True
1504,0,0,1,0,3,14,63,1,0,0,3,1.0,3,0,1,0,0,1,2.33333333333333,1,2,2.0,0,6,0.960264900662252,0,1,False
1505,0,0,1,0,0,1,22,1,0,2,2,0.67,0,0,1,0,0,2,3.5,3,3,0.75,0,6,0.82089552238806,0,0,False
1506,0,0,1,0,0,0,19,1,0,1,2,0.79,0,0,1,0,1,2,2.0,2,2,0.75,0,6,0.888888888888889,0,0,False
1507,11,1,3,76,15,15,398,1,0,0,5,0.35,8,82,1,0,10,1,11.8235294117647,0,1,2.36842105263158,0,117,0.641486810551559,0,3,True
1508,2,3,1,37,6,8,90,1,0,0,1,0.18,4,70,1,0,7,1,8.33333333333333,4,6,2.875,1,24,0.92358803986711,0,0,True
1509,16,7,2,108,31,14,567,1,0,0,8,0.25,7,91,1,0,20,1,11.3548387096774,2,2,2.45454545454545,0,567,0.716293074606892,0,5,True
1510,2,0,2,1,1,14,109,1,0,0,4,0.27,5,83,1,0,1,1,6.5,2,1,2.125,0,36,0.477638640429338,0,3,True
1511,0,0,1,3,2,1,25,1,0,0,2,0.38,2,16,1,0,1,1,4.0,3,4,1.75,1,6,0.94392523364486,0,0,False
1512,2,1,2,1,1,1,48,2,0,13,17,0.12,1,89,2,0,1,1,3.0,0,1,1.82608695652174,0,6,0.988165680473373,0,1,False
1513,1,0,1,0,1,1,23,1,0,0,1,0.72,0,0,1,0,1,1,1.5,0,1,1.5,0,7,0.898550724637681,0,0,False
1514,1,0,2,0,2,3,34,1,0,0,2,0.36,1,0,1,0,0,1,3.0,0,1,3.0,0,6,0.944444444444444,0,2,False
1515,0,0,1,0,0,8,39,1,0,0,2,0.53,4,0,1,0,3,1,6.5,3,1,2.25,0,7,0.939393939393939,0,1,False
1516,0,0,1,0,0,1,33,2,0,3,5,0.57,1,33,2,0,1,1,3.0,1,1,1.0,0,6,0.945454545454545,0,0,False
1517,0,0,1,0,2,2,26,1,0,0,3,0.44,1,0,1,0,1,1,3.66666666666667,1,1,1.8,0,6,0.941176470588235,0,0,False
1518,1,0,1,0,1,2,20,1,0,0,1,1.33,2,0,3,0,2,1,0.5,0,2,0.2,0,50,1.0,0,0,False
1519,2,0,1,0,2,3,35,1,0,0,1,1.17,2,0,3,0,4,1,1.33333333333333,1,2,0.6,0,83,1.0,0,0,True
1520,1,0,1,0,1,2,27,1,0,0,1,1.59,1,0,3,0,2,1,1.5,1,2,0.0,0,58,1.0,0,0,False
1521,1,0,1,0,1,2,27,1,0,0,1,1.93,1,0,3,0,1,1,1.0,1,2,0.0,0,54,1.0,0,0,False
1522,1,0,1,0,2,6,27,1,0,0,1,0.18,9,0,1,0,2,1,7.5,4,7,2.8,2,6,1.0,0,0,False
1523,1,0,1,0,1,0,19,1,0,0,1,1.46,1,0,1,0,1,1,0.0,0,1,0.0,0,6,1.0,0,0,False
1524,2,0,1,4,3,0,20,1,0,0,1,0.3,2,66,1,0,1,1,4.33333333333333,3,5,2.16666666666667,0,6,0.837837837837838,0,0,False
1525,0,0,1,1,0,2,50,1,0,1,14,0.3,0,42,3,0,1,1,1.5,0,2,0.4375,0,254,1.0,0,0,True
1526,0,3,1,0,15,1,46,1,0,0,12,0.08,4,0,1,0,2,1,3.26666666666667,0,1,1.41176470588235,0,6,0.928281461434371,0,3,True
1527,0,0,1,0,5,3,34,1,0,0,5,0.39,0,0,1,0,2,1,1.8,0,1,0.857142857142857,0,6,0.776978417266187,0,1,False
1528,8,1,1,2,10,3,57,1,0,0,1,0.11,5,80,1,0,2,1,3.7,2,1,1.83333333333333,0,9,0.916666666666667,0,1,False
1529,1,0,1,4,2,3,84,1,1,0,19,0.22,2,88,2,1,3,1,3.33333333333333,0,0,1.17391304347826,0,17,0.518248175182482,0,2,True
1530,0,0,1,0,1,2,26,1,1,0,1,1.24,4,0,2,0,0,1,2.0,0,5,0.75,0,6,0.911764705882353,0,0,False
1531,2,0,2,17,5,1,35,1,2,0,1,0.14,3,74,1,0,5,1,7.8,2,4,3.0,1,21,0.978448275862069,0,2,True
1532,2,0,2,3,2,1,29,1,0,1,1,0.23,2,58,2,0,3,1,4.33333333333333,1,2,2.6,0,10,0.977900552486188,0,1,False
1533,0,0,4,0,1,1,21,1,0,0,1,0.29,2,0,1,0,1,1,3.0,3,10,3.0,3,6,0.895238095238095,0,1,False
1534,3,0,1,4,4,2,28,2,0,0,2,0.33,0,68,1,0,2,2,2.6,1,1,1.125,0,6,0.866141732283465,0,1,False
1535,1,0,1,13,2,8,35,1,0,0,1,0.38,1,53,1,0,5,1,8.5,3,2,1.75,1,14,0.815602836879433,0,1,False
1536,2,0,2,1,1,1,21,1,0,1,2,0.26,4,75,1,0,2,1,2.5,0,1,1.66666666666667,0,6,0.899280575539568,0,1,False
1537,8,0,1,2,10,0,27,1,1,0,1,0.15,5,85,1,0,4,1,2.0,1,1,1.33333333333333,0,299,0.979381443298969,0,1,True
1538,27,1,1,2,29,4,187,1,0,0,1,0.21,2,96,1,0,2,1,2.96551724137931,2,1,1.32258064516129,0,204,0.438800999167361,0,2,True
1539,0,0,1,6,2,6,30,1,0,0,2,0.38,3,58,1,0,4,1,5.5,3,4,0.75,0,14,0.842857142857143,0,3,True
1540,5,0,1,0,0,4,59,2,0,1,3,0.75,1,57,4,0,1,2,1.375,1,1,0.454545454545455,0,215,0.93167701863354,0,2,True
1541,0,0,1,0,0,3,31,1,0,0,3,0.74,1,0,3,0,3,1,1.0,1,2,0.0,0,12,0.919540229885057,0,1,True
1542,10,0,1,1,12,0,25,1,1,0,3,0.15,3,85,4,0,3,1,2.0,0,1,1.0,0,292,0.971223021582734,0,3,True
1543,0,0,1,0,0,0,15,1,0,0,2,1.15,1,0,2,0,0,1,2.5,2,1,0.0,0,48,0.86046511627907,0,0,False
1544,0,0,1,0,1,1,24,1,0,0,1,3.0,1,0,1,0,1,1,1.0,1,1,0.0,0,6,0.857142857142857,0,0,False
1545,0,0,1,6,2,5,32,1,0,0,2,0.54,2,58,1,0,4,1,5.0,1,1,0.75,0,11,0.644859813084112,0,1,False
1546,4,0,1,15,5,9,74,1,0,0,1,0.54,2,77,1,0,4,1,6.6,2,1,1.0,0,17,0.535864978902954,0,1,False
1547,0,0,1,0,1,2,28,1,0,1,3,0.64,1,66,1,0,1,1,3.0,1,1,1.6,0,93,0.931818181818182,0,0,False
1548,1,0,1,10,3,6,34,1,0,0,2,0.3,1,53,1,0,5,1,6.33333333333333,3,5,2.8,1,13,0.496969696969697,0,3,True
1549,5,0,1,12,6,7,83,1,0,0,1,0.38,3,81,1,0,3,1,5.0,2,3,2.125,0,62,0.599439775910364,0,1,True
1550,0,0,1,1,2,2,27,1,0,0,3,2.08,0,66,1,0,1,1,1.0,0,1,0.0,0,6,1.0,0,0,False
1551,0,0,2,14,2,31,523,1,1,0,12,1.31,4,90,3,0,3,1,5.69230769230769,3,2,1.8,0,285,0.533201189296333,0,4,True
1552,1,0,1,12,2,9,36,1,0,0,1,0.39,0,50,1,0,5,1,8.0,3,2,1.75,1,14,0.833333333333333,0,1,False
1553,0,0,1,1,4,2,29,2,0,0,5,0.71,0,75,1,0,2,2,0.8,0,1,0.777777777777778,0,6,0.833333333333333,0,0,True
1554,0,3,2,3,3,3,54,1,0,0,4,0.52,2,61,3,0,2,1,2.14285714285714,0,1,1.66666666666667,0,420,0.994871794871795,0,1,True
1555,1,0,1,0,1,5,32,1,0,0,1,1.07,2,0,3,0,16,1,1.0,1,2,1.2,0,80,1.0,0,0,True
1556,11,0,1,9,1,9,184,1,0,0,3,1.22,2,92,4,0,3,1,2.35714285714286,0,1,0.625,0,418,1.0,0,0,True
1557,1,0,1,1,1,11,99,1,0,0,3,1.43,5,75,4,0,3,1,1.5,0,2,2.16666666666667,0,311,1.0,0,0,True
1558,0,0,1,4,2,5,53,1,2,0,3,0.59,0,70,3,0,0,1,3.2,0,2,0.571428571428571,0,190,1.0,0,0,True
1559,0,6,2,0,1,6,167,2,0,7,10,0.92,0,81,4,0,2,1,2.375,0,1,1.15789473684211,0,424,1.0,0,0,True
1560,1,0,1,0,1,2,130,1,2,1,39,0.32,0,14,4,0,2,1,1.42857142857143,0,1,0.659090909090909,0,435,0.80672268907563,0,0,True
1561,0,0,1,7,7,5,92,1,2,0,8,0.62,0,90,3,0,0,1,2.3,1,2,0.416666666666667,0,282,1.0,0,0,True
1562,0,6,2,0,1,5,167,2,0,7,10,0.91,0,81,4,0,2,1,2.375,0,1,1.15789473684211,0,423,1.0,0,0,True
1563,4,0,1,0,5,6,353,10,12,7,26,1.0,0,70,5,3,9,1,2.19047619047619,0,0,0.415094339622642,0,804,0.964659685863874,0,2,True
1564,2,0,1,0,3,3,99,1,0,0,19,0.52,0,0,4,0,2,1,0.857142857142857,0,1,0.565217391304348,0,626,0.97239263803681,0,1,True
1565,0,0,1,0,1,1,37,1,0,1,12,0.59,0,16,4,0,1,1,1.83333333333333,0,1,0.357142857142857,0,184,0.612903225806452,0,0,True
1566,0,0,1,0,0,0,23,1,0,0,14,0.4,0,0,3,0,1,1,1.92857142857143,1,1,0.0,0,102,0.938144329896907,0,0,True
1567,0,0,1,0,1,2,40,1,2,2,6,0.89,0,56,4,0,0,1,1.75,1,1,0.4,0,177,0.805825242718447,0,0,True
1568,7,0,1,5,2,4,306,2,0,8,48,0.42,0,84,4,0,4,2,3.10909090909091,0,1,0.741379310344828,0,1565,0.713554987212276,0,0,True
1569,0,0,1,0,1,2,35,1,2,3,6,0.73,0,62,4,0,0,1,2.0,1,1,0.4,0,172,0.807692307692308,0,0,True
1570,6,0,1,3,4,6,375,2,4,3,43,0.46,3,73,4,0,0,2,3.24528301886792,0,1,0.553571428571429,0,2032,0.728621908127209,0,0,True
1571,2,0,1,0,1,2,65,1,0,0,11,0.62,0,0,4,0,0,1,0.846153846153846,0,1,0.666666666666667,0,12,1.0,0,0,True
1572,2,2,1,1,1,7,93,2,0,4,5,0.95,0,62,4,0,1,1,2.88888888888889,2,2,0.583333333333333,0,210,0.985365853658537,0,1,True
1573,4,0,1,0,1,5,113,3,0,8,10,0.97,0,78,4,0,2,2,2.35714285714286,1,1,0.611111111111111,0,510,0.748062015503876,0,0,True
1574,0,0,1,0,1,3,84,1,2,1,16,0.47,0,11,4,0,2,1,1.94444444444444,1,2,0.55,0,155,0.714776632302406,0,0,True
1575,0,0,1,0,0,8,50,1,2,0,1,1.16,0,0,3,0,0,1,1.0,0,2,0.6,0,15,0.851485148514851,0,0,True
1576,4,3,1,0,2,6,90,1,0,2,4,0.31,2,72,1,0,5,1,4.09090909090909,1,1,1.69230769230769,0,215,0.888111888111888,0,1,True
1577,0,0,1,0,0,0,19,1,0,2,4,1.12,0,50,1,0,0,1,1.0,1,1,0.0,0,6,1.0,0,0,False
1578,6,3,1,0,10,8,102,1,0,0,1,0.43,3,0,1,0,3,1,4.5,0,2,1.5,0,154,0.419437340153453,0,0,True
1579,8,0,1,2,2,0,30,1,0,0,4,0.26,0,70,1,0,1,1,3.0,1,1,1.0,0,6,1.0,0,0,False
1580,2,19,2,1,4,1,107,2,1,4,2,0.2,0,81,1,0,3,2,5.08333333333333,1,1,1.66666666666667,0,70,0.734214390602056,0,1,False
1581,0,1,1,0,0,6,26,1,0,0,0,3.25,0,0,2,0,0,1,2.0,2,1,0.0,0,6,1.0,0,0,False
1582,2,0,1,1,7,3,42,1,0,0,5,0.52,0,57,1,0,6,1,2.42857142857143,0,2,0.777777777777778,0,19,1.0,0,0,True
1583,4,4,2,0,6,8,113,1,0,3,3,0.35,2,81,1,0,2,1,3.72727272727273,0,0,2.38461538461538,0,78,0.657731958762887,0,0,True
1584,20,0,1,4,0,1,257,5,0,7,16,0.38,2,100,4,1,7,2,3.05555555555556,0,1,0.904761904761905,0,1173,0.97585886722377,0,1,True
1585,12,1,1,1,10,7,185,4,0,6,6,0.61,1,100,4,0,6,1,3.0,0,2,0.75,0,27,0.957642725598527,0,1,True
1586,0,0,1,0,1,6,72,1,0,4,7,0.8,0,67,4,0,4,1,1.57142857142857,1,2,0.666666666666667,0,195,0.962566844919786,0,1,True
1587,1,0,1,0,1,3,28,1,0,0,1,0.88,2,0,3,0,14,1,1.5,1,2,1.8,0,81,1.0,0,0,True
1588,1,0,2,2,11,3,66,1,0,0,10,0.08,6,90,1,0,3,1,5.90909090909091,0,1,1.46153846153846,0,6,0.975155279503106,0,1,False
1589,4,34,1,2,41,4,237,1,0,0,3,0.12,6,98,1,0,3,1,4.65853658536585,2,3,1.83720930232558,0,6,0.997602876548142,0,1,False
1590,82,4,3,16,87,4,609,1,0,0,1,0.16,3,87,1,0,3,1,6.70114942528736,2,1,2.42696629213483,0,859,0.786975045648205,0,4,True
1591,0,0,1,5,1,5,55,1,2,0,2,0.74,1,65,3,0,3,1,5.0,2,1,0.666666666666667,0,173,0.883561643835616,0,2,True
1592,4,0,1,0,1,6,122,1,0,0,11,0.46,2,0,4,0,2,1,3.66666666666667,0,2,0.764705882352941,0,508,0.932432432432432,0,1,True
1593,12,7,2,1,18,1,49,3,0,5,6,0.08,5,92,2,0,5,1,3.4,0,0,1.41379310344828,0,6,0.931288343558282,0,1,True
1594,12,5,1,4,25,3,229,3,24,7,12,0.17,4,97,1,1,14,3,4.54716981132075,1,0,0.701754385964912,0,234,0.833870967741935,0,5,True
1595,8,1,1,1,12,3,127,1,9,0,6,0.29,3,95,2,0,3,1,3.83333333333333,0,1,0.846153846153846,0,40,0.902898550724638,0,2,True
1596,10,0,1,24,11,9,161,1,0,0,1,0.61,2,95,1,0,1,1,4.18181818181818,1,1,1.53846153846154,1,11,0.893660531697341,0,0,True
1597,1,0,1,0,1,6,169,1,0,0,20,0.24,2,0,5,0,4,1,3.04761904761905,0,1,1.08695652173913,0,161,0.842342342342342,0,1,True
1598,4,5,1,2,10,1,32,1,0,0,1,0.14,2,90,1,0,2,1,4.3,1,3,2.0,0,6,0.87012987012987,0,1,False
1599,4,0,1,2,5,0,21,1,2,0,10,0.07,4,87,1,1,7,1,3.1875,1,0,0.666666666666667,0,6,0.870283018867924,0,1,False
1600,2,0,1,0,1,6,86,1,0,0,8,0.68,0,0,4,0,3,1,2.4,0,2,1.25,0,249,0.876068376068376,0,0,True
1601,5,0,4,0,6,3,50,1,0,0,1,0.27,6,0,1,0,0,1,4.0,0,2,1.75,0,6,0.979094076655052,0,1,True
1602,2,0,1,0,5,4,45,1,0,0,3,0.25,7,0,1,0,5,1,3.4,1,4,2.42857142857143,1,39,0.788321167883212,0,1,True
1603,3,0,1,4,4,1,24,1,0,0,1,0.27,3,68,1,0,2,1,4.25,2,7,2.16666666666667,1,7,0.822695035460993,0,1,True
1604,3,0,1,1,1,6,169,1,0,0,21,0.42,2,20,5,0,3,1,3.70833333333333,1,2,0.730769230769231,0,125,0.736677115987461,0,1,True
1605,13,0,1,6,14,2,57,1,0,0,1,0.1,8,60,1,0,2,1,6.57142857142857,2,2,3.25,0,334,0.541772151898734,0,1,False
1606,1,0,3,7,10,2,83,2,0,10,19,0.2,1,85,1,0,3,1,4.25,0,1,1.56521739130435,0,7,0.921052631578947,0,1,False
1607,6,0,1,10,7,3,41,1,0,0,1,0.17,3,75,1,0,3,1,5.14285714285714,0,0,2.77777777777778,0,6,0.942424242424242,0,0,False
1608,7,0,2,21,6,10,180,1,6,1,1,0.15,12,92,1,2,4,1,6.78571428571429,1,0,1.6875,0,241,0.774253731343284,0,4,True
1609,1,0,1,0,7,2,59,1,2,0,9,0.44,2,0,2,0,2,1,2.33333333333333,0,0,1.0,0,6,0.614457831325301,0,2,True
1610,0,0,1,0,9,14,145,1,0,0,9,0.84,7,0,1,0,1,1,2.55555555555556,1,4,1.0,0,6,0.985257985257985,0,1,False
1611,3,0,1,0,4,4,55,1,0,0,1,0.34,4,0,1,0,3,1,4.25,2,2,2.16666666666667,1,14,0.94,0,0,True
1612,1,0,1,1,2,9,150,1,6,0,2,0.33,13,66,2,0,2,1,8.22222222222222,1,1,1.72727272727273,0,20,0.970822281167109,0,3,True
1613,17,1,3,10,19,5,264,1,0,0,1,0.11,22,88,1,0,3,1,10.7894736842105,2,2,2.19047619047619,0,18,0.891883010187315,0,3,False
1614,2,5,2,2,13,4,82,1,0,0,6,0.29,2,92,1,0,2,1,2.53846153846154,0,0,1.06666666666667,0,6,0.909756097560976,0,3,False
1615,3,1,1,0,6,4,50,1,0,0,2,0.36,4,0,1,0,1,1,3.5,0,0,1.375,0,6,0.969162995594714,0,1,False
1616,1,0,1,0,5,1,22,1,0,0,4,0.16,5,0,1,0,2,1,3.2,1,3,1.57142857142857,0,30,0.81,0,1,True
1617,3,0,1,2,5,6,299,2,2,0,34,0.52,0,98,4,0,3,2,1.41025641025641,0,2,0.666666666666667,0,1084,0.881465517241379,0,1,True
1618,15,0,1,11,21,4,161,1,0,1,6,0.16,4,95,1,0,9,1,5.52380952380952,0,0,2.0,0,6,0.669025157232704,0,3,False
1619,0,0,1,0,1,7,59,1,0,0,4,1.34,3,0,4,0,0,1,0.75,0,2,1.16666666666667,0,175,0.947368421052632,0,0,True
1620,1,0,1,1,2,5,31,1,0,0,1,0.44,5,50,1,0,2,1,3.0,2,3,2.5,1,6,0.896825396825397,0,0,False
1621,2,0,1,0,3,4,31,1,0,0,1,0.17,9,0,1,0,1,1,7.66666666666667,2,3,1.8,1,6,0.717131474103586,0,2,False
1622,10,0,3,1,11,2,43,2,0,0,1,0.13,7,87,1,0,4,1,2.72727272727273,2,1,1.92857142857143,0,9,0.95112016293279,0,1,True
1623,1,0,1,0,3,3,25,1,0,0,2,0.35,5,0,1,0,2,1,3.0,1,1,1.4,0,20,0.774193548387097,0,0,False
1624,1,3,2,2,11,15,203,1,0,0,7,0.3,6,90,1,1,2,1,6.27272727272727,0,1,0.615384615384615,0,6,0.928348909657321,0,2,False
1625,0,0,1,0,1,4,23,1,0,0,1,0.64,3,0,2,0,2,1,3.0,3,11,1.0,1,6,0.921052631578947,0,0,False
1626,0,0,1,0,1,3,57,1,0,0,6,0.74,2,0,4,0,2,1,2.0,0,2,1.0,0,184,0.79375,0,1,True
1627,19,0,1,2,19,3,163,3,0,7,12,0.31,1,90,2,0,3,1,4.06451612903226,1,1,1.28571428571429,0,90,0.704370179948586,0,3,True
1628,4,1,1,3,13,2,53,1,0,0,8,0.2,2,97,1,0,3,1,3.69230769230769,2,1,1.46666666666667,0,7,0.888020833333333,0,3,True
1629,2,0,1,0,3,6,38,1,0,0,1,0.29,8,0,1,0,1,1,6.0,2,3,1.6,1,6,0.971291866028708,0,1,True
1630,0,0,1,0,2,2,23,1,0,0,2,0.27,9,0,1,0,3,1,5.5,2,3,1.75,1,6,0.956204379562044,0,1,False
1631,5,0,1,3,6,5,49,1,0,0,1,0.07,19,72,1,0,4,1,4.66666666666667,2,2,2.25,1,23,0.962352941176471,0,2,False
1632,14,1,1,0,15,0,17,5,0,8,10,0.06,3,16,2,0,5,1,2.8,2,1,0.67741935483871,0,27,0.955974842767296,0,2,False
1633,0,0,1,9,0,3,82,1,12,2,3,0.43,0,93,4,4,1,1,7.46666666666667,0,2,0.588235294117647,0,51,0.820338983050847,0,2,True
1634,1,1,1,9,4,4,89,2,2,2,9,0.64,0,80,3,0,5,1,3.07692307692308,1,1,0.5,0,32,0.810606060606061,0,2,True
1635,9,0,1,2,2,8,129,1,0,5,3,0.34,3,79,5,0,2,1,4.66666666666667,1,3,2.0,0,39,0.946714031971581,0,4,True
1636,4,0,1,0,1,5,282,1,0,0,46,0.25,2,0,5,0,3,1,3.34,0,1,0.365384615384615,0,801,0.513681592039801,0,1,True
1637,4,0,1,1,6,2,30,1,0,0,2,0.27,2,83,1,0,2,1,3.66666666666667,2,2,1.125,0,76,0.321637426900585,0,0,True
1638,0,0,1,0,1,2,69,1,2,1,14,0.26,1,12,4,0,0,1,2.5625,1,2,0.833333333333333,0,378,1.0,0,0,True
1639,2,0,1,3,1,5,103,1,0,1,12,0.49,1,51,4,0,1,1,3.35714285714286,2,2,0.9375,0,52,0.889830508474576,0,2,True
1640,1,0,1,0,0,2,47,1,0,0,6,0.63,1,0,4,0,0,1,1.42857142857143,0,1,0.333333333333333,0,172,0.901408450704225,0,1,True
1641,0,0,1,0,1,3,20,1,0,0,1,0.51,3,0,1,0,3,1,1.0,1,10,2.0,2,6,0.916666666666667,0,0,False
1642,13,0,1,0,14,16,362,1,0,0,1,0.51,11,0,1,0,4,1,7.28571428571429,1,2,1.8125,0,25,0.969291338582677,0,3,True
1643,6,0,1,16,10,3,192,3,0,2,15,0.8,1,93,3,1,2,2,3.71428571428571,1,1,0.769230769230769,0,6,0.874045801526718,0,1,True
1644,36,0,1,11,0,0,259,5,0,9,27,0.37,1,94,4,0,5,2,3.44444444444444,0,1,0.826086956521739,0,39,0.714039621016365,0,1,True
1645,3,0,1,3,1,1,58,1,0,0,3,1.29,0,88,1,0,1,1,2.16666666666667,0,1,0.75,0,6,0.954545454545455,0,1,False
1646,0,0,1,2,1,1,48,1,0,0,1,3.0,1,0,1,0,2,1,3.0,3,3,0.25,0,6,0.925925925925926,0,0,False
1647,0,0,1,0,1,0,18,1,0,0,2,1.0,2,0,3,0,3,1,0.5,0,2,0.75,0,59,0.867924528301887,0,0,True
1648,1,0,1,0,1,7,43,1,0,0,1,1.87,3,0,3,0,7,1,1.0,1,2,2.6,0,87,0.91358024691358,0,1,True
1649,1,0,1,0,2,8,45,1,0,0,1,1.07,4,0,1,0,1,1,2.5,1,8,0.75,0,6,0.94392523364486,0,0,False
1650,3,0,1,0,4,1,24,1,0,0,1,0.21,4,0,1,0,2,1,2.75,2,5,1.66666666666667,1,6,0.965116279069767,0,1,False
1651,3,0,1,0,4,1,22,1,0,0,1,0.31,1,0,1,0,2,1,2.0,2,5,0.833333333333333,0,6,0.946902654867257,0,0,False
1652,1,0,1,0,2,6,36,1,0,0,1,0.37,7,0,1,0,1,1,2.5,2,3,2.5,1,6,0.963855421686747,0,1,False
1653,4,0,1,0,5,0,21,1,0,0,1,0.29,1,0,1,0,2,1,2.0,2,3,0.857142857142857,0,6,0.859649122807018,0,0,False
1654,0,0,1,39,34,1,202,1,0,0,34,0.32,2,96,1,0,3,1,4.41176470588235,1,1,1.30555555555556,0,6,0.991360691144708,0,2,False
1655,3,0,2,2,5,1,27,1,0,0,2,0.31,5,60,1,0,1,1,2.8,0,1,2.28571428571429,0,6,0.962025316455696,0,1,False
1656,1,6,1,1,7,5,71,1,0,3,2,0.23,6,83,1,0,3,2,4.33333333333333,2,3,1.90909090909091,0,7,0.940133037694013,0,3,False
1657,3,0,2,8,18,0,87,1,0,0,15,0.07,12,91,1,0,2,1,6.44444444444444,1,2,2.6,0,6,0.98313878080415,0,1,False
1658,4,0,1,1,7,6,72,1,0,0,3,0.09,11,71,1,0,3,1,4.14285714285714,1,4,1.77777777777778,0,6,0.935222672064777,0,1,True
1659,0,4,1,0,1,3,52,2,0,5,2,0.47,2,50,1,0,2,2,3.66666666666667,1,1,1.77777777777778,0,6,0.969072164948454,0,1,False
1660,1,9,1,2,11,8,121,1,0,0,1,0.22,7,68,1,0,2,1,5.36363636363636,2,1,1.23076923076923,0,10,0.986754966887417,0,2,True
1661,1,10,1,2,12,2,53,1,0,0,1,0.23,3,66,1,0,2,1,3.16666666666667,1,1,1.07142857142857,0,6,0.982456140350877,0,1,False
1662,0,2,1,0,5,1,28,1,0,0,3,0.41,4,0,1,0,0,1,3.4,0,2,1.28571428571429,0,6,0.955882352941177,0,1,False
1663,2,0,1,0,11,1,34,1,0,0,9,0.06,4,0,1,0,4,1,6.09090909090909,1,2,2.46153846153846,0,6,0.974803149606299,0,2,False
