File,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
598,1,1,3,0,0,0.11,0,92,2,0,3,4,2.45945945945946,0,2.27027027027027,0,0,0.772727272727273,0,40,1.0,0,1,0,False
599,1,1,3,0,0,0.09,0,90,2,0,4,4,2.90566037735849,0,3.18867924528302,1,0,0.683333333333333,0,83,1.0,0,1,0,False
600,1,1,3,0,0,0.11,0,92,2,0,3,4,4.78378378378378,0,2.27027027027027,0,0,0.772727272727273,0,40,1.0,0,1,0,False
601,1,2,3,0,0,0.09,0,91,2,0,4,4,3.89655172413793,0,3.39655172413793,1,0,0.630769230769231,0,97,1.0,0,1,0,False
602,1,1,3,0,0,0.08,0,90,2,0,4,4,3.41666666666667,0,2.89583333333333,1,0,0.745454545454545,0,72,1.0,0,1,0,False
603,1,2,3,0,0,0.07,0,93,2,0,5,4,3.69565217391304,0,3.63768115942029,0,0,0.605263157894737,0,134,1.0,0,1,0,False
604,1,1,3,0,0,0.1,0,89,2,0,3,4,3.09302325581395,0,2.55813953488372,0,0,0.52,0,53,1.0,0,1,0,False
605,1,1,2,0,1,0.17,0,93,1,0,15,2,5.95833333333333,1,5.20833333333333,2,1,0.777777777777778,0,10,0.666666666666667,0,1,0,False
606,0,1,11,1,0,0.2,0,66,1,0,8,1,3.83333333333333,0,5.08333333333333,1,1,0.714285714285714,0,11,0.5,0,1,0,False
607,0,1,12,5,0,0.43,1,0,1,0,20,1,2.76923076923077,0,11.6153846153846,1,1,2.2,0,1,0.5,0,1,0,False
608,0,1,1,0,0,0.31,0,78,1,1,10,2,2.41176470588235,1,3.82352941176471,0,1,1.0,0,0,1.0,0,1,0,False
609,0,1,0,0,0,3.14,0,100,2,0,0,1,5.0,5,1.0,1,1,0.0,0,0,1.0,0,2,0,False
610,0,1,0,2,0,3.0,0,100,3,0,0,1,1.5,0,2.0,2,1,0.0,0,0,1.0,0,1,1,False
611,0,1,0,2,0,3.33,0,100,3,0,0,1,2.0,0,2.0,2,1,0.0,0,0,1.0,0,2,0,False
612,0,1,2,0,7,0.28,0,83,1,2,1,2,3.6,1,2.2,0,1,0.888888888888889,0,0,0.333333333333333,0,1,0,False
613,0,1,4,5,0,1.65,0,62,1,0,0,1,6.75,3,2.75,1,1,0.666666666666667,0,0,1.0,0,1,0,False
614,0,2,23,15,5,1.02,3,90,2,0,2,1,6.77777777777778,0,4.08333333333333,1,1,1.65,0,0,1.0,0,1,2,False
615,2,1,0,7,0,10.2,0,0,1,2,0,1,2.0,2,1.0,1,1,0.0,0,0,1.0,0,3,0,False
616,5,1,0,3,0,3.8,0,0,0,3,0,0,2.4,1,1.0,1,1,0.0,0,0,1.0,0,1,0,False
617,0,2,9,6,0,0.84,0,85,1,0,14,1,5.1,0,4.6,1,1,0.666666666666667,0,20,0.666666666666667,0,2,2,False
618,5,1,0,4,0,4.78,0,0,1,2,0,1,1.6,1,0.4,0,1,0.0,0,0,1.0,0,1,0,False
619,7,1,11,3,2,0.69,0,87,1,0,4,3,4.2,0,2.8,0,1,0.530612244897959,0,2,0.5,0,2,1,False
620,0,1,0,1,0,0.53,0,25,2,0,1,1,2.58333333333333,0,2.83333333333333,0,1,0.285714285714286,0,0,1.0,0,1,1,False
621,0,2,20,5,0,0.56,0,85,1,0,2,1,6.57142857142857,0,2.80952380952381,1,1,1.47826086956522,0,494,0.4,0,1,0,False
622,3,1,84,5,0,0.69,0,100,1,2,5,2,23.4040404040404,0,2.42424242424242,0,0,0.645454545454546,0,17,0.333333333333333,0,3,6,False
623,0,1,0,5,0,10.0,0,0,0,4,0,0,3.0,3,1.0,1,1,0.0,0,0,1.0,0,1,0,False
624,0,2,4,5,0,1.04,0,50,1,0,0,1,3.75,2,3.75,3,1,0.714285714285714,0,0,1.0,0,1,0,False
625,1,1,2,1,0,0.36,0,95,2,3,1,1,2.11111111111111,0,2.0,0,0,0.695652173913043,0,6,0.5,0,1,0,False
626,0,1,2,5,0,0.8,0,0,1,0,0,1,2.5,2,4.0,3,4,2.5,1,0,1.0,0,1,0,False
627,0,2,6,10,0,0.8,0,95,1,0,1,1,9.0,1,4.33333333333333,1,1,2.125,0,0,1.0,0,3,1,False
628,0,1,0,0,0,0.28,0,64,2,2,2,1,2.5,0,3.25,0,1,0.642857142857143,0,0,1.0,0,1,1,False
629,0,1,0,1,0,0.36,0,73,2,0,10,2,3.6,0,4.8,1,1,0.666666666666667,0,3,0.75,0,1,2,False
630,0,1,0,1,0,1.0,0,88,1,2,1,2,3.2,1,1.6,1,1,0.428571428571429,0,0,1.0,0,1,1,False
631,0,1,0,2,1,0.44,1,83,2,0,7,3,3.06666666666667,0,4.06666666666667,0,1,0.368421052631579,0,1,0.5,0,1,0,False
632,0,2,5,1,0,0.27,1,86,1,0,9,1,3.8,2,7.2,2,1,1.28571428571429,0,12,0.5,0,3,3,False
633,0,1,0,5,0,3.86,0,0,1,0,0,2,1.0,1,2.0,2,1,0.0,0,0,1.0,0,1,0,False
634,0,2,2,8,0,0.78,4,0,1,0,0,1,1.5,1,7.5,6,1,2.25,0,0,1.0,0,1,0,False
635,1,1,0,5,0,7.5,0,0,0,4,0,0,6.0,6,1.0,1,1,0.0,0,0,1.0,0,1,0,False
636,2,1,4,4,0,2.09,0,60,1,0,2,1,13.8,0,1.6,1,1,0.428571428571429,0,0,1.0,0,1,0,True
637,0,1,0,1,0,2.0,0,100,2,0,0,1,1.0,0,1.0,1,1,0.0,0,0,1.0,0,1,1,False
638,0,3,0,9,0,0.5,1,0,2,0,1,1,10.0,10,16.0,16,19,4.0,4,7,0.5,0,1,0,False
639,0,1,0,0,0,1.11,0,0,2,0,0,1,3.0,3,3.0,3,1,0.0,0,0,1.0,0,1,0,False
640,10,1,18,4,0,0.53,0,88,1,1,6,2,5.53333333333333,2,4.76666666666667,1,1,0.857142857142857,0,6,0.333333333333333,0,1,2,True
641,0,2,38,8,1,0.69,0,82,1,2,10,2,5.90697674418605,0,4.27906976744186,0,1,1.47826086956522,0,136,0.428571428571429,0,7,3,True
642,0,1,1,0,0,1.57,0,0,1,0,0,1,2.0,2,4.0,4,4,2.0,2,0,1.0,0,1,0,False
643,0,1,4,6,0,1.8,0,79,1,2,2,1,4.375,1,2.25,1,1,0.4,0,0,1.0,0,1,2,False
644,0,1,0,0,0,0.79,0,40,1,0,1,1,1.8,1,2.2,1,1,0.428571428571429,0,0,1.0,0,1,0,False
645,0,1,0,0,0,0.53,0,6,1,9,0,2,4.4375,0,1.25,0,1,0.0,0,0,1.0,0,1,0,False
646,0,1,1,0,0,1.77,1,0,1,0,1,1,2.0,2,4.0,4,2,1.0,1,0,1.0,0,2,0,False
647,39,2,3,3,1,0.29,0,100,3,1,50,2,4.81132075471698,0,5.59748427672956,0,0,0.972222222222222,0,428,0.444444444444444,0,3,4,True
648,0,2,7,7,0,0.72,0,85,1,0,15,1,5.71428571428571,4,6.28571428571429,2,1,1.44444444444444,0,70,0.5,0,3,2,True
649,0,1,2,7,1,0.69,1,50,1,0,3,1,3.5,1,8.0,3,1,1.6,0,3,0.666666666666667,0,2,0,True
650,8,1,0,4,0,3.65,0,0,0,1,2,0,0.75,0,0.125,0,1,0.0,0,0,1.0,0,1,0,True
651,0,1,0,3,0,1.15,0,75,1,1,2,2,1.25,0,0.25,0,1,0.0,0,0,1.0,0,1,0,True
652,3,2,2,1,8,0.19,0,100,2,2,12,2,5.82352941176471,0,7.17647058823529,0,1,1.56521739130435,0,2,0.5,0,3,3,False
653,1,1,0,4,0,0.93,0,33,1,0,1,1,3.8,2,2.6,1,1,1.625,0,0,1.0,0,1,0,False
654,0,1,0,6,0,3.5,0,0,1,0,0,2,2.0,2,2.0,2,1,0.0,0,0,1.0,0,1,0,False
655,0,2,0,9,2,1.12,0,75,2,0,0,1,3.0,0,5.75,3,1,1.16666666666667,0,0,1.0,0,1,6,True
656,0,5,2,41,0,1.76,0,66,2,0,0,1,3.66666666666667,2,2.66666666666667,1,1,0.8,0,0,1.0,0,2,1,False
657,0,2,5,5,0,0.5,0,80,2,0,8,1,8.3,2,5.5,1,1,1.28571428571429,0,46,0.6,0,2,2,True
658,0,1,1,3,0,2.08,0,0,1,0,0,1,1.0,1,3.0,3,1,0.0,0,0,1.0,0,1,0,False
659,0,2,4,8,0,1.2,0,62,1,0,0,1,3.25,3,5.75,3,2,1.5,1,1,0.5,0,1,3,False
660,2,1,0,0,0,4.4,0,0,0,5,0,0,2.0,1,1.0,1,1,0.0,0,0,1.0,0,1,0,False
661,0,1,0,0,0,2.18,0,0,1,0,0,2,2.5,1,1.0,1,1,0.0,0,0,1.0,0,1,0,True
662,0,1,2,8,0,1.77,0,100,1,0,0,1,6.0,5,3.5,2,1,0.75,0,0,1.0,0,1,0,False
663,4,1,1,0,0,0.27,1,70,2,0,18,2,4.29411764705882,1,6.88235294117647,1,1,0.666666666666667,0,6,0.666666666666667,0,3,0,False
664,0,1,1,5,0,0.51,0,77,1,3,17,2,4.35294117647059,0,6.23529411764706,1,1,1.14285714285714,0,0,1.0,0,3,2,False
665,0,6,1,1,0,0.5,0,0,1,0,1,1,15.0,15,7.0,7,9,2.25,0,0,1.0,0,1,0,False
666,0,1,1,1,0,0.58,4,50,2,0,0,1,4.0,4,1.0,1,1,1.5,0,0,1.0,0,1,1,False
667,0,1,2,0,0,0.19,0,25,2,1,11,2,3.55555555555556,3,4.88888888888889,1,1,1.33333333333333,0,0,1.0,0,1,1,False
668,0,1,2,2,0,0.93,0,69,1,0,0,2,16.0,0,1.72727272727273,1,1,0.176470588235294,0,0,1.0,0,4,0,False
669,0,1,1,1,0,0.62,0,50,1,0,1,2,2.45454545454545,0,1.81818181818182,0,1,0.333333333333333,0,0,1.0,0,1,0,False
670,0,1,3,0,1,0.27,0,100,2,3,5,2,2.48936170212766,0,2.61702127659574,0,0,0.704918032786885,0,6,0.666666666666667,0,1,1,False
671,0,8,1,7,0,0.65,0,0,1,0,0,1,2.0,2,2.0,2,8,6.0,6,0,1.0,0,1,0,False
672,0,2,2,5,0,0.75,1,69,1,0,2,2,10.625,2,4.625,1,1,1.14285714285714,0,1,0.5,0,2,0,False
673,13,1,7,4,0,0.48,1,88,1,2,19,2,2.97560975609756,0,6.39024390243902,0,1,0.829787234042553,0,5,0.4,0,1,4,True
674,0,1,0,0,0,0.64,0,60,1,0,0,1,5.66666666666667,2,2.16666666666667,1,1,0.0,0,3,0.5,0,2,1,False
675,0,1,0,0,0,1.36,0,0,1,0,1,1,8.0,3,2.5,2,1,0.0,0,0,1.0,0,1,0,False
676,0,1,1,4,2,1.06,0,75,2,2,1,2,2.5,1,3.0,1,1,0.833333333333333,0,0,1.0,0,1,0,False
677,0,2,0,5,0,0.75,0,58,1,0,1,1,5.75,4,3.0,2,1,1.5,0,9,0.5,0,2,2,False
678,1,1,0,0,0,0.29,0,50,2,0,1,2,2.89285714285714,0,2.96428571428571,0,1,0.2,0,87,0.4,0,4,2,True
679,0,1,0,0,0,0.32,0,0,1,0,0,2,1.95454545454545,1,2.22727272727273,2,1,0.115384615384615,0,1,1.0,0,1,0,False
680,0,1,3,8,0,2.09,0,66,1,0,0,1,7.66666666666667,6,3.0,2,1,0.8,0,1,1.0,0,1,1,False
681,0,1,10,5,0,0.83,0,90,1,0,1,2,8.18181818181818,0,2.72727272727273,1,1,0.857142857142857,0,14,0.428571428571429,0,3,2,False
682,2,1,10,2,0,0.89,0,76,1,0,1,1,2.4,0,2.2,1,1,0.333333333333333,0,0,1.0,0,2,2,False
683,0,1,9,8,0,0.83,0,0,1,0,1,1,9.11111111111111,2,3.55555555555556,2,1,0.909090909090909,0,0,1.0,0,2,1,False
684,5,1,0,3,0,3.55,0,0,0,0,0,0,1.0,1,1.0,1,1,0.0,0,0,1.0,0,1,0,False
685,0,1,0,0,0,3.43,0,0,2,0,0,1,2.0,2,1.0,1,1,0.0,0,0,1.0,0,2,0,False
686,0,1,2,0,0,0.61,0,66,1,0,4,1,4.8,3,3.0,2,1,1.625,0,5,1.0,0,1,0,False
687,0,1,0,5,0,1.35,0,75,3,0,4,1,4.5,3,2.5,2,1,0.666666666666667,0,8,1.0,0,1,1,False
688,0,1,0,1,0,0.54,0,62,2,0,5,1,4.5,3,4.33333333333333,2,1,1.0,0,3,1.0,0,1,0,False
689,1,2,4,1,0,0.32,2,0,1,0,3,1,2.0,1,10.25,2,1,1.83333333333333,0,2,1.0,0,4,0,False
690,0,1,0,2,0,2.58,0,0,3,1,4,1,2.5,1,2.5,1,1,0.0,0,0,1.0,0,1,0,False
691,0,2,3,2,0,0.28,1,77,1,0,1,1,4.58823529411765,1,4.88235294117647,1,1,1.31578947368421,0,10,0.5,0,3,2,False
692,0,3,1,3,0,0.31,1,79,1,0,3,1,8.60869565217391,1,5.47826086956522,1,1,2.2,0,128,0.5,0,2,2,False
693,0,1,0,1,0,0.53,0,71,2,0,5,1,3.85714285714286,2,3.57142857142857,1,1,1.0,0,0,1.0,0,1,1,False
694,0,1,1,6,0,1.59,0,0,3,0,5,1,3.6,0,3.8,2,1,0.571428571428571,0,65,1.0,0,2,0,False
695,0,2,31,16,0,1.54,0,67,1,0,6,1,8.70967741935484,2,5.06451612903226,1,1,0.636363636363636,0,108,0.666666666666667,0,3,2,False
696,0,2,4,9,0,0.37,3,60,1,0,2,1,11.5,6,13.5,3,1,2.5,0,6,0.5,0,1,3,False
697,0,2,0,1,0,0.3,0,40,2,0,4,1,5.75,1,6.375,2,1,2.0,0,3,1.0,0,1,1,False
698,0,1,1,7,0,1.58,0,0,1,0,2,1,0.0,0,10.0,10,3,2.0,2,0,1.0,0,3,1,False
699,0,1,14,0,0,0.18,0,100,1,0,3,1,5.18181818181818,0,2.77272727272727,1,0,0.615384615384615,0,147,0.4,0,1,1,True
700,0,1,7,3,0,0.67,0,100,1,0,4,1,5.76666666666667,0,3.03333333333333,1,0,0.636363636363636,0,108,0.5,0,3,0,True
701,0,2,45,8,0,0.73,0,87,1,0,10,1,10.42,2,4.96,1,1,1.13207547169811,0,120,0.666666666666667,0,2,7,True
702,0,1,0,4,0,3.67,0,80,1,15,1,1,4.0,1,0.4,0,1,0.0,0,0,1.0,0,1,1,False
703,0,2,1,3,0,1.14,0,0,1,0,2,1,1.5,0,7.0,4,1,1.5,0,0,0.0,0,1,0,False
704,0,1,0,4,0,0.61,0,56,2,10,3,1,8.45454545454546,2,3.90909090909091,1,1,1.61538461538462,0,30,0.5,0,2,0,True
705,0,1,0,5,0,0.7,0,89,1,0,7,3,13.3,1,3.65,1,1,0.652173913043478,0,31,0.538461538461538,0,3,3,True
706,0,1,0,3,0,2.21,0,100,2,0,0,1,1.66666666666667,0,1.0,1,1,0.0,0,0,1.0,0,1,2,False
707,0,0,0,1,0,0.36,0,0,0,0,0,0,0.0,0,0.0,0,1,1.3,0,0,0.5,0,2,0,True
708,0,1,2,5,0,0.4,3,75,1,0,6,1,4.14285714285714,0,6.28571428571429,0,1,0.333333333333333,0,0,1.0,0,2,1,False
709,0,1,0,2,0,0.9,0,100,1,0,3,1,1.0,1,6.0,6,1,0.0,0,0,1.0,0,2,0,False
710,3,1,2,4,0,0.43,0,75,2,1,28,2,2.92592592592593,0,6.55555555555556,1,1,0.542857142857143,0,101,1.0,0,1,1,True
711,0,1,0,3,0,0.8,1,66,1,0,5,2,1.0,0,5.33333333333333,1,1,0.0,0,3,1.0,0,1,1,False
712,5,1,4,1,0,0.23,0,66,2,2,14,2,3.11111111111111,1,5.44444444444444,0,1,0.625,0,59,0.6,0,3,0,True
713,0,1,0,7,0,0.53,0,66,1,0,19,2,2.8,1,11.0,1,1,0.375,0,28,1.0,0,1,1,False
714,0,1,4,13,0,1.3,0,0,1,0,9,1,5.0,3,8.0,2,1,0.833333333333333,0,20,1.0,0,1,1,True
715,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,169,0.5,0,0,0,True
716,0,1,1,4,0,0.52,0,50,1,0,5,2,3.0,0,4.5,0,1,0.428571428571429,0,0,1.0,0,3,0,False
717,2,1,2,2,1,0.15,1,65,1,0,38,2,2.90740740740741,0,8.83333333333333,0,1,1.03333333333333,0,180,0.375,2,4,4,True
718,0,1,0,4,0,0.3,6,100,1,0,5,1,0.0,0,12.6666666666667,12,1,0.0,0,0,1.0,0,1,1,False
719,0,1,2,4,0,0.16,5,78,1,0,51,2,5.16822429906542,0,10.9626168224299,0,1,0.513513513513513,0,118,0.275862068965517,1,4,4,True
720,0,1,0,3,0,0.37,5,100,1,0,4,1,0.0,0,13.0,12,1,0.0,0,0,1.0,0,1,2,False
721,0,1,4,4,0,0.4,0,77,1,0,14,1,2.63636363636364,0,6.90909090909091,1,1,1.07692307692308,0,47,0.5,0,4,0,True
722,0,1,2,2,3,0.27,2,50,3,2,10,2,2.25,1,6.625,1,1,0.363636363636364,0,0,1.0,0,2,1,False
723,0,1,2,2,0,0.47,1,62,1,0,9,1,3.2,1,6.2,1,1,0.571428571428571,0,1,0.666666666666667,0,1,1,True
724,2,1,6,4,0,0.32,0,81,1,0,20,1,4.85714285714286,1,8.78571428571429,0,1,0.9375,0,3,0.75,0,1,1,True
725,0,1,2,3,0,0.48,1,55,1,0,8,1,2.33333333333333,1,6.66666666666667,1,1,0.0,0,1,0.5,0,1,2,True
726,0,1,3,2,0,0.22,2,71,1,0,17,1,5.13636363636364,1,9.09090909090909,1,1,0.75,0,4,0.5,0,3,3,True
727,0,1,2,2,0,0.25,3,77,1,0,12,1,4.63636363636364,0,6.27272727272727,0,1,0.5,0,19,0.666666666666667,0,3,1,True
728,0,1,0,21,0,0.32,3,93,1,0,33,1,7.0,7,15.0,15,1,0.0,0,0,0.75,0,2,1,False
729,1,1,1,1,0,0.3,3,43,2,0,5,1,5.0,4,11.0,4,2,1.0,1,7,0.5,0,2,2,True
730,0,1,0,3,0,0.37,5,100,1,0,4,1,0.0,0,13.0,12,1,0.0,0,0,1.0,0,1,1,False
731,0,1,2,6,0,0.47,0,51,1,0,14,1,4.42857142857143,1,8.85714285714286,1,1,1.33333333333333,0,0,0.5,0,4,0,True
732,0,1,2,1,0,0.5,0,66,1,0,2,1,1.66666666666667,1,3.33333333333333,1,1,0.0,0,0,1.0,0,1,1,False
733,0,1,2,5,0,0.42,2,88,1,0,14,1,3.42857142857143,0,6.07142857142857,0,1,0.6875,0,12,0.666666666666667,0,2,1,True
734,0,1,0,0,0,2.5,0,0,3,0,2,1,0.0,0,1.0,1,1,0.0,0,0,1.0,0,1,0,False
735,0,1,0,1,0,3.0,0,0,3,0,1,1,0.0,0,0.0,0,1,0.0,0,0,1.0,0,1,0,False
736,0,1,1,1,0,0.77,0,33,3,0,1,1,2.33333333333333,0,2.0,0,1,1.2,0,6,0.666666666666667,0,2,0,True
737,0,1,0,0,0,2.22,0,0,3,0,2,1,0.0,0,0.0,0,1,0.0,0,0,0.5,0,2,0,True
738,0,1,2,5,0,0.46,2,35,3,0,13,1,4.55555555555556,0,10.3333333333333,1,1,0.583333333333333,0,15,0.833333333333333,0,1,1,True
739,0,1,0,4,0,0.47,2,0,3,0,11,1,0.857142857142857,0,7.85714285714286,0,1,0.7,0,2,0.5,0,1,1,True
740,0,1,0,1,0,2.89,0,0,4,1,1,1,0.0,0,0.0,0,1,0.0,0,0,1.0,0,1,0,False
741,0,1,0,1,0,0.7,1,0,2,0,6,2,2.0,2,13.0,13,1,2.0,2,0,0.0,0,1,2,False
742,0,1,0,9,0,6.2,0,0,2,1,0,1,2.0,2,1.0,1,1,0.0,0,0,0.0,0,1,0,False
743,0,1,0,0,0,2.12,0,0,2,0,0,2,1.0,1,1.0,1,1,0.0,0,0,0.0,0,2,0,False
744,0,1,0,8,0,11.8,0,0,2,1,0,1,1.0,1,1.0,1,1,0.0,0,0,0.0,0,2,0,False
745,0,1,0,1,0,0.43,0,76,2,0,5,2,3.55555555555556,0,3.66666666666667,1,1,0.545454545454545,0,0,0.0,0,1,2,False
746,0,1,0,0,0,0.06,0,96,2,2,19,1,1.43478260869565,0,2.21739130434783,1,1,0.270833333333333,0,3,1.0,0,2,4,False
747,0,1,3,2,0,0.23,0,71,1,0,15,1,4.1875,1,6.47916666666667,1,1,0.38,0,0,0.666666666666667,0,1,1,True
748,2,2,2,5,0,0.21,4,79,1,0,20,1,6.08333333333333,1,16.1666666666667,1,1,2.42857142857143,0,12,1.0,0,3,1,True
749,0,1,3,0,0,0.16,1,74,1,0,17,2,4.0,1,7.125,1,1,0.416666666666667,0,8,0.5,0,4,0,True
750,10,1,0,0,0,0.15,0,90,3,0,21,2,1.875,0,3.375,1,1,0.222222222222222,0,20,0.285714285714286,0,4,2,False
751,0,1,2,0,0,0.23,0,75,3,0,12,2,1.41176470588235,0,2.82352941176471,0,1,0.416666666666667,0,2,0.666666666666667,0,1,1,False
752,0,1,2,1,0,0.28,0,75,3,0,14,2,1.6,0,2.6,0,1,0.380952380952381,0,2,0.666666666666667,0,1,1,False
753,0,1,2,0,0,0.09,0,93,1,0,18,2,1.70149253731343,0,2.97014925373134,1,1,0.285714285714286,0,16,0.5,0,2,1,True
754,0,1,2,2,0,0.22,0,57,2,0,11,1,4.33333333333333,1,5.5,1,1,0.333333333333333,0,0,0.5,0,1,3,True
755,0,2,3,1,0,0.11,2,66,2,0,26,2,3.8125,0,9.125,1,1,1.25,0,14,0.571428571428571,0,3,2,True
756,1,1,0,0,0,0.23,0,75,2,0,14,1,2.6,0,6.6,3,1,0.9,0,7,1.0,0,2,3,False
757,0,1,2,1,0,0.27,0,58,3,0,15,2,2.375,0,5.25,0,1,0.769230769230769,0,17,0.8,0,1,2,True
758,0,1,2,5,0,0.61,1,50,3,0,10,1,1.75,1,6.5,1,1,1.14285714285714,0,5,0.75,0,1,2,True
759,0,1,2,2,0,0.25,1,83,1,0,22,2,4.72222222222222,1,8.0,1,1,0.857142857142857,0,8,1.0,0,2,1,False
760,0,1,0,3,0,0.27,4,50,2,0,9,1,4.75,3,10.0,4,1,1.14285714285714,0,1,0.5,0,3,1,False
761,0,1,0,0,0,0.43,0,38,2,0,4,1,8.0,7,1.5,1,1,0.0,0,0,1.0,0,1,1,False
762,0,1,0,2,1,0.67,0,80,2,0,6,1,2.2,0,3.2,2,1,0.0,0,0,1.0,0,1,1,False
763,1,1,0,0,0,0.12,6,66,1,0,17,1,2.66666666666667,1,22.3333333333333,3,5,5.2,2,89,0.6,0,3,1,False
764,1,1,2,1,0,0.2,0,77,1,0,13,1,2.42857142857143,0,3.71428571428571,0,1,1.17647058823529,0,0,0.666666666666667,0,1,1,True
765,0,1,0,6,2,0.39,2,69,2,0,17,1,4.71428571428571,1,7.28571428571429,3,1,0.888888888888889,0,0,1.0,0,1,2,False
766,0,2,0,9,2,0.22,4,72,3,0,35,1,7.84,1,10.12,3,1,1.0,0,6,0.5,0,3,4,False
767,0,1,0,5,0,0.49,2,86,2,0,11,2,1.38461538461538,0,5.07692307692308,0,1,0.277777777777778,0,0,1.0,0,2,1,False
768,0,1,0,2,1,0.67,1,65,2,0,4,1,2.5,1,4.0,1,1,0.0,0,0,1.0,0,1,2,False
769,1,1,0,0,0,0.09,6,62,1,0,16,1,2.25,1,23.25,3,5,4.16666666666667,2,0,1.0,0,1,1,False
770,0,2,0,3,0,0.67,1,62,2,0,3,1,2.25,1,3.75,1,1,1.0,0,0,1.0,0,3,1,False
771,0,1,0,0,0,0.05,1,90,1,0,33,2,2.56756756756757,0,5.75675675675676,0,1,0.3,0,0,1.0,0,1,1,False
772,0,1,0,0,1,0.31,0,80,2,0,6,1,2.42857142857143,1,3.42857142857143,1,1,0.333333333333333,0,0,1.0,0,1,1,False
773,0,1,0,4,1,0.69,0,62,2,0,3,1,1.25,0,4.25,3,1,1.0,0,0,1.0,0,2,1,False
774,0,1,0,12,0,1.03,2,14,2,0,7,1,10.0,10,7.0,7,1,0.0,0,0,1.0,0,1,1,False
775,0,1,0,1,1,0.25,0,76,2,0,10,1,5.3,0,4.8,2,1,0.0,0,1,0.5,0,2,1,False
776,0,1,10,2,17,0.45,0,92,2,23,15,3,7.92156862745098,0,3.11764705882353,0,1,0.866666666666667,0,170,0.538461538461538,0,4,5,False
777,0,1,14,5,0,0.56,0,95,1,0,51,2,16.6732673267327,1,5.41584158415842,0,1,0.8,0,586,0.309090909090909,4,5,8,True
778,16,1,3,0,4,0.14,0,90,3,4,5,2,3.0,0,3.24324324324324,0,1,0.54,0,22,0.625,0,1,3,False
779,0,1,0,3,0,0.62,0,81,2,0,3,2,2.7,0,3.04,1,1,0.339622641509434,0,0,1.0,0,1,0,False
780,0,1,1,4,0,0.25,5,69,1,0,2,1,13.4,8,9.8,2,1,1.71428571428571,0,290,0.5,0,1,0,False
781,0,1,0,1,0,0.81,0,0,1,0,2,1,2.0,2,4.0,4,3,2.0,2,43,0.5,0,1,0,False
782,2,1,8,0,0,0.12,0,85,1,0,16,1,4.42105263157895,1,4.47368421052632,1,1,0.80952380952381,0,1,0.666666666666667,0,1,1,False
783,0,1,1,2,0,0.19,1,67,1,0,8,1,3.27272727272727,1,8.54545454545454,1,1,1.61538461538462,0,389,0.714285714285714,0,1,0,False
784,0,1,1,1,0,0.21,2,64,1,0,12,1,5.0,0,13.6666666666667,3,1,2.8,0,9,1.0,0,1,0,False
785,0,1,1,0,1,0.43,1,75,2,0,11,1,2.25,0,5.25,1,1,0.5,0,2,0.5,0,1,0,False
786,0,1,2,0,0,0.22,1,53,1,0,9,1,5.25,1,6.5,1,1,0.666666666666667,0,0,1.0,0,1,0,False
787,0,1,6,1,0,0.15,2,83,1,0,12,2,3.64705882352941,0,5.70588235294118,1,1,0.88,0,21,0.4,0,2,3,False
788,0,1,0,0,0,0.7,0,40,1,0,1,1,4.66666666666667,2,4.33333333333333,1,1,0.0,0,0,0.0,0,1,0,False
789,0,1,0,0,0,0.31,0,52,1,0,1,1,6.8,3,6.0,1,2,1.42857142857143,1,0,0.0,0,1,0,False
790,0,2,2,6,0,1.07,1,60,1,0,0,1,2.5,0,2.2,1,1,0.75,0,0,0.0,0,1,0,False
791,0,1,2,6,0,0.79,1,56,1,3,0,2,4.1,3,3.9,1,1,0.9375,0,0,0.0,0,1,0,False
792,0,2,3,1,0,0.31,3,0,1,0,6,1,1.33333333333333,1,9.66666666666667,3,1,2.0,0,1,1.0,0,1,3,False
793,0,1,0,0,0,0.56,0,57,1,0,3,1,2.85714285714286,1,1.14285714285714,1,1,0.0,0,0,1.0,0,2,0,False
794,0,1,0,1,0,0.55,1,46,1,0,2,1,2.33333333333333,1,3.0,1,1,0.6,0,0,1.0,0,2,0,False
795,0,1,0,0,0,0.44,0,63,1,0,4,1,2.77777777777778,1,1.77777777777778,1,1,0.272727272727273,0,0,1.0,0,2,0,False
796,0,1,0,3,0,0.56,4,100,1,0,2,1,0.0,0,5.5,4,1,0.5,0,0,0.5,0,1,1,False
797,0,1,0,0,0,0.24,2,100,2,0,5,2,1.0,0,2.88888888888889,0,1,0.307692307692308,0,30,0.333333333333333,0,3,2,False
798,1,1,2,0,0,0.1,0,83,1,0,35,1,4.78947368421053,0,6.73684210526316,1,0,0.956521739130435,0,233,0.705882352941177,0,2,4,True
799,1,1,0,5,1,0.32,1,68,3,0,14,1,5.0,0,8.14285714285714,1,1,1.8,0,2,0.5,0,1,0,True
