File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
553,1,0,1,0,2,1,9,1,0,5,0.08,1,64,3,0,17,1,8.2,1,7.6,1,1,1.0,0,1.0,0,1,0,False
554,0,0,1,0,0,7,323,1,0,0,7.34,0,0,0,5,1,0,3.46341463414634,0,0.439024390243902,0,1,0.0,0,1.0,0,1,0,False
555,0,8,1,11,2,0,3,13,0,1,0.02,0,83,2,12,21,1,3.6969696969697,0,2.48484848484848,0,1,0.127659574468085,0,1.0,0,1,0,False
556,3,1,1,1,2,0,1,2,0,0,0.01,0,100,5,0,14,2,3.92307692307692,1,5.15384615384615,2,1,0.4375,0,1.0,0,1,0,False
557,1,0,1,0,24,1,33,1,0,0,0.18,2,0,1,0,8,1,5.48,0,4.12,1,1,0.814814814814815,0,0.0,0,1,0,False
558,0,0,1,0,0,0,31,1,0,0,7.75,0,0,0,2,1,0,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,False
559,0,0,2,0,2,0,38,1,0,26,0.73,0,98,1,0,3,2,1.33333333333333,0,1.66666666666667,1,0,0.5,0,1.0,0,1,0,False
560,0,0,1,0,0,0,3,1,0,1,0.07,0,0,2,0,9,1,1.55555555555556,1,1.66666666666667,1,1,0.0,0,0.0,0,1,0,False
561,0,0,1,0,0,0,3,1,1,0,0.1,0,0,2,0,3,2,1.28571428571429,0,1.57142857142857,1,1,0.0,0,0.0,0,1,0,False
562,5,0,1,10,14,1,99,11,1,22,0.3,0,100,3,4,14,1,5.04761904761905,0,2.83333333333333,1,0,0.314814814814815,0,0.666666666666667,0,1,1,False
563,0,1,1,1,2,0,17,2,6,0,0.17,0,100,4,5,13,2,4.42105263157895,1,4.42105263157895,2,1,0.0,0,1.0,0,1,0,False
564,1,8,1,1,12,0,25,2,0,4,0.16,0,100,3,0,13,2,3.75,0,3.5,1,1,0.290322580645161,0,1.0,0,1,0,False
565,1,1,1,0,2,0,8,1,0,2,0.12,0,44,4,0,11,1,4.0,1,3.9,1,1,0.25,0,1.0,0,1,0,False
566,4,27,1,15,1,1,198,31,1,23,0.25,0,100,4,8,32,2,3.2463768115942,0,3.26086956521739,0,1,0.217647058823529,0,0.9375,0,1,1,False
567,6,3,1,2,7,0,42,2,0,6,0.22,1,100,3,0,29,2,4.63157894736842,1,5.05263157894737,1,1,0.409090909090909,0,1.0,0,1,0,False
568,5,0,1,0,7,1,50,3,2,6,0.22,0,77,4,6,11,1,5.72413793103448,1,3.79310344827586,1,1,0.454545454545455,0,1.0,0,1,0,False
569,2,0,1,1,3,2,8,1,0,2,0.14,0,88,1,0,8,1,4.0,3,4.66666666666667,3,1,0.0,0,0.0,0,1,0,False
570,2,0,1,1,24,0,37,1,0,0,0.24,0,96,1,0,7,1,8.96,0,3.32,1,1,0.535714285714286,0,0.666666666666667,0,1,1,False
571,0,0,1,0,0,0,0,1,0,2,0.0,0,45,1,0,5,2,1.90909090909091,1,2.81818181818182,1,1,0.384615384615385,0,1.0,0,2,2,False
572,0,0,1,0,0,0,28,1,0,3,1.47,0,0,1,0,2,2,4.5,4,2.5,1,1,0.0,0,0.0,0,1,1,False
573,0,0,1,0,0,0,25,1,0,0,3.12,0,0,1,0,2,2,0.0,0,1.0,1,1,0.0,0,0.0,0,1,0,False
574,0,0,2,0,3,0,31,2,0,1,0.36,2,0,1,0,14,1,2.75,2,10.75,2,1,1.14285714285714,0,0.0,0,2,1,False
575,1,0,1,4,37,0,57,8,1,7,0.12,0,93,2,0,17,2,3.33333333333333,1,6.10416666666667,1,1,0.842105263157895,0,0.666666666666667,0,4,2,True
576,27,1,1,2,4,0,42,2,6,1,0.07,0,96,4,3,23,2,4.68518518518519,0,6.75925925925926,1,1,0.931034482758621,0,0.769230769230769,0,4,4,False
577,1,1,1,1,4,0,31,2,1,0,0.3,0,91,5,2,9,2,3.07692307692308,0,5.15384615384615,2,1,0.5,0,0.0,0,3,3,False
578,5,1,1,14,27,0,61,5,1,3,0.09,1,96,5,0,18,2,4.36111111111111,1,8.22222222222222,1,1,1.04761904761905,0,0.285714285714286,0,6,5,False
579,0,1,1,2,3,0,42,2,0,2,0.2,1,89,7,0,17,2,2.86666666666667,0,7.06666666666667,2,1,1.05555555555556,0,0.444444444444444,0,4,2,False
580,1,1,1,1,5,0,33,2,0,0,0.26,0,87,6,1,16,2,4.11111111111111,2,7.0,2,1,0.75,0,1.0,0,4,3,True
581,0,1,2,1,3,0,39,2,0,0,0.18,0,93,6,0,17,2,3.0,1,8.0,2,1,1.15789473684211,0,0.555555555555556,0,4,1,False
582,0,1,1,1,1,0,32,2,0,0,0.35,0,90,6,0,11,2,2.58333333333333,0,5.08333333333333,2,1,0.333333333333333,0,0.0,0,3,0,False
583,3,19,1,8,9,0,40,7,3,10,0.09,0,100,5,2,23,4,2.69354838709677,0,3.37096774193548,0,1,0.414285714285714,0,0.454545454545455,0,4,4,True
584,0,0,1,0,0,0,30,1,0,0,6.0,0,0,0,1,0,0,1.0,1,0.0,0,1,0.0,0,1.0,0,1,0,False
585,6,0,2,1,9,1,22,4,0,0,0.14,1,66,1,0,18,2,3.91666666666667,1,7.0,1,1,0.941176470588235,0,0.0,0,2,0,False
586,1,0,1,1,1,0,9,4,0,1,0.12,1,78,3,0,11,2,2.22222222222222,0,4.0,2,1,0.214285714285714,0,1.0,0,1,2,False
587,0,0,1,0,0,0,34,1,0,0,8.5,0,0,0,2,0,0,1.0,1,0.0,0,1,0.0,0,0.0,0,1,0,False
588,0,0,1,0,0,0,61,1,18,1,0.39,0,25,5,0,2,1,1.57142857142857,0,1.88571428571429,0,1,0.0810810810810811,0,1.0,0,4,4,False
589,0,0,1,0,0,5,90,2,0,3,1.36,0,66,1,0,5,2,1.5,0,2.16666666666667,0,1,0.8125,0,0.0,0,1,1,False
590,0,0,1,0,1,0,33,1,0,3,0.54,0,70,1,0,6,1,2.7,1,2.3,1,1,0.666666666666667,0,0.0,0,3,1,False
591,1,0,1,0,0,0,40,1,0,3,0.36,1,61,1,0,10,1,10.5,1,4.21428571428571,1,1,0.5,0,0.0,0,4,1,True
592,0,0,1,0,0,0,34,1,0,2,0.53,0,7,2,0,5,1,5.71428571428571,1,2.21428571428571,2,1,0.294117647058824,0,0.0,0,3,3,False
593,0,22,1,9,2,0,12,10,0,11,0.09,0,94,2,9,8,1,3.0,0,1.07142857142857,0,0,0.153846153846154,0,1.0,0,1,0,False
594,1,0,1,0,0,0,28,2,3,8,0.15,0,87,3,1,11,2,5.0625,0,2.75,1,1,0.771428571428571,0,1.0,0,1,2,False
595,1,0,1,0,0,0,43,2,0,8,0.16,0,78,2,0,19,3,9.225,1,3.1,1,1,0.627906976744186,0,0.5,0,3,3,False
596,0,0,1,0,0,0,35,1,1,1,1.35,0,0,3,0,1,1,4.0,4,6.0,3,1,0.75,0,0.0,0,2,0,False
597,1,0,1,0,1,3,230,1,8,6,1.24,0,94,1,22,18,1,16.9791666666667,0,2.04166666666667,1,1,0.12,0,1.0,0,2,2,False
598,0,0,2,0,3,0,26,1,0,0,0.53,1,0,1,0,18,1,9.66666666666667,8,4.0,3,2,1.6,1,0.0,0,1,1,False
599,0,1,1,0,0,0,0,1,0,4,0.0,0,91,1,0,1,1,0.333333333333333,0,1.33333333333333,1,0,0.0,0,0.0,0,1,0,False
600,0,0,1,0,0,0,33,1,0,1,0.66,0,19,2,0,12,1,4.2,0,4.8,1,1,1.28571428571429,0,1.0,0,4,0,False
601,0,0,1,0,0,0,43,1,2,5,0.09,1,63,2,1,16,3,10.8,1,7.37142857142857,1,1,0.702702702702703,0,0.666666666666667,0,2,1,False
602,26,0,1,22,1,2,216,2,7,10,0.19,2,95,2,1,42,2,7.76363636363636,2,7.61818181818182,1,1,1.22413793103448,0,1.0,0,1,3,True
603,0,0,1,4,10,0,50,43,24,5,0.06,0,94,9,15,50,2,4.21052631578947,0,1.98421052631579,0,1,0.209401709401709,0,1.0,0,1,3,False
604,0,0,1,0,0,0,35,1,2,5,0.17,1,73,2,0,14,2,6.4,1,4.75,1,1,0.545454545454545,0,0.5,0,1,1,False
605,0,0,1,0,0,0,7,1,0,0,1.4,0,0,0,2,1,0,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,False
606,0,0,1,0,0,2,41,1,0,1,2.05,0,0,2,0,7,1,3.66666666666667,1,3.33333333333333,3,1,0.0,0,1.0,0,3,0,False
607,0,0,1,0,0,2,42,1,0,1,1.68,0,0,2,0,7,1,3.0,1,3.0,2,1,0.0,0,1.0,0,3,1,False
608,0,0,4,0,0,0,27,1,0,2,0.41,2,0,4,0,16,1,12.0,9,11.0,5,1,2.25,0,1.0,0,2,0,False
609,1,0,2,0,0,0,27,1,0,9,0.18,4,11,3,0,11,1,14.3333333333333,7,14.3333333333333,1,2,3.4,1,1.0,0,3,0,False
610,0,0,1,0,0,3,31,1,0,5,0.44,2,0,3,0,6,1,11.0,10,8.5,6,5,2.5,1,0.0,0,1,0,False
611,0,0,2,0,0,2,58,3,0,0,0.44,0,0,2,0,18,2,6.875,4,6.375,2,1,1.58333333333333,0,1.0,0,2,1,False
612,0,0,0,0,0,0,0,1,0,3,0.0,0,100,1,0,0,1,0.0,0,1.0,1,0,0.0,0,0.0,0,1,0,False
613,0,0,1,0,0,0,33,1,0,1,0.85,0,19,2,0,10,1,4.0,0,3.8,1,1,0.857142857142857,0,0.0,0,4,1,False
614,0,0,1,0,0,0,32,1,0,1,1.45,0,0,2,0,4,1,3.66666666666667,1,3.33333333333333,2,1,0.0,0,1.0,0,1,0,False
615,2,0,1,0,0,0,30,1,2,5,0.61,0,66,3,0,11,1,5.5,3,4.16666666666667,3,1,0.5,0,0.0,0,1,0,False
616,2,0,1,0,0,0,35,1,2,5,0.17,1,74,2,0,15,1,6.95,1,5.15,1,1,0.636363636363636,0,1.0,0,1,0,False
617,1,0,1,1,1,5,78,1,0,0,2.29,0,75,2,0,7,1,0.625,0,0.625,0,1,0.0,0,0.0,0,4,0,False
618,0,0,1,0,0,0,36,1,0,1,0.78,0,0,2,0,5,1,6.5,1,2.25,2,1,0.0,0,0.0,0,3,1,False
619,0,0,1,0,0,0,30,1,0,2,0.52,0,50,1,0,3,2,1.41666666666667,0,2.33333333333333,1,1,0.714285714285714,0,0.0,0,2,2,False
620,0,0,1,0,0,0,32,1,0,2,1.6,0,33,1,0,2,2,2.0,1,2.66666666666667,2,1,0.0,0,0.0,0,2,2,False
621,0,0,1,1,0,2,36,1,0,6,0.49,1,50,1,0,16,2,4.75,1,8.0,1,1,1.5,0,0.0,0,1,1,False
622,0,0,1,0,0,0,27,1,0,0,2.08,0,0,0,2,0,0,1.0,0,0.444444444444444,0,1,0.0,0,0.0,0,1,1,False
623,1,0,1,0,0,1,145,3,0,13,1.03,0,100,1,0,4,1,3.76190476190476,0,3.33333333333333,1,0,0.52,0,0.6875,0,3,4,True
624,0,0,1,0,0,3,41,1,0,3,1.41,0,33,1,0,6,2,3.0,2,4.0,3,1,0.6,0,0.0,0,2,2,False
625,0,0,1,0,0,0,31,1,0,1,1.82,0,0,1,0,1,2,3.0,1,1.66666666666667,1,1,0.0,0,0.0,0,2,0,False
626,0,0,1,0,5,3,15,1,0,0,0.12,2,0,1,0,22,1,2.8,0,6.8,0,1,2.5,0,1.0,0,1,0,False
627,1,0,1,0,0,0,0,1,0,1,0.0,1,50,1,0,1,1,1.0,1,1.5,0,1,0.0,0,1.0,0,1,0,False
628,1,0,1,0,9,0,0,1,0,0,0.0,2,0,1,0,7,1,3.77777777777778,2,6.33333333333333,3,1,1.25,0,1.0,0,1,0,True
629,0,0,1,0,6,0,7,2,0,0,0.08,0,0,1,0,11,1,2.33333333333333,2,6.16666666666667,4,1,1.0,0,0.0,0,1,1,False
630,1,0,1,0,10,1,10,1,0,0,0.1,0,0,1,0,20,1,2.1,1,5.4,3,1,0.833333333333333,0,1.0,0,1,0,True
631,0,0,1,0,3,0,0,1,0,0,0.0,0,0,1,0,6,1,1.33333333333333,1,3.0,2,1,0.0,0,0.0,0,1,0,False
632,1,0,2,1,8,9,81,1,0,0,0.19,8,75,1,0,16,1,8.625,4,19.5,3,1,2.81818181818182,0,0.8,0,1,1,True
633,21,0,1,9,28,0,31,11,0,0,0.09,0,95,1,4,18,2,4.44736842105263,1,3.52631578947368,1,1,0.901960784313726,0,1.0,0,1,0,True
634,0,0,1,0,0,0,1,1,6,1,0.01,1,100,4,0,10,1,4.70588235294118,1,5.94117647058824,1,1,0.95,0,1.0,0,1,1,False
635,0,1,1,0,0,0,0,1,0,2,0.0,0,0,7,2,3,1,6.0,6,6.0,6,2,1.0,1,1.0,0,1,0,False
636,0,1,1,0,0,0,0,1,1,2,0.0,0,25,7,2,4,1,4.0,2,7.5,6,2,1.75,1,0.6,0,2,0,False
637,0,0,1,0,0,0,0,1,0,0,0.0,0,0,8,0,8,1,4.5,4,5.0,2,1,0.75,0,0.0,0,1,1,False
638,0,0,1,0,0,0,0,1,0,0,0.0,0,0,8,0,7,1,5.5,5,6.0,2,1,0.75,0,1.0,0,1,0,False
639,0,0,1,0,0,0,1,1,0,0,0.01,0,0,5,0,7,1,6.5,3,7.5,2,1,1.07142857142857,0,1.0,0,2,1,False
640,0,2,1,0,0,0,0,1,6,0,0.0,0,0,4,2,4,1,1.875,1,2.375,1,1,0.0,0,1.0,0,1,2,False
641,0,6,1,1,4,0,11,1,14,6,0.04,0,81,3,2,11,1,8.05,0,4.6,1,1,1.36363636363636,0,1.0,0,1,1,False
642,0,0,1,0,0,0,0,1,0,0,0.0,0,0,8,0,5,1,3.5,3,4.0,2,1,0.75,0,0.0,0,1,1,False
643,0,0,1,0,0,0,0,1,0,0,0.0,0,0,8,0,4,1,4.5,4,5.0,2,1,0.75,0,1.0,0,1,0,False
644,0,0,1,0,0,0,1,1,0,0,0.01,0,0,5,0,7,1,6.5,3,5.91666666666667,2,1,1.07142857142857,0,1.0,0,1,0,False
645,0,0,1,0,1,0,0,3,0,1,0.0,1,0,7,0,17,2,3.26315789473684,0,6.21052631578947,2,1,1.0,0,1.0,0,1,1,False
646,1,0,1,0,1,0,9,4,0,2,0.06,0,9,4,0,8,2,4.85185185185185,0,3.14814814814815,1,1,0.375,0,1.0,0,1,0,True
647,0,0,1,0,3,0,8,3,0,0,0.19,1,0,4,0,9,2,3.4,2,5.0,2,1,0.0,0,1.0,0,1,0,False
648,5,0,1,0,13,2,50,12,0,1,0.17,2,0,1,0,19,2,3.83333333333333,1,7.04166666666667,2,1,0.783783783783784,0,0.91304347826087,0,1,2,False
649,9,0,1,1,11,0,18,3,1,2,0.05,1,86,3,3,23,2,4.45945945945946,0,5.83783783783784,1,1,0.829268292682927,0,1.0,0,2,0,True
650,0,1,1,0,0,0,5,1,0,0,1.0,0,0,0,0,1,0,1.0,1,1.0,1,1,0.0,0,1.0,0,1,0,False
651,1,0,1,0,1,6,58,3,0,1,0.75,1,33,1,0,1,2,3.0,0,5.8,2,1,0.7,0,0.0,0,3,1,False
652,2,0,1,0,1,0,46,3,0,6,0.32,0,45,2,0,13,2,3.70588235294118,1,4.52941176470588,1,1,0.571428571428571,0,1.0,0,4,1,False
653,13,0,2,5,50,1,137,11,0,3,0.14,1,97,1,0,58,2,5.0655737704918,0,8.60655737704918,1,1,0.959459459459459,0,0.906976744186046,2,3,9,True
654,0,0,1,0,1,0,30,1,2,0,0.29,0,0,3,2,10,1,1.57142857142857,0,4.57142857142857,1,1,0.217391304347826,0,0.0,0,4,1,False
655,1,0,1,0,2,0,32,1,0,1,0.24,0,85,4,0,10,1,4.92857142857143,1,5.71428571428571,2,1,0.75,0,1.0,0,4,4,True
656,0,0,1,0,3,0,31,1,0,0,0.65,1,0,1,0,11,1,3.0,3,6.0,3,1,1.4,0,1.0,0,2,0,False
657,0,0,1,0,2,0,36,1,5,1,0.31,0,96,4,2,11,2,3.51851851851852,0,3.03703703703704,1,1,0.310344827586207,0,0.0,0,5,3,False
658,29,38,1,14,21,0,157,22,2,45,0.1,0,98,4,4,47,2,3.13142857142857,0,5.17142857142857,0,0,0.722222222222222,0,1.0,0,5,5,True
659,2,0,2,0,3,0,43,1,2,2,0.17,0,60,5,0,11,1,3.9,0,4.66666666666667,1,1,0.71875,0,1.0,0,4,4,False
660,0,0,1,0,19,2,127,5,1,2,0.82,0,0,1,2,10,2,3.75675675675676,0,2.91891891891892,1,1,0.186046511627907,0,1.0,0,3,2,False
661,0,0,1,0,1,0,46,1,1,1,0.32,0,5,4,0,12,1,1.94736842105263,1,5.0,1,1,0.476190476190476,0,1.0,0,5,4,False
662,21,0,1,2,7,0,68,1,2,5,0.12,0,87,5,0,21,1,5.015625,0,5.40625,1,1,0.742424242424242,0,0.833333333333333,0,4,7,True
663,2,0,2,2,9,0,43,2,3,1,0.18,0,93,3,2,14,2,4.12121212121212,0,4.09090909090909,1,1,0.5,0,1.0,0,3,7,True
664,0,0,1,0,11,0,1,1,0,0,0.01,0,0,1,0,12,1,1.72727272727273,1,3.81818181818182,2,1,0.538461538461538,0,1.0,0,2,1,True
665,2,1,1,1,1,0,47,2,0,23,0.21,0,94,1,1,9,2,4.06060606060606,1,2.60606060606061,1,1,0.694444444444444,0,0.818181818181818,0,3,8,False
666,6,0,2,59,53,0,83,57,0,1,0.07,0,99,1,21,34,2,3.29323308270677,0,3.69172932330827,1,1,0.607329842931937,0,0.764705882352941,0,1,9,False
667,0,0,1,0,9,0,0,1,0,0,0.0,0,0,1,0,5,1,3.0,2,2.11111111111111,2,1,0.0,0,0.0,0,1,0,False
668,0,3,1,0,0,0,0,1,0,0,0.0,0,0,0,3,0,0,2.66666666666667,0,1.0,1,1,0.0,0,0.0,0,1,0,False
669,0,2,1,0,0,3,34,1,0,1,5.67,0,100,0,0,2,0,4.0,1,1.0,1,1,1.0,0,0.0,0,1,0,False
670,0,0,1,0,2,0,32,1,0,0,3.2,0,0,1,0,2,1,2.5,1,2.0,2,1,0.0,0,0.0,0,1,0,False
671,3,3,1,3,10,0,74,3,1,9,0.13,0,89,4,0,19,2,2.64285714285714,0,4.21428571428571,1,1,0.566666666666667,0,1.0,0,4,2,False
672,27,9,1,17,27,0,69,4,0,6,0.12,1,93,1,0,8,2,4.88888888888889,1,5.73333333333333,1,1,0.92,0,0.6,0,3,2,True
673,0,1,1,0,1,0,31,4,1,3,0.13,1,77,4,0,16,2,2.86363636363636,0,5.54545454545455,1,1,0.62962962962963,0,1.0,0,4,1,False
674,0,2,1,0,0,5,37,1,0,0,5.29,0,0,0,3,2,0,0.5,0,1.0,1,1,0.0,0,0.0,0,2,0,False
675,0,10,1,0,0,1,40,1,0,0,2.22,0,0,1,1,1,2,1.9,0,0.9,0,1,0.0,0,0.0,0,1,1,False
676,0,0,1,0,1,0,30,1,3,0,0.3,0,0,3,3,9,1,1.47058823529412,0,3.52941176470588,1,1,0.526315789473684,0,0.0,0,2,1,False
677,7,12,2,7,4,1,87,8,0,19,0.24,0,100,2,2,4,2,4.90909090909091,0,3.39393939393939,1,0,1.01851851851852,0,0.0,0,1,0,False
678,15,0,1,2,230,0,71,2,0,1,0.05,0,100,2,0,73,1,5.59656652360515,0,3.90557939914163,1,1,0.48728813559322,0,0.607142857142857,0,2,6,True
679,8,0,1,0,6,0,55,8,0,18,0.16,0,87,2,2,10,2,2.26829268292683,0,3.48780487804878,0,1,0.58,0,0.0,0,1,2,False
680,0,0,1,0,1,0,31,1,0,0,1.11,0,0,2,0,1,1,3.0,1,7.5,1,1,0.75,0,1.0,0,1,0,False
681,1,0,2,0,2,0,32,2,1,3,0.28,0,83,2,0,4,2,2.8,1,7.4,1,1,2.5,0,1.0,0,1,1,False
682,0,0,2,4,0,0,32,2,0,6,0.39,0,75,1,2,0,1,2.85714285714286,2,2.71428571428571,1,1,1.2,0,1.0,0,1,0,False
683,11,0,5,18,11,5,183,1,0,14,0.26,0,92,1,0,1,1,4.56,1,3.16,0,1,1.21428571428571,0,1.0,0,1,0,False
684,3,3,1,0,0,0,10,4,0,8,0.04,0,75,2,2,4,2,3.37037037037037,0,3.14814814814815,0,1,1.0,0,0.333333333333333,0,1,4,True
685,1,0,3,0,0,1,51,1,0,3,0.72,3,22,2,0,9,1,6.66666666666667,4,8.33333333333333,3,1,1.8,0,0.0,0,3,2,False
686,9,0,2,1,0,2,48,1,0,5,0.24,1,84,2,0,1,1,3.13636363636364,1,3.45454545454545,1,1,1.08333333333333,0,0.5,0,4,0,False
687,0,0,1,1,0,1,46,2,0,0,2.71,0,100,1,2,0,2,9.4,0,1.0,1,1,0.0,0,1.0,0,3,0,False
688,0,0,1,0,0,0,29,1,0,0,5.8,0,0,0,2,1,0,11.5,8,0.5,0,1,0.0,0,0.0,0,1,0,False
689,1,0,1,0,2,2,99,1,4,7,0.96,0,88,1,2,5,1,7.41666666666667,2,2.29166666666667,0,1,0.384615384615385,0,0.333333333333333,0,3,4,False
690,48,3,4,17,3,2,240,3,3,70,0.13,2,100,1,0,23,1,10.202380952381,0,6.27380952380952,1,0,1.07954545454545,0,1.0,0,2,7,False
691,0,0,1,0,0,0,28,1,0,2,1.33,1,16,1,0,3,1,3.33333333333333,3,4.66666666666667,3,1,0.8,0,0.0,0,2,0,False
692,0,0,1,0,0,0,28,1,0,2,1.27,0,50,1,0,0,2,2.2,0,1.8,1,1,0.0,0,1.0,0,4,1,False
693,0,0,1,0,0,0,37,1,0,1,1.28,0,14,1,0,0,2,4.42857142857143,1,1.14285714285714,1,1,0.0,0,0.0,0,2,1,False
694,3,0,6,0,0,2,47,1,0,4,0.16,3,50,2,0,9,1,9.28571428571429,5,8.57142857142857,4,1,2.88888888888889,0,0.0,0,3,2,False
695,0,0,1,0,0,0,27,1,0,0,6.75,0,0,1,2,2,1,1.0,1,1.0,1,1,0.0,0,0.0,0,2,1,False
696,1,1,1,1,1,0,27,2,0,28,0.46,0,98,2,0,2,1,5.875,0,1.75,1,0,0.272727272727273,0,1.0,0,4,0,False
697,0,0,1,0,0,0,27,1,0,3,0.82,0,50,1,0,1,2,48.125,1,1.625,1,1,0.0,0,0.0,0,1,0,False
698,0,0,1,0,0,0,35,1,0,0,3.5,0,0,1,0,2,2,1.0,1,1.0,1,1,1.0,0,0.0,0,1,1,False
699,0,0,1,0,0,0,31,5,0,0,1.07,0,0,1,0,2,2,1.0,1,1.0,1,1,0.0,0,0.0,0,2,1,False
700,0,0,1,0,0,0,27,1,0,0,2.7,0,0,1,0,2,2,1.0,1,1.0,1,1,0.0,0,0.0,0,1,1,False
701,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,0,2,2,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,False
702,0,0,1,1,0,0,32,1,0,0,2.13,1,0,1,0,3,2,2.0,2,4.0,4,1,0.0,0,0.0,0,2,0,False
703,0,0,1,0,2,0,36,5,0,8,0.25,0,71,3,0,9,2,3.27272727272727,1,5.45454545454545,1,1,0.764705882352941,0,0.833333333333333,0,1,4,True
704,0,0,1,0,0,0,27,1,0,0,2.7,0,0,1,0,2,2,1.0,1,1.0,1,1,0.0,0,0.0,0,1,1,False
705,0,0,3,0,2,2,36,1,0,0,0.73,0,0,1,0,11,2,2.0,2,7.66666666666667,2,1,1.6,0,0.0,0,3,1,False
706,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,0,2,2,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,False
707,0,0,1,0,0,0,31,1,0,0,2.38,1,0,1,0,3,2,1.0,1,5.0,5,1,0.0,0,0.0,0,1,0,False
708,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,0,2,2,1.0,1,1.0,1,1,0.0,0,0.0,0,2,0,False
709,2,0,1,7,7,1,47,1,0,0,0.2,4,98,1,0,11,2,3.25,1,7.375,1,1,0.7,0,0.3,0,5,8,False
710,0,0,1,0,0,0,27,1,0,0,2.7,0,0,1,0,2,2,1.0,1,1.0,1,1,0.0,0,0.0,0,1,1,False
711,0,0,1,0,0,3,7,1,0,0,0.7,0,0,1,0,2,2,1.0,1,1.0,1,1,0.0,0,0.0,0,2,0,False
712,0,0,1,0,0,0,8,1,0,0,0.8,0,0,1,0,2,2,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,False
713,1,0,1,0,9,0,43,10,1,4,0.11,0,60,4,1,11,2,2.95238095238095,0,4.71428571428571,2,1,0.679245283018868,0,0.5,0,7,4,True
714,3,2,2,0,1,2,86,3,1,4,0.28,1,62,1,0,15,2,3.4375,0,8.125,1,1,1.45,0,0.666666666666667,0,5,8,True
715,0,10,1,0,0,0,0,1,0,0,0.0,0,0,0,2,5,0,0.9,0,0.0,0,1,0.153846153846154,0,0.0,0,2,0,False
716,0,0,1,2,1,0,1,2,0,2,0.03,0,75,1,0,5,2,0.363636363636364,0,0.181818181818182,0,1,0.428571428571429,0,0.0,0,1,0,False
717,2,0,1,0,0,0,12,1,0,2,0.13,0,15,1,0,6,2,4.15384615384615,2,1.84615384615385,1,1,0.933333333333333,0,0.0,0,1,0,False
718,0,0,1,0,0,0,0,1,0,1,0.0,0,0,1,0,1,2,1.16666666666667,1,3.5,2,1,0.0,0,0.0,0,2,0,False
719,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0.0,0,0.8,0,1,0.0,0,0.0,0,1,0,False
720,0,0,1,0,0,0,0,1,0,1,0.0,0,5,1,0,2,2,1.02564102564103,1,3.17948717948718,1,1,0.0,0,0.0,0,2,1,False
721,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0.0,0,1.0,1,1,0.0,0,0.0,0,1,0,False
722,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0,0.875,0,1,0.0,0,0.0,0,1,0,False
723,0,0,1,0,0,0,0,1,0,6,0.0,0,84,1,0,2,2,1.81818181818182,0,2.0,1,1,0.384615384615385,0,1.0,0,2,0,False
724,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0.0,0,1.0,1,1,0.0,0,1.0,0,2,0,False
725,0,0,1,1,0,1,37,1,0,1,1.32,0,75,5,0,1,1,4.33333333333333,0,2.0,1,1,0.0,0,1.0,0,4,2,False
726,0,0,2,1,1,0,31,1,0,2,0.29,0,57,4,0,9,1,3.28571428571429,1,6.0,1,1,1.44444444444444,0,0.0,0,2,2,True
727,0,0,1,1,0,0,35,1,1,0,0.61,1,100,2,1,5,1,3.44444444444444,0,3.22222222222222,2,1,1.41666666666667,0,0.0,0,2,0,False
728,0,0,1,138,356,1,491,1,2,4,0.13,0,99,1,0,96,2,4.70879120879121,2,4.59340659340659,1,1,0.188524590163934,0,0.727272727272727,0,2,2,False
729,0,0,1,0,0,0,9,1,0,0,0.69,0,0,3,0,0,1,3.0,0,1.66666666666667,1,1,0.0,0,0.0,0,1,0,False
730,0,0,3,50,1,21,177,1,2,1,0.2,1,94,1,0,11,1,7.71428571428571,1,4.85714285714286,1,1,2.66666666666667,0,1.0,0,1,0,False
731,0,0,1,2,0,1,41,1,0,0,0.79,1,93,2,0,7,1,2.875,0,3.0,1,1,0.8,0,0.0,0,2,0,False
732,1,0,1,0,0,1,45,1,0,3,0.41,0,66,1,0,18,1,5.0,1,7.125,1,1,1.2,0,0.666666666666667,0,6,3,False
