File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
609,0,0,1,0,0,0,1,0,0,1,3.33,0,0,2,0,0,1,6.0,6,1,1,0.0,0.0,0,1,0,False
610,2,0,1,1,0,2,1,2,5,10,0.47,0,65,2,4,0,1,3.85714285714286,0,0,1,1.0,0.0,0,3,2,False
611,1,0,1,1,0,4,1,1,3,7,0.9,0,63,2,1,0,1,2.77777777777778,0,0,1,1.18181818181818,0.0,0,2,2,False
612,0,0,1,0,1,4,1,0,1,17,1.39,0,76,1,6,5,1,12.5882352941176,1,0,1,0.526315789473684,0.0,0,5,1,True
613,2,1,1,6,9,2,4,4,11,35,0.42,0,89,3,2,10,1,4.0,0,0,1,0.765957446808511,1.0,0,7,2,True
614,0,0,1,0,0,5,1,0,1,15,1.12,0,86,1,11,0,2,16.1333333333333,4,0,1,0.705882352941177,0.0,0,3,1,False
615,0,0,1,1,0,3,1,0,1,16,0.82,0,93,1,4,1,1,9.4375,1,0,1,0.666666666666667,1.0,0,3,1,False
616,0,0,1,2,0,4,2,1,3,6,1.21,0,75,1,9,2,1,4.85714285714286,1,0,1,1.1,0.666666666666667,0,5,1,True
617,0,0,1,0,0,5,1,0,1,4,4.0,0,50,1,6,1,1,4.0,3,0,1,0.0,1.0,0,2,0,True
618,0,0,1,0,0,0,1,0,0,1,3.29,0,0,2,0,0,1,4.0,4,1,1,0.0,0.0,0,1,0,False
619,0,0,1,0,0,0,1,0,0,1,3.0,0,0,2,0,0,1,3.0,3,1,1,0.0,1.0,0,1,0,False
620,0,0,1,0,1,0,1,0,0,1,0.33,15,0,1,0,6,1,2.0,2,14,480,2.0,1.0,0,1,0,True
621,1,0,1,0,2,0,1,0,0,1,0.49,5,0,1,0,0,1,2.0,2,2,1,2.25,0.5,0,1,0,True
622,1,0,1,0,0,0,3,0,10,17,0.23,0,55,3,0,3,1,2.88888888888889,0,0,1,0.363636363636364,1.0,0,1,3,False
623,1,2,1,1,0,4,2,0,6,10,0.66,1,58,2,0,2,1,3.30769230769231,0,1,1,1.8125,1.0,0,2,0,True
624,0,0,1,2,1,0,2,0,0,7,0.96,0,66,2,0,2,1,0.571428571428571,0,0,1,0.0,0.0,0,1,1,False
625,1,0,1,1,0,3,1,1,2,15,0.61,0,70,2,2,8,2,15.4705882352941,2,1,1,0.736842105263158,1.0,0,4,5,True
626,0,11,1,1,0,0,1,0,5,0,0.55,0,81,1,1,1,2,2.81818181818182,1,1,1,0.230769230769231,1.0,0,5,0,False
627,1,1,1,1,0,0,1,0,7,6,0.37,0,53,2,1,2,2,4.625,1,0,1,1.0,1.0,0,4,1,True
628,2,1,1,1,0,0,1,0,6,10,0.3,0,62,2,1,1,1,5.76923076923077,2,1,1,0.866666666666667,1.0,0,2,3,False
629,0,2,1,0,0,2,2,0,3,9,1.12,0,33,2,0,2,1,2.18181818181818,0,1,1,0.857142857142857,0.5,0,2,1,True
630,0,0,1,0,0,0,2,0,3,7,0.69,0,9,2,0,2,1,2.0,1,1,1,0.3,1.0,0,2,0,False
631,1,0,1,0,0,0,2,0,5,8,0.55,0,50,2,0,2,1,2.66666666666667,1,1,1,0.666666666666667,1.0,0,1,0,True
632,5,0,1,1,0,3,1,0,3,8,0.51,0,50,1,0,3,1,7.30769230769231,3,1,1,1.25,1.0,0,4,2,False
633,1,0,1,8,0,1,1,0,0,0,2.58,0,100,1,0,0,1,0.0,0,1,1,0.0,1.0,0,2,2,False
634,2,0,1,1,0,1,1,2,1,1,0.88,0,50,1,6,0,2,3.6,0,1,1,0.571428571428571,0.0,0,2,1,False
635,2,0,1,0,0,4,1,2,3,8,0.75,0,50,1,16,0,1,12.0833333333333,3,1,1,0.785714285714286,1.0,0,3,4,False
636,4,3,1,0,0,2,2,0,6,12,0.61,0,51,1,0,2,1,3.31578947368421,1,1,1,0.5,0.0,0,1,0,False
637,0,0,2,0,6,5,1,0,0,6,1.05,0,0,1,0,0,1,2.83333333333333,2,2,2,1.0,0.0,0,1,0,False
638,1,0,2,0,1,4,1,0,0,1,1.81,0,0,1,0,0,1,2.0,0,1,1,1.5,0.0,0,3,0,False
639,0,0,1,0,1,1,1,0,0,1,2.12,0,0,1,0,0,1,19.0,19,2,2,1.0,0.0,0,3,0,False
640,0,2,1,0,0,0,6,2,8,9,0.14,0,58,4,0,12,2,2.46153846153846,0,0,1,1.25,1.0,0,1,0,False
641,0,1,1,0,0,0,3,0,3,10,0.17,0,50,3,0,10,1,1.72727272727273,0,1,1,1.06666666666667,0.666666666666667,0,3,1,True
642,1,0,1,0,0,1,2,0,2,2,0.31,3,50,3,0,14,2,2.66666666666667,1,3,1,0.833333333333333,1.0,0,1,1,True
643,0,0,1,0,0,0,1,0,0,1,1.0,0,0,3,0,2,1,2.0,2,6,4,1.0,1.0,0,1,0,True
644,0,0,1,0,0,0,1,0,0,1,0.2,0,0,3,0,4,1,0.0,0,6,1,0.0,1.0,0,2,1,True
645,0,0,1,0,0,0,1,0,2,3,0.29,2,50,3,0,17,1,2.33333333333333,1,8,1,0.0,1.0,0,4,0,True
646,0,0,1,0,0,0,1,0,0,1,1.14,0,0,3,0,4,1,0.0,0,6,1,0.0,1.0,0,3,0,True
647,0,0,1,0,0,0,1,0,0,1,0.7,2,0,3,0,5,1,0.0,0,6,1,0.0,1.0,0,3,1,True
648,0,0,1,0,0,0,1,0,1,29,0.24,0,20,3,0,4,1,2.27586206896552,0,1,1,0.258064516129032,0.625,0,3,0,True
649,0,0,1,0,0,0,1,1,2,4,0.25,0,70,3,0,4,1,1.2,0,2,1,1.28571428571429,0.5,0,5,1,True
650,2,0,1,1,1,1,1,0,0,4,0.31,0,83,3,0,5,1,1.16666666666667,0,1,1,1.0,0.333333333333333,0,2,2,True
651,0,0,1,0,0,0,1,0,0,3,0.6,0,0,3,0,1,1,0.333333333333333,0,2,1,0.0,1.0,0,1,0,True
652,0,3,1,0,4,0,1,0,0,1,0.3,1,0,1,0,4,1,3.0,1,3,1,1.16666666666667,0.0,0,3,1,False
653,0,0,1,0,0,9,1,0,2,1,0.62,14,0,3,0,10,1,8.0,8,21,2,1.0,0.666666666666667,0,2,2,True
654,1,0,1,0,0,4,1,0,0,5,0.29,3,0,3,0,2,1,3.66666666666667,0,4,1,0.5,1.0,0,1,2,True
655,2,0,1,0,0,4,1,0,2,6,0.31,3,87,3,0,15,1,3.5,0,2,1,0.8,0.5,0,5,2,True
656,1,0,1,0,1,2,1,0,0,3,0.53,1,0,3,0,1,1,2.0,0,1,2,1.5,1.0,0,2,1,True
657,1,0,1,56,5,4,1,0,1,4,0.3,0,99,1,0,13,1,7.2,2,1,1,0.428571428571429,1.0,0,5,2,False
658,0,0,1,0,0,0,1,2,3,3,0.55,0,60,3,0,0,1,2.4,0,0,1,0.428571428571429,0.0,0,4,0,False
659,1,0,1,0,0,2,2,0,4,8,0.32,2,65,3,0,13,2,2.22222222222222,0,2,1,1.23076923076923,1.0,0,3,0,True
660,6,0,1,0,0,3,1,0,0,7,0.25,4,0,3,0,12,1,3.38461538461538,0,4,1,0.6,1.0,0,1,2,True
661,1,1,1,3,0,0,4,0,6,8,0.25,1,75,3,2,15,1,3.3,0,0,1,0.933333333333333,1.0,0,1,0,True
662,3,0,1,0,1,1,1,0,1,12,0.24,3,80,3,0,17,1,3.6,0,1,1,1.41176470588235,1.0,0,1,3,True
663,0,0,1,0,0,0,1,0,0,1,0.57,2,0,3,0,10,1,3.0,3,14,2,1.0,1.0,0,1,0,True
664,8,2,1,0,3,4,1,0,1,12,0.29,3,45,3,0,9,1,2.95454545454545,0,1,1,0.666666666666667,0.75,0,3,6,True
665,0,0,1,1,0,1,2,0,1,7,0.2,4,0,3,0,15,1,2.28571428571429,1,1,1,2.2,1.0,0,1,0,True
666,3,0,1,0,0,2,5,0,12,16,0.22,3,70,3,0,22,2,3.57894736842105,1,2,1,1.84,1.0,0,1,0,True
667,4,0,1,0,1,1,1,0,3,3,0.22,4,61,3,0,13,1,3.42857142857143,1,1,1,1.77777777777778,0.666666666666667,0,3,4,True
668,0,0,1,0,0,1,5,1,5,13,0.16,2,50,3,0,22,2,2.71428571428571,0,1,1,0.5,0.5,0,6,1,True
669,0,0,1,0,0,1,1,1,1,2,0.4,2,33,3,0,6,1,2.0,1,2,1,0.6,1.0,0,4,0,True
670,1,0,1,1,0,1,2,1,3,8,0.12,1,41,3,0,14,2,6.5,1,1,1,0.615384615384615,1.0,0,4,2,True
671,0,0,1,0,1,1,4,0,0,9,0.35,1,0,3,0,15,1,1.44444444444444,1,1,1,0.857142857142857,0.5,0,1,5,True
672,2,0,2,0,0,10,1,0,0,2,0.54,6,0,3,0,15,1,4.25,2,1,1,1.5,1.0,0,2,0,True
673,0,0,1,0,0,5,1,0,0,2,0.51,0,0,3,0,2,1,0.5,0,4,1,0.0,1.0,0,4,1,True
674,4,1,1,3,0,1,3,0,8,6,0.17,0,75,3,0,14,1,3.90909090909091,0,1,1,1.2,1.0,0,2,2,True
675,10,0,1,0,2,4,1,0,0,27,0.21,3,0,3,0,33,1,2.64864864864865,0,1,1,1.02564102564103,0.75,0,6,6,True
676,10,2,1,0,3,0,15,18,6,15,0.06,3,94,2,8,22,2,2.28888888888889,0,0,1,0.770491803278688,1.0,0,1,0,True
677,3,2,1,0,2,2,15,0,14,82,0.15,3,40,3,0,42,2,2.29885057471264,0,0,1,1.49514563106796,0.954545454545455,1,1,6,True
678,4,0,2,0,0,3,3,0,3,13,0.15,6,0,3,0,19,2,3.11764705882353,0,1,1,2.19047619047619,1.0,0,1,1,True
679,0,0,1,0,0,0,1,0,1,3,0.48,1,0,3,0,2,1,1.33333333333333,1,1,3,2.6,1.0,0,2,0,True
680,3,0,1,0,0,0,1,0,0,6,0.16,3,0,3,0,12,1,2.0,0,3,1,1.63636363636364,1.0,0,3,0,True
681,2,0,1,0,0,2,1,0,0,1,0.31,4,0,3,0,9,1,3.0,0,9,2,1.6,1.0,0,2,1,True
682,1,0,1,7,2,0,2,0,0,5,0.22,0,80,3,0,12,2,3.66666666666667,0,1,1,1.88888888888889,1.0,0,1,1,True
683,3,1,1,0,0,0,2,0,7,9,0.28,0,63,3,0,18,1,2.61538461538462,0,1,1,0.4375,1.0,0,2,1,True
684,0,1,1,1,0,0,4,1,2,11,0.32,0,50,3,0,14,1,2.07692307692308,1,1,1,0.333333333333333,1.0,0,1,1,True
685,0,0,1,0,0,0,1,1,0,1,0.7,2,0,4,0,4,1,2.0,1,2,1,0.0,1.0,0,4,1,False
686,1,0,1,0,0,1,1,2,5,6,0.22,0,71,3,1,17,1,3.11111111111111,0,2,1,0.363636363636364,0.666666666666667,0,2,0,True
687,7,0,1,1,0,1,2,1,7,3,0.24,1,75,3,0,13,1,3.36363636363636,0,1,1,0.928571428571429,1.0,0,2,2,True
688,5,0,1,0,0,0,1,1,2,6,0.13,1,83,3,0,21,1,2.25,0,5,1,0.285714285714286,0.5,0,4,2,True
689,0,0,1,0,0,0,1,2,2,1,0.11,3,0,3,0,12,1,2.33333333333333,2,2,1,0.0,1.0,0,2,1,True
690,5,9,1,1,2,2,7,0,13,10,0.19,2,90,3,0,20,2,3.54166666666667,0,1,1,1.1875,0.666666666666667,0,1,1,True
691,0,0,1,0,0,2,1,1,4,2,0.3,1,41,3,0,3,1,3.33333333333333,1,2,1,1.6,0.5,0,1,1,True
692,0,0,1,0,0,1,1,1,8,3,0.34,1,46,3,0,14,1,5.5,1,1,1,0.5,1.0,0,4,2,True
693,0,0,1,0,1,1,1,1,3,10,0.21,0,51,3,0,16,1,4.63636363636364,1,1,1,1.30769230769231,1.0,0,4,3,True
694,1,0,1,0,0,1,1,1,3,10,0.15,1,72,3,0,16,1,2.08333333333333,0,1,1,0.357142857142857,1.0,0,3,2,True
695,2,0,1,0,0,3,1,0,1,2,0.45,2,50,3,0,13,1,2.25,0,4,1,0.5,1.0,0,5,0,True
696,1,1,1,3,0,1,4,0,7,8,0.29,2,75,3,2,12,1,3.0,0,0,1,0.933333333333333,1.0,0,1,0,True
697,0,0,1,0,0,0,1,0,0,1,1.0,0,0,3,0,1,1,0.0,0,4,1,0.0,1.0,0,3,0,True
698,0,1,1,0,0,0,3,0,2,5,0.31,1,25,3,0,13,2,2.83333333333333,0,0,1,0.9,1.0,0,1,1,True
699,0,0,1,1,0,2,5,1,16,15,0.16,1,75,3,0,23,2,4.4375,0,0,1,1.13636363636364,0.666666666666667,0,4,3,True
700,1,0,1,4,0,0,2,0,1,3,0.24,4,60,3,0,15,2,5.0,0,1,1,1.71428571428571,1.0,0,1,0,True
701,1,0,1,0,0,1,1,0,0,1,0.78,0,0,3,0,1,1,1.0,0,2,1,0.0,1.0,0,2,1,True
702,0,0,1,0,2,0,1,0,0,2,0.35,5,0,1,0,3,1,2.5,1,5,2,1.75,0.0,0,4,2,False
703,0,0,1,1,0,1,7,1,2,15,0.32,1,100,3,0,6,1,1.6875,0,1,1,0.416666666666667,1.0,0,2,1,True
704,1,0,1,0,0,1,3,0,1,13,0.18,2,50,3,0,22,1,1.5,0,1,1,0.5,1.0,0,3,3,True
705,6,0,1,1,1,1,5,5,4,43,0.15,1,96,3,0,35,2,2.48148148148148,0,1,1,0.466666666666667,0.25,0,6,6,True
706,1,0,1,3,1,0,1,0,6,4,0.27,1,82,3,2,7,1,5.2,1,2,1,1.57142857142857,1.0,0,2,2,True
707,0,0,1,0,0,1,1,0,1,5,0.56,0,60,3,0,1,1,2.4,1,1,1,0.571428571428571,0.0,0,1,0,False
708,0,0,1,2,11,3,4,1,4,24,0.39,0,90,3,0,10,2,4.72,1,1,1,0.966666666666667,0.5,0,4,4,False
709,2,0,1,8,0,0,1,5,2,1,0.37,0,85,3,3,10,1,5.875,3,1,1,0.7,0.5,0,1,1,True
710,4,2,1,0,0,1,3,2,0,11,0.33,0,0,4,0,15,1,3.36842105263158,0,1,1,0.391304347826087,1.0,0,1,0,False
711,4,0,1,0,0,1,1,2,0,13,0.46,0,0,4,0,15,1,3.47368421052632,0,1,1,0.523809523809524,1.0,0,1,0,False
712,4,0,1,0,0,1,1,2,0,7,0.3,0,0,4,0,15,1,2.76923076923077,0,1,1,0.8,1.0,0,1,0,False
713,0,0,1,0,0,0,1,0,1,3,1.0,0,0,2,0,1,1,1.0,0,1,1,0.0,0.0,0,3,0,False
714,0,0,1,0,0,1,4,1,7,15,0.23,0,80,3,0,23,1,2.25,0,1,1,0.714285714285714,0.25,0,1,3,True
715,2,0,1,0,9,2,4,0,0,10,0.32,0,0,1,0,7,2,6.5,0,1,1,1.23529411764706,0.5,0,1,1,False
716,0,0,1,0,0,0,1,0,1,3,0.75,0,0,3,0,3,1,2.66666666666667,2,1,1,0.6,0.0,0,1,0,False
717,0,1,1,0,2,1,4,2,3,8,0.57,0,50,1,0,6,3,2.45454545454545,1,1,1,0.875,1.0,0,1,2,False
718,0,0,1,0,0,0,1,0,1,2,1.07,0,0,2,0,1,1,2.0,2,2,1,0.0,0.0,0,2,0,False
719,1,0,1,0,0,0,1,0,1,20,0.12,1,52,3,0,26,1,1.61904761904762,0,1,1,0.130434782608696,1.0,0,2,4,True
720,0,0,1,2,0,0,1,2,2,14,0.22,0,75,3,0,18,1,3.1875,1,1,1,0.166666666666667,1.0,0,1,2,True
721,0,0,1,0,0,0,1,0,0,30,0.16,0,0,4,1,2,1,0.0,0,2,1,0.0,0.0,0,1,1,False
722,0,0,1,0,0,5,1,0,0,1,2.67,0,0,5,0,2,1,4.0,4,1,1,0.0,0.0,0,2,0,False
723,4,0,1,1,0,0,1,0,2,26,0.08,0,91,3,0,16,1,2.13333333333333,0,1,1,0.125,1.0,0,2,3,True
724,0,0,1,2,1,7,1,5,2,1,0.94,1,62,3,1,20,1,5.66666666666667,1,1,1,0.75,1.0,0,2,1,True
725,0,0,1,0,0,5,1,1,1,4,1.09,1,19,4,0,10,1,1.6,1,1,1,0.0,0.0,0,2,0,False
726,0,0,1,1,1,0,3,0,2,17,0.22,0,82,3,1,22,2,2.35294117647059,0,0,1,0.619047619047619,1.0,0,2,2,True
727,0,0,1,0,0,5,2,1,3,17,0.5,3,90,3,0,24,2,3.44444444444444,1,4,1,1.14285714285714,1.0,0,1,1,True
728,1,0,1,2,0,4,1,1,5,5,0.52,0,51,3,0,17,1,5.28571428571429,4,2,1,0.0,1.0,0,1,2,True
729,0,0,1,0,2,0,1,0,0,4,0.3,2,0,3,0,14,1,2.0,0,1,1,1.0,0.5,0,2,3,True
730,0,0,1,0,0,0,1,0,0,2,0.59,1,0,3,0,5,1,0.5,0,2,1,0.75,1.0,0,3,1,True
731,0,0,1,1,0,0,1,0,0,2,0.49,3,50,3,0,15,1,4.5,1,2,1,1.5,0.5,0,2,2,True
732,0,0,1,0,0,2,1,0,0,1,0.78,5,0,3,0,7,1,0.0,0,12,1,0.0,1.0,0,3,1,True
733,1,0,1,0,1,0,2,0,0,23,0.2,0,0,4,1,13,2,0.416666666666667,0,1,1,0.0,1.0,0,1,2,False
734,0,0,1,0,0,5,1,0,0,1,1.26,0,0,5,0,2,1,4.0,4,1,1,0.0,0.0,0,2,0,False
735,0,1,1,1,2,2,2,0,1,12,0.23,5,79,4,0,21,2,4.07692307692308,0,1,1,0.5,0.0,0,1,0,False
736,5,0,1,1,2,3,3,0,5,12,0.45,0,78,3,0,19,2,3.05882352941176,0,1,1,0.761904761904762,0.0,0,1,0,False
737,0,0,1,0,2,8,1,0,0,3,0.57,9,0,3,0,16,1,3.0,1,2,1,0.0,0.5,0,2,4,True
738,1,0,1,3,1,4,1,0,0,2,0.54,3,33,2,0,17,1,4.66666666666667,1,5,1,0.6,1.0,0,1,0,False
739,0,0,1,1,0,1,2,3,4,15,0.17,3,67,3,0,24,1,3.66666666666667,0,1,1,1.0,1.0,0,2,1,True
740,0,0,1,0,0,1,2,0,0,3,0.52,2,0,3,0,12,2,1.66666666666667,1,0,1,0.5,0.5,0,3,2,True
741,0,0,1,2,1,1,2,0,3,26,0.57,0,89,3,3,23,1,10.7692307692308,0,0,1,0.206896551724138,1.0,0,1,3,True
742,0,0,1,1,0,0,1,1,1,2,0.33,0,33,3,0,11,1,2.66666666666667,1,2,1,0.8,1.0,0,1,0,False
743,2,0,1,0,2,0,3,0,4,8,0.26,1,59,3,0,23,2,1.9,0,1,1,0.214285714285714,0.5,0,5,3,False
744,1,0,1,0,0,6,1,0,0,2,0.22,7,0,3,0,12,1,2.66666666666667,1,4,1,0.6,1.0,0,2,2,True
745,1,0,1,0,0,0,1,0,0,2,0.48,2,0,3,0,18,1,2.0,0,4,1,0.0,1.0,0,2,1,True
746,2,0,1,0,0,2,1,0,0,4,0.29,3,0,3,0,20,1,2.66666666666667,0,2,1,0.75,0.5,0,1,3,True
747,3,0,1,0,2,4,2,1,0,11,0.43,4,0,3,1,23,2,1.8,0,1,1,0.444444444444444,1.0,0,5,2,True
748,4,0,1,0,0,1,1,1,4,7,0.43,0,85,3,0,16,1,1.91666666666667,0,1,1,0.428571428571429,1.0,0,2,1,True
749,2,0,1,0,0,1,2,0,7,7,0.22,2,66,3,0,12,2,3.11111111111111,1,2,1,1.91666666666667,0.5,0,2,3,True
750,0,0,1,0,0,0,1,0,0,2,0.81,1,0,3,0,12,1,1.5,1,2,1,0.0,0.5,0,3,3,True
751,0,0,1,0,0,0,1,1,0,1,1.73,0,0,4,0,3,1,1.0,1,2,1,0.0,0.0,0,2,0,False
752,0,0,1,0,0,3,1,0,0,2,0.43,3,0,3,0,14,1,1.5,1,2,1,1.5,0.5,0,3,3,True
753,0,0,1,1,0,4,2,0,3,17,0.29,4,55,3,0,21,2,2.05882352941176,0,1,1,0.0,1.0,0,5,4,True
754,0,0,1,0,0,3,4,0,4,5,0.26,4,0,3,0,18,2,1.8,0,1,1,0.9,0.333333333333333,0,3,4,True
755,0,0,1,0,0,9,1,0,0,1,0.51,10,0,3,0,14,1,3.0,3,14,2,1.0,1.0,0,1,1,True
756,0,0,1,0,0,0,1,0,0,1,0.7,3,0,3,0,12,1,3.0,3,13,2,1.0,1.0,0,3,2,True
757,1,0,1,0,0,0,1,0,0,2,0.49,0,0,3,0,2,1,2.66666666666667,1,2,1,0.6,1.0,0,2,1,True
758,0,0,1,0,0,1,1,0,0,4,0.3,11,0,4,0,8,1,3.25,0,2,1,0.0,0.0,0,2,1,False
759,3,0,1,0,0,0,1,0,2,4,0.17,2,57,3,0,13,1,2.85714285714286,0,3,1,0.333333333333333,1.0,0,3,2,True
760,4,0,1,0,4,2,1,0,0,2,0.46,1,0,3,0,20,1,1.83333333333333,0,2,1,0.375,1.0,0,1,1,True
761,4,0,1,0,4,0,1,0,0,6,0.28,0,0,3,0,25,1,1.4,0,2,1,0.25,1.0,0,4,2,True
762,0,1,1,0,0,1,4,0,10,17,0.47,1,60,3,1,21,1,4.72222222222222,1,1,1,1.34782608695652,0.333333333333333,0,1,2,True
763,3,0,1,4,2,2,1,0,0,10,0.55,0,82,2,0,15,1,2.15384615384615,0,1,1,0.933333333333333,1.0,0,1,0,False
764,0,0,1,0,0,1,2,0,0,3,0.55,2,0,3,0,13,2,1.66666666666667,1,0,1,0.5,0.5,0,3,1,True
765,0,0,1,0,0,0,6,0,0,13,0.35,0,0,3,0,16,2,0.769230769230769,0,1,1,0.0,0.5,0,3,3,True
766,0,0,1,0,0,0,1,0,0,51,0.13,0,0,4,1,11,1,0.490196078431373,0,1,1,0.0,0.0,0,1,1,False
767,13,0,1,0,2,0,2,0,11,22,0.17,2,81,2,0,24,2,4.45714285714286,0,1,1,0.5,1.0,0,4,2,False
768,0,0,1,0,0,1,1,0,0,2,0.35,1,0,3,0,15,1,1.5,1,2,1,0.75,1.0,0,1,1,True
769,0,0,1,1,0,3,3,1,6,8,0.32,2,43,3,0,17,2,3.11111111111111,1,1,1,0.230769230769231,1.0,0,2,1,True
770,1,0,1,0,0,2,1,0,2,9,0.14,2,50,3,0,27,1,4.7,1,1,1,2.33333333333333,1.0,0,4,2,True
771,0,4,1,0,0,1,3,0,9,4,0.3,0,82,3,0,11,2,3.875,1,2,1,1.75,0.666666666666667,0,1,2,True
772,2,0,1,0,0,5,1,0,0,5,0.34,2,0,3,0,21,1,2.71428571428571,0,3,1,1.11111111111111,0.5,0,3,7,True
773,0,1,1,0,2,5,1,0,0,1,0.44,4,0,1,0,14,1,3.5,3,3,1,2.25,0.0,0,4,1,False
774,1,0,1,5,2,1,1,0,0,1,0.31,6,50,1,0,14,1,5.0,3,4,3,2.0,0.0,0,4,2,False
775,0,0,1,0,3,4,1,0,0,3,1.28,0,0,1,0,2,1,3.0,2,1,1,0.8,0.0,0,3,2,False
776,0,2,1,0,0,1,2,0,8,23,0.46,0,83,3,7,6,1,6.08,1,0,1,0.75,1.0,0,1,0,True
777,0,0,1,0,0,6,1,0,3,3,1.26,0,33,3,0,2,1,2.66666666666667,0,3,1,1.2,0.0,0,2,0,False
778,0,0,1,0,0,1,1,0,3,5,0.59,1,60,3,0,3,1,3.2,1,2,1,1.0,1.0,0,2,0,True
779,2,0,1,0,1,0,3,2,5,21,0.22,0,61,3,0,16,1,2.2,0,0,1,0.482758620689655,1.0,0,3,0,True
780,0,1,1,1,0,4,2,0,2,1,0.4,0,0,3,0,3,1,3.5,3,4,3,2.0,1.0,0,1,1,True
781,0,0,1,0,0,0,2,0,1,4,2.0,0,66,3,0,2,1,0.5,0,0,1,0.428571428571429,1.0,0,1,2,True
782,2,0,1,0,0,1,5,0,10,24,0.25,2,66,3,0,20,1,1.92307692307692,0,0,1,0.90625,0.666666666666667,0,2,1,True
783,0,0,1,0,0,3,1,0,0,1,0.92,2,0,3,0,0,1,1.0,1,9,5,4.0,1.0,0,1,0,True
784,3,0,1,2,0,0,1,0,1,2,0.3,0,66,3,0,8,1,2.2,0,2,1,0.857142857142857,1.0,0,1,0,True
785,0,0,1,0,2,2,1,0,0,2,0.22,13,0,1,0,6,1,2.5,1,2,2,3.25,0.0,0,2,2,False
786,0,0,1,0,0,8,1,0,0,1,0.72,4,0,3,0,15,1,2.0,2,19,2,1.0,1.0,0,2,1,True
787,0,0,1,0,0,0,1,0,0,1,0.43,9,0,3,0,14,1,2.0,2,21,2,1.0,1.0,0,2,1,True
788,1,1,1,0,2,4,1,0,0,2,0.42,2,0,3,0,14,1,2.5,0,1,1,1.0,0.5,0,2,5,True
789,3,0,1,5,1,2,1,0,0,2,0.36,3,76,3,0,14,1,3.6,0,1,1,1.28571428571429,0.5,0,2,5,True
790,2,0,1,1,0,6,2,0,1,3,0.45,2,75,3,0,16,2,3.6,1,6,1,2.5,1.0,0,1,0,True
791,2,0,1,4,2,0,3,0,4,5,0.16,2,62,2,0,9,1,4.14285714285714,2,2,1,2.27272727272727,0.0,0,3,3,False
792,0,0,1,0,4,0,1,0,0,4,0.55,0,0,1,0,3,1,6.0,3,1,1,1.66666666666667,1.0,0,2,0,True
793,0,0,1,0,3,1,1,0,0,3,0.25,0,0,1,0,0,1,9.0,1,1,1,1.2,0.0,0,2,0,False
794,0,0,1,0,0,0,1,2,0,2,1.32,0,0,2,118,1,1,21.5,0,1,1,0.5,0.5,0,1,1,True
795,7,0,1,0,0,2,1,0,0,7,0.43,0,0,3,0,3,1,1.35714285714286,0,1,1,0.6875,0.5,0,2,3,True
796,0,0,1,0,1,1,2,1,0,7,0.28,1,0,3,0,2,1,1.375,0,1,1,0.272727272727273,1.0,0,4,2,True
797,0,2,2,0,2,2,1,0,0,2,0.83,1,0,3,0,1,1,1.0,0,2,2,1.5,1.0,0,1,1,True
798,0,0,1,0,0,0,1,0,0,1,1.0,3,0,3,0,1,1,0.0,0,2,1,0.0,1.0,0,3,0,True
