File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,target
511,0,0,1,0,0,0,29,1,3,1,2,0.53,4,80,2,0,3,1,1.2,1,3.2,1,1,2.0,116,0.5,0,1,2,2,False
512,0,0,1,0,0,0,32,1,0,0,1,1.0,1,0,2,0,18,1,3.0,3,17.0,17,1,0.0,75,0.666666666666667,0,2,2,0,False
513,2,0,4,0,0,2,39,1,3,0,1,0.54,2,0,2,0,9,1,1.83333333333333,1,3.16666666666667,1,1,1.625,139,0.5,0,1,2,1,False
514,0,0,1,0,4,25,121,1,0,0,4,1.7,2,0,1,0,7,1,5.75,2,6.5,5,3,2.0,207,0.333333333333333,0,2,3,2,False
515,0,1,1,2,1,1,85,2,7,9,38,0.31,1,100,1,2,34,1,3.28260869565217,0,2.1304347826087,0,0,0.489795918367347,544,0.6,0,3,3,0,False
516,0,0,1,0,0,4,224,1,0,0,30,1.37,0,0,2,1,26,1,5.43333333333333,0,3.46666666666667,2,1,0.125,459,0.25,0,3,4,1,False
517,0,0,1,0,0,1,23,1,0,0,1,1.05,5,0,1,0,7,2,2.0,2,5.0,5,2,1.25,58,0.5,0,1,2,1,False
518,0,0,1,0,0,0,23,1,0,0,2,1.92,1,0,3,0,2,1,1.5,0,1.5,1,1,0.0,43,1.0,0,1,1,0,False
519,0,0,1,0,0,0,26,1,0,0,2,1.37,0,0,2,0,7,2,3.0,3,2.0,2,1,0.0,54,0.333333333333333,0,1,3,2,False
520,0,0,1,0,0,0,26,1,3,0,0,0.84,2,0,2,0,7,1,1.66666666666667,1,2.0,1,1,0.6,72,1.0,0,1,1,0,False
521,0,0,1,0,0,0,20,1,0,0,1,1.43,2,0,1,0,5,2,1.0,1,5.0,5,1,0.0,43,0.5,0,1,2,1,False
522,0,0,1,0,0,1,86,1,1,4,7,0.83,3,78,2,0,16,1,1.875,0,4.0,1,1,0.3,250,0.5,0,1,3,2,False
523,0,0,1,0,1,3,93,1,0,0,4,2.21,2,0,2,0,14,1,0.75,0,4.25,1,1,0.0,161,0.333333333333333,0,1,3,2,False
524,0,0,1,0,0,0,24,1,0,0,2,3.43,0,0,1,1,0,1,1.0,0,0.5,0,1,0.0,35,1.0,0,1,1,0,False
525,0,0,1,1,0,0,24,1,0,1,8,0.51,1,56,2,0,0,2,1.125,0,1.75,1,1,0.4,93,1.0,0,1,1,0,False
526,0,0,1,0,0,0,26,1,3,0,0,0.7,4,0,2,0,6,1,1.33333333333333,1,2.66666666666667,1,1,1.2,86,0.5,0,1,2,1,False
527,0,0,2,1,0,1,60,5,0,9,10,0.36,1,100,4,0,6,1,2.5,0,5.6,1,1,0.625,339,0.4,0,1,3,3,True
528,0,0,2,1,0,1,61,5,0,9,10,0.38,1,100,4,0,5,1,2.5,0,5.4,1,1,0.625,333,0.4,0,1,3,3,True
529,1,0,1,0,0,1,48,3,0,1,13,0.18,3,50,3,0,25,1,2.28571428571429,0,5.92857142857143,1,1,0.5,395,0.666666666666667,0,2,3,2,False
530,1,0,1,0,0,1,46,3,0,1,13,0.17,2,50,3,0,25,1,2.28571428571429,0,5.0,1,1,0.5,393,0.666666666666667,0,2,3,2,False
531,7,0,1,1,1,2,185,7,3,9,52,0.22,1,97,4,0,44,1,2.74193548387097,0,4.5,0,1,0.457142857142857,1293,0.384615384615385,0,2,4,2,True
532,7,0,1,1,1,2,180,5,5,6,48,0.23,1,97,4,0,38,1,2.76666666666667,0,4.26666666666667,0,1,0.454545454545455,1208,0.363636363636364,0,1,4,3,True
533,0,0,1,2,0,1,38,1,0,2,7,1.06,0,75,1,0,1,2,1.57142857142857,1,1.85714285714286,1,1,0.5,36,0.333333333333333,0,3,3,2,False
534,0,0,1,8,0,2,41,1,0,2,7,1.0,0,90,1,0,0,2,1.28571428571429,0,2.14285714285714,1,1,0.333333333333333,45,0.333333333333333,0,3,5,3,False
535,0,3,1,0,0,6,38,1,0,0,0,6.33,0,0,0,2,0,0,1.0,1,0.666666666666667,0,1,0.0,0,0.0,0,2,0,0,False
536,0,0,1,0,0,1,33,1,1,2,7,0.66,0,43,3,0,7,2,2.75,1,2.75,1,1,0.4,20,0.5,0,3,2,1,False
537,0,2,1,0,0,0,19,1,0,0,0,3.8,0,0,0,2,1,0,0.0,0,0.5,0,1,0.0,0,0.0,0,2,0,0,False
538,0,0,1,0,0,0,25,1,1,4,4,0.56,0,55,3,0,3,1,2.0,0,4.4,1,1,1.0,4,1.0,0,2,1,1,False
539,0,0,1,0,0,0,23,1,0,2,11,0.27,0,40,3,0,13,2,1.90909090909091,0,3.09090909090909,1,1,0.307692307692308,10,0.4,0,1,4,4,False
540,0,0,1,0,1,0,19,1,0,0,1,2.71,0,0,1,0,0,1,3.0,3,2.0,2,1,0.0,0,0.0,0,2,0,0,False
541,3,0,1,0,0,0,17,1,0,2,13,0.19,0,75,2,0,20,1,2.1875,0,3.8125,2,1,0.277777777777778,39,0.4,0,2,4,4,False
542,1,0,1,0,0,5,32,1,0,2,2,0.42,2,33,2,0,22,1,4.66666666666667,3,10.6666666666667,8,1,0.0,91,0.4,0,3,4,2,False
543,0,0,1,0,0,3,39,1,0,1,2,2.79,0,0,2,1,3,1,2.0,2,3.0,2,1,0.0,76,0.25,0,3,4,2,False
544,0,0,1,0,1,0,25,1,0,1,13,0.35,0,7,2,0,14,2,2.76923076923077,1,2.23076923076923,1,1,0.2,152,0.5,0,5,3,3,False
545,0,0,0,0,0,0,38,1,0,0,0,9.5,0,0,3,1,0,2,0.0,0,0.0,0,0,0.0,48,0.5,0,1,2,1,False
546,0,0,1,0,0,0,20,1,0,1,3,0.69,0,0,3,0,4,1,2.66666666666667,2,4.0,1,1,0.6,60,0.5,0,1,2,2,False
547,4,0,1,1,4,2,36,1,0,0,2,0.45,1,66,3,0,23,1,2.83333333333333,0,6.33333333333333,2,1,0.375,134,0.5,0,3,2,1,False
548,4,0,1,1,4,0,24,1,0,0,6,0.24,0,70,3,0,28,1,2.5,0,6.0,2,1,0.25,145,0.666666666666667,0,6,2,2,False
549,9,1,1,0,2,0,63,4,0,12,18,0.19,1,89,3,0,22,2,3.57142857142857,0,4.25,1,1,0.575757575757576,515,0.5,0,2,4,2,False
550,0,0,1,0,0,2,37,2,0,5,4,0.64,0,25,2,1,9,1,5.75,3,7.0,4,1,1.125,89,0.375,0,4,4,4,True
551,0,0,1,0,0,4,33,1,0,2,3,0.85,0,0,4,0,2,1,4.66666666666667,3,7.0,5,1,1.4,35,0.6,0,4,3,3,True
552,0,0,1,0,0,1,32,1,0,6,1,1.14,0,0,1,0,1,1,5.0,5,10.0,10,3,2.5,47,0.5,0,2,2,2,False
553,6,0,7,2,0,10,79,1,0,6,1,0.24,0,71,2,0,1,1,5.71428571428571,3,7.57142857142857,4,1,2.7,1,1.0,0,2,1,0,False
554,10,0,10,3,0,14,168,1,0,9,1,0.26,0,83,2,0,1,1,5.0,3,6.36363636363636,1,1,3.23076923076923,0,0.0,0,1,0,1,False
555,16,0,11,3,0,15,260,1,0,14,1,0.26,0,89,2,0,1,1,4.76470588235294,3,6.88235294117647,1,1,3.26315789473684,0,0.0,0,2,0,0,False
556,12,0,10,4,0,14,188,1,0,14,1,0.23,0,85,2,0,1,1,5.46153846153846,1,7.38461538461539,1,1,2.73333333333333,1,1.0,0,1,1,1,False
557,13,0,14,2,0,21,305,1,0,12,1,0.26,0,86,2,0,1,1,4.78571428571429,3,7.0,1,1,4.0625,0,0.0,0,2,0,0,False
558,7,0,12,3,0,17,140,1,0,9,1,0.25,0,81,2,0,1,1,4.75,3,5.5,1,1,3.8,0,0.0,0,2,0,0,False
559,7,0,12,3,0,16,132,1,0,8,1,0.25,0,80,2,0,1,1,4.625,3,5.375,1,1,3.8,0,0.0,0,2,0,0,False
560,15,0,10,1,0,15,259,1,0,13,1,0.3,0,92,2,0,1,1,3.875,2,6.25,1,1,1.77777777777778,0,0.0,0,1,0,0,False
561,11,0,12,3,0,16,201,1,0,11,1,0.21,0,86,2,0,1,1,4.33333333333333,3,5.91666666666667,1,1,3.57142857142857,0,0.0,0,2,0,0,False
562,17,0,17,4,0,27,503,1,0,15,1,0.31,0,88,2,0,1,1,5.27777777777778,3,8.11111111111111,2,1,3.35,1,1.0,0,1,1,1,False
563,33,0,5,0,0,8,295,1,0,4,1,0.19,0,97,2,0,1,1,3.05882352941176,1,3.17647058823529,1,1,2.08333333333333,0,0.0,0,2,0,1,False
564,5,0,7,2,0,9,62,1,0,5,1,0.22,0,69,2,0,1,1,5.33333333333333,3,6.83333333333333,3,1,2.375,0,0.0,0,2,0,0,False
565,12,0,10,2,0,13,178,1,0,9,1,0.25,0,86,2,0,1,1,4.23076923076923,2,6.84615384615385,1,1,2.6,0,0.0,0,1,0,1,False
566,11,0,11,1,0,15,187,1,0,12,1,0.21,0,87,2,0,1,1,4.25,3,6.16666666666667,1,1,3.71428571428571,0,0.0,0,2,0,1,False
567,12,0,9,1,0,11,152,1,0,10,1,0.18,0,83,2,0,1,1,4.07692307692308,3,6.23076923076923,1,1,3.6,0,0.0,0,1,0,0,False
568,11,0,7,1,0,9,118,1,0,10,1,0.2,0,88,2,0,1,1,3.41666666666667,3,6.16666666666667,1,1,2.78571428571429,0,0.0,0,2,0,0,False
569,11,0,12,1,0,17,209,1,0,13,1,0.22,0,86,2,0,1,1,4.33333333333333,3,6.0,1,1,3.5,0,0.0,0,2,0,0,False
570,5,0,6,2,0,9,58,1,0,5,1,0.21,0,71,2,0,1,1,5.16666666666667,3,6.5,3,1,1.875,0,0.0,0,2,0,0,False
571,41,0,9,8,0,15,657,1,0,26,1,0.27,0,96,2,0,1,1,3.71428571428571,1,4.57142857142857,2,1,2.31818181818182,0,0.0,0,1,0,0,False
572,0,0,3,0,0,1,87,1,25,6,3,0.27,0,60,1,19,1,1,22.4642857142857,0,3.42857142857143,1,1,0.9,60,0.5,0,2,2,1,False
573,1,0,3,0,2,0,25,1,0,0,1,0.37,3,0,1,0,1,1,1.5,1,9.5,1,1,3.0,47,0.5,0,1,2,1,False
574,0,1,1,0,0,0,19,3,0,6,7,0.22,0,0,4,0,14,1,1.875,0,5.0,2,1,0.0,116,0.333333333333333,0,6,4,0,True
575,0,0,2,1,0,3,36,2,0,3,5,0.49,2,37,3,0,4,2,5.6,5,4.4,2,1,1.0,47,0.5,0,2,3,2,False
576,0,1,1,4,5,0,26,1,0,1,4,0.22,3,80,1,0,0,1,3.6,0,3.8,2,1,2.14285714285714,4,1.0,0,1,1,1,False
577,0,0,2,0,0,0,28,1,0,2,7,0.62,0,14,1,0,0,1,2.71428571428571,2,1.57142857142857,1,1,0.4,30,0.666666666666667,0,2,2,1,False
578,0,0,0,0,0,0,21,1,0,2,2,4.2,0,100,1,0,0,1,0.0,0,1.0,1,0,0.0,5,1.0,0,2,1,0,False
579,0,0,1,2,2,0,21,1,2,3,17,0.19,0,72,2,0,1,1,2.21052631578947,0,1.89473684210526,1,1,0.238095238095238,30,0.5,0,2,2,1,False
580,0,0,1,0,0,0,21,1,0,3,15,0.21,0,53,2,0,1,1,2.13333333333333,0,2.26666666666667,1,1,0.294117647058824,34,0.333333333333333,0,2,3,2,False
581,1,0,1,0,1,2,69,1,0,0,18,1.1,0,0,1,2,4,1,2.15789473684211,0,1.89473684210526,1,1,0.142857142857143,12,0.4,0,1,4,4,False
582,0,0,1,3,2,2,45,1,0,3,6,0.69,0,66,1,0,0,1,3.16666666666667,0,1.83333333333333,1,1,0.666666666666667,8,0.666666666666667,0,1,2,2,False
583,1,0,2,0,0,4,75,1,0,8,8,0.59,1,75,1,0,5,2,3.77777777777778,0,5.33333333333333,0,1,1.0,5,0.666666666666667,0,1,2,2,False
584,0,0,1,0,0,3,41,1,0,0,5,5.12,0,0,0,2,4,0,0.0,0,0.8,0,1,0.0,4,1.0,0,2,1,0,False
585,0,0,0,0,0,0,22,1,0,4,2,3.14,0,100,1,0,0,1,0.0,0,1.0,1,0,0.0,6,1.0,0,2,1,0,False
586,0,0,3,0,0,4,44,1,0,2,5,0.72,0,0,1,0,2,1,3.2,2,3.6,2,1,1.0,37,0.333333333333333,0,2,3,2,False
587,3,0,2,0,4,2,51,1,0,2,11,0.44,0,35,1,0,3,1,2.71428571428571,2,2.92857142857143,1,1,0.5625,109,0.75,0,3,2,0,False
588,0,0,1,0,0,0,23,1,0,2,19,0.25,0,21,1,0,1,1,3.84210526315789,1,2.15789473684211,1,1,0.142857142857143,32,0.5,0,2,2,1,False
589,1,2,2,0,0,0,24,1,0,2,13,0.29,0,25,1,0,3,2,2.25,0,2.375,1,1,0.333333333333333,35,0.5,0,2,2,1,False
590,0,0,1,0,0,1,44,1,0,2,17,0.55,0,29,1,0,1,1,2.47058823529412,0,2.11764705882353,1,1,0.157894736842105,32,0.5,0,2,2,1,False
591,0,0,1,1,0,5,46,1,0,2,4,0.52,3,66,1,0,9,1,6.25,4,6.25,2,1,2.0,72,0.6,0,2,3,0,False
592,0,1,1,0,0,1,24,1,0,2,1,0.71,0,0,2,0,7,1,3.5,3,9.0,3,1,1.5,32,0.375,0,3,5,0,False
593,0,0,1,1,0,0,23,2,0,6,11,0.29,0,56,2,0,4,1,2.63636363636364,1,1.81818181818182,1,1,0.428571428571429,28,0.5,0,2,3,0,False
594,1,0,1,0,0,1,46,1,0,6,7,1.02,0,81,2,2,1,1,2.625,0,1.75,1,1,0.3,81,0.5,0,3,3,1,False
595,0,0,3,0,2,1,32,2,0,7,7,0.6,1,100,1,0,2,1,3.28571428571429,0,2.85714285714286,1,0,0.8,12,0.4,0,2,3,2,False
596,0,0,1,1,0,2,47,1,0,5,10,0.62,0,65,1,0,9,1,3.6,1,3.2,1,1,0.5,41,0.75,0,2,2,1,False
597,0,0,1,1,1,2,29,1,0,0,4,1.16,1,75,1,0,5,1,10.0,3,2.5,1,1,0.0,5,1.0,0,2,1,0,False
598,0,0,1,1,0,0,24,1,0,0,1,3.43,0,100,2,0,0,1,1.0,1,1.0,1,1,0.0,5,1.0,0,2,1,0,False
599,0,0,2,1,0,4,41,2,1,5,4,0.54,2,41,3,0,3,2,6.8,6,4.6,2,1,0.625,103,0.625,0,2,4,3,False
600,5,0,1,1,0,3,66,1,0,7,7,1.02,1,81,1,0,1,1,3.08333333333333,2,2.91666666666667,1,1,0.266666666666667,8,0.5,0,1,3,3,False
601,0,0,1,0,0,0,21,1,0,0,2,5.25,0,0,0,1,0,0,0.5,0,1.0,1,1,0.0,5,1.0,0,2,1,0,False
602,0,0,1,0,0,0,24,1,0,0,2,1.85,0,0,1,0,0,2,1.0,0,2.0,1,1,0.0,5,0.5,0,2,2,1,False
603,0,0,1,0,0,0,21,1,0,2,5,0.91,0,50,1,0,0,2,2.4,2,1.4,1,1,0.0,5,0.5,0,2,2,1,False
604,0,0,1,0,2,1,19,1,0,0,2,0.95,2,0,1,0,1,1,1.0,0,3.0,2,1,0.75,0,0.0,0,1,0,0,False
605,0,0,1,3,1,3,22,1,0,0,1,2.2,2,0,1,0,1,1,3.0,3,2.0,2,1,0.0,38,1.0,0,1,1,0,False
606,3,0,1,0,0,7,100,5,1,9,9,0.31,6,60,2,0,33,2,6.76923076923077,1,10.6153846153846,2,1,0.842105263157895,387,0.5,0,3,4,3,False
607,0,0,1,0,0,0,21,1,0,0,1,1.11,0,0,2,0,2,1,1.0,1,5.0,5,2,1.0,44,1.0,0,1,1,0,False
608,2,0,1,0,0,0,37,1,2,6,3,0.46,1,71,2,0,15,1,3.42857142857143,0,4.14285714285714,1,1,0.333333333333333,41,0.666666666666667,0,2,2,1,False
609,0,1,1,0,0,4,27,1,0,0,0,5.4,0,0,0,2,0,0,1.0,1,1.0,1,1,1.0,1,1.0,0,4,1,2,False
610,1,0,2,0,0,2,26,1,0,1,3,0.33,0,50,1,0,0,2,2.25,1,3.25,1,1,1.66666666666667,1,1.0,0,1,1,1,False
611,0,0,2,0,0,15,53,1,0,0,2,1.2,6,0,1,0,0,2,2.0,1,3.5,1,1,1.5,1,1.0,0,4,1,1,False
612,0,1,2,0,0,0,28,2,0,5,5,0.46,1,50,1,0,4,2,4.5,0,3.33333333333333,0,1,0.555555555555556,5,0.5,0,5,2,3,False
613,0,0,2,0,0,8,54,1,0,1,3,0.65,3,33,1,0,0,2,3.66666666666667,0,3.66666666666667,2,1,2.4,0,0.0,0,1,0,0,False
614,0,0,1,0,0,0,27,2,0,3,7,0.66,0,75,1,0,1,2,1.28571428571429,0,2.0,0,1,0.4,3,1.0,0,5,1,1,False
615,7,0,2,1,5,6,166,1,0,6,12,0.8,1,86,1,0,25,1,5.21052631578947,1,4.78947368421053,1,1,0.857142857142857,20,0.4,0,3,3,5,True
616,0,0,1,0,0,8,27,1,0,0,1,6.75,0,0,0,3,0,0,8.0,8,1.0,1,1,0.0,0,0.0,0,1,0,1,False
617,0,0,5,0,0,2,32,1,0,3,1,1.52,2,33,1,0,0,1,4.0,4,1.0,1,5,1.0,0,0.0,0,3,0,2,False
618,0,1,1,0,0,0,20,1,1,0,0,1.67,0,0,2,0,1,1,2.0,2,2.0,2,1,0.0,3,0.5,0,4,2,2,False
619,0,0,1,0,0,0,16,1,0,1,1,0.62,0,0,2,0,2,1,1.0,1,2.0,2,1,0.0,0,0.0,0,1,0,0,False
620,0,0,1,0,0,0,16,1,0,1,2,0.52,0,0,2,0,2,1,1.0,1,2.5,2,1,0.0,0,0.0,0,3,0,0,False
621,0,0,1,0,0,0,26,1,0,4,7,0.19,3,17,2,0,12,1,3.85714285714286,3,10.7142857142857,7,1,1.11111111111111,8,0.333333333333333,0,1,3,3,False
622,0,0,1,0,0,0,16,1,0,0,4,0.15,0,0,2,0,2,1,0.0,0,3.75,3,1,0.0,0,0.0,0,1,0,0,False
623,0,0,1,0,0,0,20,1,0,0,1,1.05,0,0,2,0,3,1,1.0,1,6.0,6,1,0.0,0,0.0,0,1,0,0,False
624,6,0,1,0,0,1,35,1,1,3,1,0.26,3,54,2,0,16,1,3.375,2,5.875,2,1,0.5,4,0.333333333333333,0,7,3,2,True
625,0,12,1,0,0,5,82,1,0,0,0,5.47,0,0,0,1,0,0,1.08333333333333,0,0.833333333333333,0,1,0.4,18,1.0,0,2,1,0,False
626,1,0,1,0,0,0,33,1,0,6,13,0.4,0,70,1,0,0,2,2.07142857142857,0,1.92857142857143,1,1,0.5,0,0.0,0,1,0,1,False
627,0,0,2,0,0,7,72,1,1,5,4,0.64,0,56,2,0,1,1,5.2,2,4.0,2,1,1.57142857142857,14,1.0,0,2,1,0,False
628,9,0,2,1,4,0,52,3,12,32,25,0.08,0,91,2,0,17,2,5.34782608695652,0,5.0,0,1,1.44,37,1.0,0,2,1,0,False
629,0,0,0,0,0,0,31,1,0,26,0,0.57,0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,31,1.0,0,2,1,0,False
630,13,0,5,8,1,0,13,1,1,11,7,0.02,0,88,1,0,3,2,4.38095238095238,1,4.19047619047619,1,1,1.56521739130435,89,1.0,0,2,1,0,False
631,0,0,1,0,2,4,70,1,0,8,7,1.79,0,94,1,0,0,1,2.14285714285714,0,1.71428571428571,1,1,0.333333333333333,55,1.0,0,2,1,0,False
632,0,0,1,4,2,4,54,1,2,1,4,0.74,0,96,2,0,0,1,3.5,0,2.83333333333333,1,1,1.125,19,1.0,0,2,1,0,False
633,0,0,1,0,0,0,17,1,0,0,2,1.21,0,0,3,0,5,1,3.5,3,2.5,2,1,1.0,2,0.5,0,2,2,2,False
634,1,0,1,0,0,0,24,1,0,2,6,0.8,0,57,1,0,4,1,2.14285714285714,0,2.28571428571429,1,1,0.333333333333333,0,0.0,0,2,0,0,False
635,0,0,1,0,0,0,22,1,6,3,9,0.27,0,82,2,4,2,1,3.0,0,3.4,1,1,0.764705882352941,9,0.666666666666667,0,2,2,2,False
636,0,0,2,0,0,0,20,2,0,2,9,0.24,0,71,3,0,6,2,2.66666666666667,0,4.44444444444444,1,1,1.0,4,0.5,0,1,2,3,False
637,0,2,1,0,0,2,21,1,0,0,0,3.5,0,0,0,3,1,0,2.0,2,0.5,0,1,0.0,0,0.0,0,2,0,0,False
638,0,0,1,0,0,0,23,1,1,4,8,0.34,0,63,2,0,4,1,2.55555555555556,0,4.55555555555556,1,1,0.636363636363636,15,0.666666666666667,0,3,2,1,False
639,0,0,1,0,0,1,19,1,0,0,2,1.06,0,0,3,0,6,1,3.5,3,5.0,2,1,0.0,4,0.5,0,3,2,1,False
640,0,0,2,0,0,0,17,1,0,0,4,0.46,0,0,3,0,6,2,2.25,0,3.75,2,1,1.66666666666667,2,0.5,0,2,2,2,False
641,0,2,1,0,0,0,20,5,1,1,14,0.26,0,83,2,3,6,3,1.76470588235294,0,2.0,0,1,0.130434782608696,10,0.75,0,3,2,2,False
642,0,0,1,0,0,0,46,1,1,4,10,0.69,0,72,1,0,10,1,3.27272727272727,1,3.27272727272727,1,1,0.384615384615385,8,1.0,0,2,1,1,False
643,0,0,1,0,2,0,16,1,0,0,2,0.64,0,0,1,0,3,1,5.0,5,4.0,3,2,1.0,3,1.0,0,3,1,0,False
644,0,0,1,0,0,0,17,1,1,2,6,0.34,0,71,3,0,4,1,2.28571428571429,0,3.71428571428571,1,1,1.0,4,0.5,0,2,2,2,False
645,0,0,1,1,0,0,21,2,1,2,14,0.38,0,88,1,3,2,2,1.93333333333333,0,1.6,0,1,0.277777777777778,6,0.5,0,3,2,2,False
646,0,0,1,0,0,0,18,1,0,1,5,0.47,0,60,3,0,4,1,2.4,0,4.0,1,1,0.857142857142857,2,1.0,0,2,1,2,False
647,0,0,1,0,0,0,17,1,3,5,4,0.21,0,62,3,0,4,1,3.14285714285714,0,5.28571428571429,1,1,1.88888888888889,4,0.5,0,2,2,2,False
648,0,0,1,0,0,0,17,1,0,0,1,2.43,0,0,2,0,0,1,2.0,2,1.0,1,1,0.0,0,0.0,0,2,0,0,False
649,0,2,1,0,0,0,20,2,0,11,7,0.22,0,62,2,0,8,1,4.0,0,3.11111111111111,1,1,0.666666666666667,28,0.666666666666667,0,4,2,1,False
650,0,0,1,0,1,0,16,1,0,2,3,0.39,0,33,1,0,3,1,4.33333333333333,3,4.0,3,1,1.4,2,1.0,0,3,1,1,False
651,0,3,1,0,0,0,16,1,0,3,1,0.47,0,50,1,0,10,1,3.5,1,3.5,1,1,1.0,0,0.0,0,3,0,0,False
652,0,0,1,0,1,0,18,1,0,3,2,0.42,0,66,2,0,1,1,1.5,1,2.0,1,1,0.75,0,0.0,0,2,0,1,False
653,0,0,1,0,1,0,16,1,0,5,25,0.17,0,96,2,0,3,1,1.2,0,1.12,1,1,0.0,0,0.0,0,2,0,1,False
654,1,0,1,0,1,0,18,1,0,10,46,0.09,0,98,2,0,4,1,1.31914893617021,0,1.1063829787234,1,1,0.0612244897959184,0,0.0,0,3,0,1,False
655,7,0,1,2,0,2,91,3,0,7,13,0.55,0,75,2,0,20,2,3.9,0,3.65,0,1,0.68,53,0.428571428571429,0,2,5,4,True
656,5,0,1,1,0,3,140,2,0,6,14,0.84,0,75,2,0,20,2,4.68421052631579,1,4.36842105263158,1,1,0.818181818181818,35,0.375,0,2,5,4,True
657,0,0,1,0,0,0,15,1,0,1,5,0.56,0,0,2,0,0,1,5.0,2,2.8,2,1,0.428571428571429,0,0.0,0,1,0,0,False
658,0,0,2,0,0,0,23,1,0,2,10,0.32,0,60,2,0,1,1,2.9,0,2.6,0,1,0.333333333333333,4,1.0,0,1,1,1,False
659,1,0,1,19,2,0,15,1,0,0,1,0.09,0,94,1,0,1,1,4.0,1,2.0,2,1,0.0,0,0.0,0,1,0,0,False
660,0,0,1,0,1,0,15,2,0,0,5,0.28,2,0,1,0,3,2,1.4,0,5.4,1,1,0.0,0,0.0,0,1,0,0,False
661,0,0,1,0,0,0,15,1,0,8,17,0.24,0,88,1,0,0,1,1.70588235294118,0,1.11764705882353,1,1,0.0,1,1.0,0,1,1,1,False
662,0,0,1,0,1,0,15,2,0,0,3,0.33,4,0,1,0,3,2,2.33333333333333,0,6.33333333333333,1,1,0.0,0,0.0,0,1,0,0,False
663,0,0,1,0,0,0,17,1,1,3,2,0.68,0,22,2,0,3,1,2.66666666666667,2,4.66666666666667,3,1,0.0,1,1.0,0,1,1,1,False
664,0,0,1,0,0,0,15,1,1,3,3,0.48,0,25,2,0,3,1,2.5,2,5.25,3,1,0.0,1,1.0,0,1,1,1,False
665,0,0,1,0,0,1,18,1,1,2,1,0.95,0,0,2,0,3,1,1.5,1,4.5,4,1,0.0,1,1.0,0,1,1,1,False
666,0,0,1,0,0,1,18,1,1,2,1,0.95,0,0,2,0,3,1,1.5,1,4.5,4,1,0.0,1,1.0,0,1,1,1,False
667,0,0,1,0,0,0,15,1,1,4,4,0.31,0,19,2,0,4,1,3.0,3,5.8,4,1,0.0,1,1.0,0,1,1,1,False
668,5,0,1,33,0,3,95,1,0,9,7,0.47,0,92,4,0,8,1,6.0,1,7.33333333333333,2,1,0.866666666666667,152,0.4,0,4,7,2,True
669,11,4,5,45,9,4,200,1,0,19,12,0.29,0,94,1,0,2,1,4.7037037037037,1,3.07407407407407,0,1,0.862068965517241,3,0.5,0,1,2,3,False
670,1,0,1,1,0,3,46,1,0,0,6,0.1,9,71,4,0,7,1,4.42857142857143,1,7.85714285714286,2,1,0.666666666666667,387,0.666666666666667,0,2,2,1,True
671,4,0,1,2,10,6,176,12,0,9,22,0.74,1,95,1,0,6,2,2.73076923076923,0,3.26923076923077,1,1,0.525,480,0.666666666666667,0,3,2,3,False
672,0,0,1,0,2,6,56,2,0,1,6,0.55,2,50,1,0,16,2,3.33333333333333,0,5.33333333333333,0,1,1.22222222222222,60,0.625,0,4,3,2,False
673,0,0,1,0,2,1,35,3,0,2,10,0.28,1,75,2,0,18,2,2.2,0,3.6,0,1,0.928571428571429,82,0.571428571428571,0,4,3,2,False
674,5,0,2,2,2,9,149,1,1,1,3,0.67,3,81,1,0,0,1,3.55555555555556,2,7.66666666666667,2,1,2.27272727272727,437,0.5,0,3,2,2,False
675,1,0,2,1,1,7,62,1,1,9,3,0.79,1,60,4,0,5,1,5.2,0,6.0,1,1,1.28571428571429,152,1.0,0,4,1,3,False
676,4,0,2,5,5,10,111,1,0,0,1,0.59,3,72,1,0,10,1,5.6,2,10.4,1,1,2.57142857142857,51,0.5,0,4,4,4,False
677,0,0,1,0,0,1,24,3,0,6,7,0.27,0,50,4,0,7,1,2.57142857142857,1,4.14285714285714,3,1,0.272727272727273,127,1.0,0,1,1,1,False
678,2,0,1,0,0,0,18,1,2,4,2,0.31,0,75,3,0,12,1,2.33333333333333,0,3.16666666666667,1,1,0.625,176,0.5,0,1,2,0,False
679,1,0,1,0,0,3,27,1,1,4,1,0.26,3,33,2,0,18,1,6.0,3,13.0,9,2,2.5,21,0.5,0,2,3,2,False
680,0,0,1,0,0,0,22,1,0,1,2,0.63,1,0,1,0,7,2,2.0,2,6.5,2,1,2.0,3,1.0,0,1,1,1,False
681,0,1,1,0,1,0,25,1,0,1,2,0.37,1,33,1,0,6,2,3.33333333333333,2,8.0,2,1,2.8,3,1.0,0,1,1,1,False
682,0,0,1,0,0,0,19,1,0,2,2,0.66,2,25,1,0,4,2,2.5,2,4.5,2,1,0.0,3,1.0,0,2,1,0,False
