File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,target
608,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,4,0,4,1,2.57142857142857,0,1,0,0.947826086956522,0.0,0,False
609,0,0,1,0,0,5,1,1,0,0,5,1.38,2,0,2,23,3,1,26.4,26,4,0,0.949152542372881,0.0,0,False
610,1,0,1,1,0,0,2,1,40,1,12,0.04,0,98,1,18,4,2,10.811320754717,0,0,0,0.97984496124031,1.0,1,False
611,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,2,0,4,1,2.57142857142857,0,1,0,0.953846153846154,0.0,1,False
612,0,0,1,0,0,5,2,1,0,0,7,0.55,2,0,3,0,5,1,2.57142857142857,0,1,0,0.928571428571429,0.0,0,False
613,0,0,1,0,0,4,1,1,0,0,7,1.3,1,0,3,0,5,1,2.57142857142857,0,1,0,0.955555555555556,0.0,1,False
614,0,0,1,0,0,5,2,1,0,0,7,0.61,2,0,3,0,6,1,2.57142857142857,0,1,0,0.951612903225806,0.0,1,False
615,0,0,1,0,0,4,1,1,0,0,7,0.92,1,0,3,0,5,1,2.57142857142857,0,1,0,0.863636363636364,0.0,0,False
616,0,0,1,0,0,5,1,1,0,0,7,1.13,1,0,2,0,4,1,2.57142857142857,0,1,0,0.971014492753623,0.0,1,False
617,0,0,1,0,0,5,2,1,0,0,7,0.39,2,0,3,0,8,1,2.57142857142857,0,1,0,0.983471074380165,0.0,1,False
618,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,3,0,4,1,2.57142857142857,0,1,0,0.953846153846154,0.0,1,False
619,0,0,1,0,0,5,2,1,0,0,7,0.95,2,0,4,0,4,1,2.57142857142857,0,1,0,0.973333333333333,0.0,1,False
620,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,4,0,4,1,2.57142857142857,0,1,0,0.953846153846154,0.0,1,False
621,0,0,1,0,0,5,2,1,0,0,7,0.67,2,0,3,0,7,1,2.57142857142857,0,1,0,0.977401129943503,0.0,1,False
622,0,0,1,0,0,4,1,1,0,0,7,1.3,1,0,2,0,4,1,2.57142857142857,0,1,0,0.955555555555556,0.0,1,False
623,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,3,0,4,1,2.57142857142857,0,1,0,0.947826086956522,0.0,0,False
624,0,0,1,0,0,4,1,1,0,0,7,1.49,1,0,4,0,4,1,2.57142857142857,0,1,0,0.953488372093023,0.0,1,False
625,0,0,1,0,0,4,1,1,0,0,7,1.3,1,0,2,0,6,1,2.57142857142857,0,1,0,0.955555555555556,0.0,1,False
626,0,0,1,0,0,5,1,1,0,0,7,0.88,1,0,2,0,7,1,2.57142857142857,0,1,0,0.959731543624161,0.0,1,False
627,0,0,1,0,0,4,1,1,0,0,7,1.2,1,0,2,0,5,1,2.57142857142857,0,1,0,0.956834532374101,0.0,1,False
628,0,0,1,0,0,5,1,1,0,0,7,1.26,1,0,3,0,5,1,2.57142857142857,0,1,0,0.953488372093023,0.0,1,False
629,2,0,1,1,2,0,1,1,0,0,1,0.43,0,33,1,0,56,1,0.666666666666667,0,1,0,1.0,0.0,0,False
630,0,0,1,0,0,4,1,1,0,0,7,0.87,1,0,3,0,8,1,2.57142857142857,0,1,0,0.962025316455696,0.0,1,False
631,0,0,1,0,0,4,1,1,0,0,7,1.09,1,0,3,0,7,1,2.57142857142857,0,1,0,0.958333333333333,0.0,1,False
632,0,0,1,0,0,5,1,1,0,0,7,1.05,1,0,3,0,7,1,2.57142857142857,0,1,0,0.957142857142857,0.0,1,False
633,0,0,1,0,0,5,1,1,0,0,7,1.09,1,0,2,0,5,1,2.57142857142857,0,1,0,0.971428571428571,0.0,1,False
634,0,0,1,0,0,5,2,1,0,0,5,0.28,4,0,3,1,10,1,4.4,4,33,0,0.977443609022556,0.0,1,False
635,0,0,1,0,0,5,1,1,0,0,7,1.13,1,0,3,0,6,1,2.57142857142857,0,1,0,0.955223880597015,0.0,1,False
636,0,0,1,0,0,4,1,1,0,0,7,1.33,1,0,2,1,4,1,3.28571428571429,0,1,0,0.955223880597015,0.0,1,False
637,0,0,1,0,0,5,2,1,0,0,7,0.79,2,0,3,0,7,1,2.57142857142857,0,1,0,0.962264150943396,0.0,1,False
638,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,3,0,4,1,2.57142857142857,0,1,0,0.953846153846154,0.0,1,False
639,0,0,1,0,0,4,1,1,0,0,7,1.17,1,0,3,0,5,1,2.57142857142857,0,1,0,0.957142857142857,0.0,1,False
640,0,0,1,0,0,4,1,1,0,0,7,1.36,1,0,3,0,4,1,2.57142857142857,0,1,0,0.954887218045113,0.0,1,False
641,0,0,1,0,0,4,1,1,0,0,7,1.49,1,0,3,4,4,1,5.42857142857143,0,1,0,0.953488372093023,0.0,1,False
642,0,0,1,0,0,5,1,1,0,0,7,1.24,1,0,2,0,4,1,2.57142857142857,0,1,0,0.969924812030075,0.0,1,False
643,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,3,0,5,1,2.57142857142857,0,1,0,0.953846153846154,0.0,1,False
644,0,0,1,0,0,4,1,1,0,0,7,1.07,1,0,2,0,5,1,2.57142857142857,0,1,0,0.958620689655172,0.0,1,False
645,0,0,1,0,0,5,1,1,0,0,5,2.25,1,0,2,2,2,1,5.4,5,1,0,0.938775510204082,0.0,0,False
646,0,0,1,0,0,4,1,1,0,0,7,1.2,1,0,3,0,6,1,2.57142857142857,0,1,0,0.956834532374101,0.0,1,False
647,0,0,1,0,0,4,1,1,0,0,7,1.05,3,0,2,0,4,1,2.57142857142857,0,1,0,0.961290322580645,0.0,1,False
648,0,0,1,0,0,4,1,1,0,0,7,1.2,1,0,3,0,4,1,2.57142857142857,0,1,0,0.956834532374101,0.0,1,False
649,0,0,1,0,0,4,1,1,0,0,7,1.17,1,0,5,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
650,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,5,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
651,0,0,1,0,0,5,1,1,0,0,5,1.54,2,0,2,3,3,1,6.4,6,3,0,1.0,0.0,0,False
652,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,4,6,4,1,6.85714285714286,0,1,0,1.0,0.0,0,False
653,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,3,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
654,0,0,1,0,0,5,1,1,0,0,5,2.25,1,0,3,2,2,1,5.4,5,1,0,1.0,0.0,0,False
655,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,4,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
656,0,0,1,0,0,5,1,1,0,0,5,1.38,2,0,2,24,3,1,27.4,27,4,0,1.0,0.0,0,False
657,1,0,1,1,0,0,2,1,40,1,12,0.04,0,98,1,18,4,2,11.2830188679245,0,0,0,0.705426356589147,1.0,0,False
658,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,2,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
659,0,0,1,0,0,5,2,1,0,0,7,0.51,2,0,3,0,5,1,2.57142857142857,0,1,0,0.975728155339806,0.0,1,False
660,0,0,1,0,0,4,1,1,0,0,7,0.98,1,0,3,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
661,0,0,1,0,0,4,1,1,0,0,7,1.3,1,0,3,0,5,1,2.57142857142857,0,1,0,1.0,0.0,0,False
662,0,0,1,0,0,5,2,1,0,0,7,0.61,2,0,3,0,6,1,2.57142857142857,0,1,0,1.0,0.0,0,False
663,0,0,1,0,0,4,1,1,0,0,7,0.92,1,0,3,0,5,1,2.57142857142857,0,1,0,1.0,0.0,0,False
664,0,0,1,0,0,5,1,1,0,0,7,1.13,1,0,2,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
665,0,0,1,0,0,5,2,1,0,0,7,0.39,2,0,3,0,8,1,2.57142857142857,0,1,0,1.0,0.0,0,False
666,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,3,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
667,0,0,1,0,0,5,2,1,0,0,7,0.95,2,0,4,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
668,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,4,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
669,0,0,1,0,0,5,2,1,0,0,7,0.67,2,0,3,0,7,1,2.57142857142857,0,1,0,1.0,0.0,0,False
670,0,0,1,0,0,4,1,1,0,0,7,1.3,1,0,2,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
671,0,0,1,0,0,4,1,1,0,0,7,1.91,1,0,3,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
672,0,0,1,0,0,4,1,1,0,0,7,1.49,1,0,4,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
673,0,0,1,0,0,4,1,1,0,0,7,1.3,1,0,2,0,6,1,2.57142857142857,0,1,0,1.0,0.0,0,False
674,0,0,1,0,0,5,1,1,0,0,7,0.88,1,0,2,0,7,1,2.57142857142857,0,1,0,1.0,0.0,0,False
675,0,0,1,0,0,4,1,1,0,0,7,1.2,1,0,2,0,5,1,2.57142857142857,0,1,0,1.0,0.0,0,False
676,0,0,1,0,0,5,1,1,0,0,7,1.26,1,0,3,0,5,1,2.57142857142857,0,1,0,1.0,0.0,0,False
677,2,0,1,1,2,0,1,1,0,0,1,0.42,0,33,1,0,58,1,0.666666666666667,0,1,0,0.900900900900901,0.0,0,False
678,0,0,1,0,0,4,1,1,0,0,7,0.87,1,0,3,0,8,1,2.57142857142857,0,1,0,1.0,0.0,0,False
679,0,0,1,0,0,4,1,1,0,0,7,1.09,1,0,3,0,7,1,2.57142857142857,0,1,0,1.0,0.0,0,False
680,0,0,1,0,0,5,1,1,0,0,7,1.05,1,0,3,0,7,1,2.57142857142857,0,1,0,1.0,0.0,0,False
681,0,0,1,0,0,5,1,1,0,0,7,1.13,1,0,2,0,5,1,2.57142857142857,0,1,0,1.0,0.0,0,False
682,0,0,1,0,0,5,3,1,0,0,5,0.24,5,0,3,1,10,1,4.4,4,36,0,0.973421926910299,0.0,1,False
683,0,0,1,0,0,5,1,1,0,0,7,0.81,1,0,3,0,7,1,2.57142857142857,0,1,0,0.949685534591195,0.0,0,False
684,0,0,1,0,0,4,1,1,0,0,7,1.33,1,0,2,0,5,1,2.57142857142857,0,1,0,1.0,0.0,0,False
685,0,0,1,0,0,4,1,1,0,0,7,1.33,1,0,2,1,4,1,3.28571428571429,0,1,0,1.0,0.0,0,False
686,0,0,1,0,0,4,1,1,0,0,7,1.33,1,0,3,0,5,1,2.57142857142857,0,1,0,1.0,0.0,0,False
687,0,0,1,0,0,5,1,1,0,0,7,1.13,1,0,2,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
688,0,0,1,0,0,5,2,1,0,0,7,0.67,2,0,3,0,7,1,2.57142857142857,0,1,0,1.0,0.0,0,False
689,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,3,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
690,0,0,1,0,0,4,1,1,0,0,7,1.17,1,0,3,0,5,1,2.57142857142857,0,1,0,1.0,0.0,0,False
691,0,0,1,0,0,4,1,1,0,0,7,1.36,1,0,3,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
692,0,0,1,0,0,4,1,1,0,0,7,1.49,1,0,3,4,4,1,5.42857142857143,0,1,0,1.0,0.0,0,False
693,0,0,1,0,0,5,1,1,0,0,7,1.24,1,0,2,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
694,0,0,1,0,0,4,1,1,0,0,7,1.45,1,0,3,0,5,1,2.57142857142857,0,1,0,1.0,0.0,0,False
695,0,0,1,0,0,4,1,1,0,0,7,0.98,1,0,2,0,5,1,2.57142857142857,0,1,0,1.0,0.0,0,False
696,0,0,1,0,0,5,1,1,0,0,5,2.25,1,0,2,2,2,1,5.4,5,1,0,1.0,0.0,0,False
697,0,0,1,0,0,4,1,1,0,0,7,1.2,1,0,3,0,6,1,2.57142857142857,0,1,0,1.0,0.0,0,False
698,0,0,1,0,0,4,1,1,0,0,7,1.05,3,0,2,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
699,0,0,1,0,0,4,1,1,0,0,7,1.2,1,0,3,0,4,1,2.57142857142857,0,1,0,1.0,0.0,0,False
700,0,0,1,0,1,0,2,1,0,3,7,0.47,0,61,1,0,0,1,2.28571428571429,1,1,0,0.706666666666667,0.0,0,False
701,0,0,1,0,0,0,2,3,2,11,17,0.19,0,79,1,0,6,2,2.68421052631579,0,0,0,0.493449781659389,1.0,2,False
702,0,1,1,0,0,0,1,1,2,2,19,0.35,0,77,1,0,6,4,2.45454545454545,0,1,0,0.745664739884393,1.0,1,False
703,0,0,1,0,0,0,1,1,3,7,19,0.36,0,87,1,0,6,3,2.09090909090909,1,1,0,0.507317073170732,1.0,1,False
704,0,0,1,0,0,0,1,1,1,7,18,0.29,0,82,1,2,2,2,2.47368421052632,0,0,0,0.810606060606061,0.0,0,False
705,0,0,1,0,0,0,1,1,1,0,4,0.79,0,0,2,0,1,2,2.6,0,2,0,0.660377358490566,0.0,0,False
706,4,0,1,1,0,0,1,1,3,9,41,0.13,0,95,1,0,9,3,2.375,0,1,0,0.648318042813456,0.0,1,False
707,0,0,1,0,0,0,1,1,1,0,6,0.63,0,0,2,0,1,2,2.85714285714286,0,2,0,0.694915254237288,0.0,0,False
708,0,0,1,0,0,0,2,1,0,3,6,0.6,0,55,1,0,0,1,2.66666666666667,1,1,0,0.746031746031746,0.0,0,False
709,0,0,1,0,0,0,1,1,3,3,9,0.38,0,80,1,0,7,2,1.75,0,0,0,0.801801801801802,0.0,2,False
710,0,0,1,1,0,0,2,3,0,4,8,0.2,0,44,1,0,4,2,3.875,1,1,0,0.575221238938053,0.0,1,False
711,1,0,1,1,0,0,1,3,1,6,15,0.21,0,81,1,0,6,2,2.76470588235294,1,1,0,0.593939393939394,1.0,1,False
712,0,0,1,2,1,0,1,1,1,6,15,0.35,0,85,1,0,0,3,5.1875,1,1,0,0.765151515151515,0.0,2,True
713,0,0,1,0,0,0,1,1,0,3,7,0.79,0,57,1,0,0,1,1.71428571428571,1,1,0,1.0,0.0,0,False
714,0,0,1,0,0,1,2,1,0,1,16,0.35,0,62,2,0,12,2,2.1875,0,0,0,0.541284403669725,0.0,1,True
715,1,0,2,0,0,0,2,1,1,7,12,0.28,0,84,2,1,0,1,3.28571428571429,1,1,0,0.522988505747126,0.0,1,False
716,0,6,1,0,0,3,1,1,0,0,0,3.55,0,0,0,3,1,0,2.16666666666667,1,1,0,0.483333333333333,0.0,0,False
717,0,0,1,0,0,0,1,1,0,1,5,1.04,0,19,1,0,3,2,1.2,0,1,0,0.875,0.0,0,False
718,0,0,1,0,0,0,2,1,2,2,14,0.34,0,75,2,0,3,2,1.625,1,1,0,0.519480519480519,0.0,1,False
719,0,0,1,0,0,1,2,2,0,3,6,0.41,0,37,2,0,5,1,2.83333333333333,1,2,0,0.580357142857143,0.0,0,False
720,0,0,1,0,0,1,2,1,1,2,5,0.92,0,50,1,1,2,2,1.5,1,1,0,0.872093023255814,0.0,0,False
721,0,0,2,0,0,8,3,1,0,1,3,0.88,2,33,2,0,7,1,4.66666666666667,4,2,0,1.0,0.0,0,False
722,0,0,1,0,0,0,1,1,0,0,1,3.0,0,0,2,0,2,1,2.0,2,3,0,1.0,0.0,0,False
723,0,0,1,0,0,0,1,1,0,2,3,0.91,0,33,2,0,0,1,2.33333333333333,1,2,0,1.0,0.0,0,False
724,0,0,1,17,0,0,1,1,3,17,42,0.12,0,93,1,0,3,2,2.28888888888889,0,1,0,0.841075794621027,0.0,2,False
725,0,1,1,0,0,6,1,1,0,0,0,4.67,0,0,0,1,2,0,1.0,1,1,0,0.815789473684211,0.0,0,False
726,0,8,1,0,0,0,1,1,0,3,0,1.57,0,100,0,1,0,0,0.0,0,0,0,0.441860465116279,0.0,0,False
727,0,0,1,1,0,0,1,2,0,3,9,0.5,0,85,1,5,1,2,3.55555555555556,0,1,0,0.545454545454545,0.0,0,False
728,0,0,1,0,0,1,2,2,0,3,5,0.52,0,41,2,0,3,2,3.0,0,1,0,0.511363636363636,0.0,0,False
729,0,0,1,0,0,1,1,1,0,2,8,0.76,0,50,1,0,4,2,1.5,0,1,0,0.43,0.0,0,False
730,0,0,1,0,0,0,1,1,0,4,16,0.41,0,73,1,0,4,2,1.3125,0,1,0,0.550387596899225,0.0,0,False
731,0,0,1,0,0,3,1,1,0,0,1,5.4,0,0,3,0,0,1,0.0,0,0,0,1.0,0.0,0,False
732,0,2,1,0,0,0,1,1,0,0,0,5.2,0,0,0,46,0,0,52.5,43,0,0,0.5,0.0,0,False
733,0,0,1,0,0,0,1,1,0,2,5,1.08,0,60,3,1,0,3,1.6,0,1,0,0.844827586206897,0.0,0,False
734,0,0,1,0,0,0,1,1,3,5,15,0.35,0,82,1,0,2,2,2.55555555555556,0,1,0,1.0,1.0,0,False
735,0,0,1,0,0,0,1,1,0,2,5,1.08,0,60,4,0,0,3,1.2,0,1,0,0.844827586206897,0.0,0,False
736,0,34,1,0,0,0,1,1,0,0,0,0.25,0,0,0,2,27,0,1.0,1,1,0,0.829059829059829,0.0,1,False
737,0,0,1,0,0,0,1,1,0,0,34,0.12,0,0,1,2,27,2,0.0,0,1,0,1.0,0.0,0,False
738,1,0,1,0,0,0,1,1,0,5,17,0.18,0,74,1,1,9,1,4.61111111111111,1,1,0,0.647058823529412,0.0,0,False
739,1,0,1,1,0,0,3,3,5,11,37,0.13,0,85,2,0,24,2,2.83720930232558,1,1,0,0.462546816479401,1.0,1,True
740,0,0,1,0,0,0,1,1,0,1,3,1.14,0,0,1,0,2,1,2.33333333333333,1,1,0,0.470588235294118,0.0,0,False
741,0,0,1,0,0,0,1,1,0,1,3,1.14,0,0,1,0,2,1,4.33333333333333,1,1,0,0.486486486486487,0.0,0,False
742,1,0,1,0,0,0,1,1,0,4,14,0.24,0,75,1,0,8,1,2.93333333333333,1,1,0,0.640776699029126,0.0,1,False
743,0,0,1,0,0,0,1,1,0,1,3,0.94,0,0,3,0,0,1,2.66666666666667,2,1,0,0.675,0.0,0,True
744,1,0,1,0,0,0,1,1,0,5,10,0.33,0,80,1,0,2,1,2.36363636363636,1,1,0,0.925925925925926,0.0,0,False
745,0,4,1,1,0,1,2,5,2,16,26,0.16,0,83,1,1,21,2,4.59375,0,0,0,0.651079136690647,0.875,0,True
746,5,1,1,5,0,1,2,4,10,37,67,0.15,0,95,1,0,39,4,2.90361445783133,0,1,0,0.667692307692308,0.846153846153846,1,True
747,0,0,1,0,0,1,1,1,0,9,19,0.62,0,88,1,0,6,2,1.63157894736842,0,1,0,0.751445086705202,0.0,0,True
748,0,0,1,1,0,0,2,2,1,1,14,0.22,0,46,2,0,14,2,4.6,1,1,0,0.666666666666667,1.0,0,False
749,0,1,1,0,0,2,2,1,0,4,17,0.34,0,65,1,0,12,2,3.55555555555556,0,0,0,0.585454545454545,0.0,0,True
750,0,0,1,0,0,0,1,1,0,2,9,0.43,0,50,1,0,7,1,3.66666666666667,1,1,0,0.47,0.0,0,False
751,0,0,1,3,0,1,1,1,0,4,11,0.44,0,74,1,0,11,1,3.72727272727273,1,1,0,0.701492537313433,0.0,0,False
752,0,4,1,1,0,0,1,1,0,4,3,0.33,0,68,1,0,3,2,2.57142857142857,0,1,0,0.540540540540541,1.0,0,False
753,0,0,1,0,0,0,2,1,0,0,1,0.84,2,0,3,0,1,1,1.0,1,13,0,0.603174603174603,0.0,0,False
754,0,0,2,0,0,2,6,1,0,0,2,0.42,5,0,2,2,3,1,6.0,4,15,2,0.559440559440559,0.0,0,False
755,0,0,1,0,0,4,1,1,2,0,0,2.67,0,0,2,2,0,1,2.5,2,1,0,0.571428571428571,0.0,0,False
756,0,0,1,0,0,0,1,1,1,0,2,1.11,0,0,2,0,1,1,1.0,0,2,0,0.782608695652174,0.0,0,True
757,2,0,1,1,2,0,3,1,2,2,30,0.12,0,62,1,7,8,2,5.38235294117647,1,1,0,0.643979057591623,0.0,1,True
758,0,0,1,0,0,0,1,1,0,0,1,2.38,0,0,3,0,1,1,1.0,1,2,0,0.483870967741935,0.0,0,False
759,0,0,1,0,0,0,1,1,0,0,1,3.5,0,0,2,2,1,1,3.0,3,2,0,0.4,0.0,0,False
760,0,0,1,0,0,0,1,1,0,0,1,2.18,0,0,3,0,1,1,1.0,1,5,0,1.0,0.0,0,False
761,0,0,1,0,0,0,1,1,0,0,1,1.73,0,0,2,0,1,1,1.0,1,5,0,1.0,0.0,0,False
762,0,0,1,0,0,0,1,1,0,0,1,2.22,0,0,2,0,1,1,1.0,1,4,0,0.96875,0.0,1,False
763,0,0,1,0,0,0,2,1,1,0,1,2.06,0,0,3,0,1,1,1.5,1,2,0,0.633333333333333,0.0,0,False
764,0,0,1,0,0,0,1,1,0,0,1,4.25,0,0,3,0,1,1,1.0,1,2,0,0.565217391304348,0.0,0,False
765,0,0,1,0,0,4,2,1,2,0,0,1.32,1,0,2,1,1,1,3.5,3,2,0,0.567567567567568,0.0,0,False
766,0,0,1,0,0,0,1,1,0,0,1,2.33,1,0,3,0,1,1,1.0,1,4,0,0.96969696969697,0.0,1,False
767,0,0,1,0,0,0,2,1,0,0,1,1.62,2,0,3,0,1,1,1.0,1,4,1,0.973684210526316,0.0,1,False
768,0,1,1,0,0,4,1,1,0,0,0,5.0,0,0,1,1,0,1,1.0,1,1,0,0.764705882352941,0.0,0,False
769,0,0,1,0,0,0,1,1,1,3,9,0.42,0,73,1,2,1,1,2.3,0,1,0,0.833333333333333,0.0,1,False
770,0,0,2,1,0,0,4,1,0,5,4,0.25,0,45,1,0,1,2,4.5,1,3,0,0.661157024793388,1.0,0,False
771,0,26,1,0,0,0,1,1,0,0,0,0.51,0,0,0,1,6,0,1.03846153846154,0,0,0,0.619047619047619,0.0,1,False
772,0,2,1,0,0,0,1,1,0,0,0,3.8,0,0,0,4,0,0,4.0,4,1,0,0.333333333333333,0.0,0,False
773,0,0,1,0,0,1,2,3,0,5,19,0.22,0,56,1,1,14,2,3.78947368421053,0,0,0,0.5,0.0,1,False
774,1,0,1,2,1,0,2,4,4,13,48,0.15,0,94,2,0,21,3,2.9622641509434,0,0,0,0.700787401574803,1.0,2,True
775,0,0,1,0,0,0,2,3,1,1,14,0.2,0,81,2,0,10,2,4.93333333333333,2,1,0,0.495238095238095,0.0,1,False
776,0,0,1,0,0,0,1,1,0,40,84,0.21,0,97,1,0,0,1,2.48809523809524,1,1,0,0.815748031496063,0.0,0,True
777,1,0,1,1,0,0,3,1,0,6,13,0.16,0,74,1,0,2,1,7.42857142857143,2,1,0,0.709821428571429,0.0,2,True
778,0,2,1,1,0,1,2,4,0,11,25,0.23,1,80,1,1,16,2,3.59259259259259,0,0,0,0.538277511961722,1.0,1,False
779,4,1,1,1,0,1,2,6,3,18,41,0.19,0,91,1,0,30,4,3.42857142857143,0,0,0,0.598265895953757,1.0,2,False
780,0,0,1,2,0,1,1,1,1,10,27,0.36,0,89,2,1,6,2,1.75,1,1,0,0.567796610169492,0.0,2,False
781,0,0,1,1,0,0,2,3,1,2,17,0.22,0,66,2,0,11,2,3.94444444444444,1,1,0,0.471698113207547,0.0,2,False
782,0,1,1,3,0,1,2,3,0,9,23,0.26,0,64,1,0,11,2,3.95833333333333,0,0,0,0.463556851311953,0.0,1,False
783,0,0,1,0,0,0,2,1,0,1,3,0.58,0,0,1,0,4,2,2.33333333333333,2,2,0,0.746031746031746,0.0,0,False
784,0,0,1,0,0,0,1,1,0,0,2,1.4,0,0,1,0,0,2,1.5,1,2,0,0.619047619047619,0.0,0,False
785,0,0,1,0,0,2,1,1,0,3,7,1.34,0,66,1,0,2,1,4.0,1,1,0,0.620253164556962,0.0,0,False
786,0,0,1,0,0,6,1,1,0,0,2,1.06,0,0,1,0,3,2,1.5,1,8,0,0.774647887323944,0.0,0,False
787,0,0,1,0,0,0,1,1,0,0,2,1.62,0,0,1,0,0,2,1.5,1,2,0,1.0,0.0,0,False
788,0,0,1,0,0,1,1,1,2,3,18,0.49,0,75,1,1,9,2,1.7,0,0,0,0.591623036649215,0.0,0,False
789,3,0,1,3,0,0,2,1,7,12,25,0.12,0,92,1,1,25,2,2.57142857142857,0,0,0,0.695266272189349,1.0,0,True
790,0,2,1,0,0,0,2,1,2,6,22,0.12,0,80,1,1,12,2,2.19230769230769,0,0,0,0.501930501930502,1.0,0,True
791,1,2,1,6,0,0,2,1,4,10,24,0.22,0,91,2,0,23,2,2.45161290322581,0,0,0,0.574175824175824,1.0,0,True
792,0,0,1,0,0,1,3,1,3,4,13,0.17,0,62,2,0,15,2,4.375,1,1,0,0.558490566037736,1.0,0,False
793,1,0,1,1,0,0,3,1,4,4,17,0.1,0,77,2,0,18,2,4.54545454545455,0,0,0,0.577777777777778,1.0,0,True
794,0,8,1,0,0,0,2,1,0,1,0,0.35,0,12,1,0,7,1,2.375,1,0,0,0.514563106796116,0.0,0,False
795,0,3,1,0,0,0,1,3,4,3,13,0.33,0,75,1,0,10,2,2.25,0,0,0,0.554347826086957,0.0,1,False
796,0,0,1,0,0,1,1,1,0,2,7,1.04,0,42,1,0,1,1,3.42857142857143,1,1,0,0.584615384615385,0.0,0,False
797,0,0,1,0,0,3,1,1,0,0,2,0.96,0,0,1,0,2,2,1.5,1,8,0,0.607843137254902,0.0,0,False
798,0,0,1,0,0,0,1,1,0,0,2,1.11,0,0,1,0,1,2,1.5,1,3,0,0.8,0.0,0,False
799,0,0,1,0,0,3,1,1,0,2,6,1.62,0,50,1,0,1,1,4.0,1,1,0,0.671232876712329,0.0,0,False
800,0,0,1,0,0,0,1,1,0,0,2,0.84,0,0,1,0,2,2,1.5,1,6,0,0.784313725490196,0.0,0,False
801,0,0,1,0,0,0,1,1,0,2,14,0.44,0,46,1,0,4,1,3.85714285714286,2,1,0,0.654545454545455,1.0,0,False
802,0,0,1,0,0,0,2,1,0,1,3,0.4,1,0,1,0,5,2,3.33333333333333,2,2,0,0.571428571428571,0.0,0,False
803,0,0,1,0,0,3,1,1,0,2,6,1.56,0,50,1,0,3,1,3.66666666666667,3,1,0,0.657534246575342,0.0,0,False
804,0,0,1,0,0,0,1,1,0,3,16,0.36,0,70,1,1,7,2,1.8125,0,0,0,0.523255813953488,1.0,1,False
805,0,0,1,1,1,0,2,1,1,4,20,0.18,0,87,1,0,12,2,0.80952380952381,0,0,0,0.533333333333333,1.0,2,True
806,0,0,1,0,2,0,2,1,2,2,13,0.19,0,46,2,0,9,2,3.0,1,2,0,0.539568345323741,1.0,1,False
807,0,6,1,0,0,0,2,1,0,2,0,0.33,0,33,1,0,3,1,3.83333333333333,2,1,0,0.533980582524272,0.75,0,False
808,0,6,1,0,0,0,1,8,0,5,23,0.26,0,58,1,1,8,2,2.24137931034483,0,0,0,0.621212121212121,0.0,1,True
809,0,3,1,0,0,0,1,1,0,0,0,2.38,0,0,0,6,2,0,12.6666666666667,11,1,0,0.344827586206897,0.0,0,False
810,0,10,1,0,0,5,1,1,0,0,0,3.45,0,0,1,9,7,1,6.7,2,0,0,0.482142857142857,0.0,1,False
